#geneName	Ikaros.Control_0h	Ikaros.Control_2h	Ikaros.Control_6h	Ikaros.Control_12h	Ikaros.Control_18h	Ikaros.Control_24h
Xbp1	0.0656207172298123	0.0835812383205248	0.0522104616683208	0.0991186087664251	0.106374137022617	0.15581906992882
Ska2	-0.0116021338914075	-0.0156345375648009	-0.0528958132672806	-0.0352153966128051	-0.0662177004236795	-0.0656519053813198
Prr11	0.0154230245414922	0.0211639532524861	0.0902554136706084	-0.00794032857129645	0.0268541550432761	0.0465754914816884
Smg8	-0.0280938925179608	-0.0164177081800328	-0.030707953144765	-0.0494444990975558	0.0137144613572604	0.00367736065490418
Rnf187	0.0274879309920667	0.0123862949958054	-0.00502920060783986	0.0106333842418643	-0.0327667778003931	-0.0725918950860787
Mrpl22	0.003531315754884	0.016785884451189	0.0004360331669346	-0.0384155894864109	-0.0551097467797512	-0.0409146663110054
Cnot8	-0.0145838157352406	-0.0056331909919997	0.00210400029171748	0.0308537750703868	0.0529341269909364	0.0494507439109346
Mfap3	0.0245686642656966	0.0200353531570125	0.00597005980326302	0.0274389692686576	0.063546176488911	0.0383961275652726
Fam114a2	-0.00892698089325	0.0155911833741653	0.0156010341518951	0.030019356780779	-0.00252039580227905	0.00485151255322955
Ggnbp2	-0.0201838232675064	0.0222407499297927	-0.000648685683315883	-0.00774299695921262	-0.0476665203851786	-0.00762209239562643
Shmt1	-0.0398135072307266	-0.0324100626764719	-0.0970431444706698	-0.1453439035605	-0.218838623216223	-0.297288363205139
Drg2	0.0198242561976749	-0.00134899077947009	-0.00576423218975017	-0.0599756438341849	-0.0506618814717953	-0.0553016606242004
Pctp	-0.0480252211407542	-0.0365738064378936	0.0278177742343854	-0.0171695327815392	-0.0240435494633088	-0.0366351960002682
Nampt	0.03361703506008	0.0172872928883705	0.0496650835655805	-0.0643659805984545	-0.147777671078592	-0.203637614730076
Laptm4a	0.016330962123884	0.030423802747962	0.0417453489160252	0.0264584365601348	0.0553888875825927	0.0693099209378907
Cyria	-0.0648973441455475	-0.0184859086053407	0.0387620437329351	-0.00809864383710482	0.028664044477055	0.0632824819968771
Lpin1	0.0877965227078973	0.0303192497472151	0.0545925923955906	0.104102271312405	0.110902203514103	0.103205072335089
Hs1bp3	-0.0116937319555702	-0.0410038968810505	-0.00302116398371767	-0.0197817576237711	0.109585085877331	0.141180528425161
Amz2	0.00833591345526971	0.0491878175331148	0.114879389811525	0.060512947913139	-0.0140057012811611	-0.0340706762855193
Gna13	0.0127229001711051	0.0174319898491279	0.0538678770857329	-0.000254179526004543	0.0296052856492794	0.00575862065855405
Prkar1a	0.0140558276906834	0.0107613025459151	0.0405903301607624	0.0266056457240999	0.0526127835472172	0.0401293355494929
Map2k6	-0.0192436393256022	0.0388562555484357	0.0401179576643635	0.0455863276853139	0.0187808472484076	0.0336970738815597
Ubxn2a	0.00693969417286192	0.0266432450548041	-0.0256819960062033	-0.0437827439227249	-0.0923188696345145	-0.0635738510660519
Dus4l	-0.00659126266124892	0.00437230602304556	-0.145728048941475	-0.253192562549281	-0.319935125463393	-0.355133581977218
Pomc	-0.0932817556728823	-0.00416395403029586	0.118470874929026	0.415489812506577	-0.0567605079548263	0.183011974795577
Dnmt3a	0.0128731726317198	-0.0151109193420939	-0.0135412628624547	-0.00301267065216351	0.0236372989508618	0.0327495242719732
Hnf1b	0.0402434056714403	-0.15568230072658	-0.185685190430258	-0.154339733931123	-0.163468288553525	-0.162696497510557
Taf15	-0.00518476078075718	0.0222743123403624	0.0229046316116635	0.01139126150989	-0.0482043923207162	-0.0624485791424577
Mettl2	-0.0225045260063857	-0.00957123388618431	-0.0210580866240126	-0.0996091698938581	-0.117893644600562	-0.123016737346681
Tlk2	-0.0083854112645821	0.0175353184469532	0.0248404702249318	0.0162306259763583	-0.029145953609959	0.0102375929662557
Cct6b	-0.03851447141038	-0.217508234888271	0.144000430550129	0.235877991469501	0.126802708779837	0.102521865551327
Ern1	0.05925135336219	0.0488719976254919	0.0610251911074775	0.132774042910053	0.205407763509726	0.150633723491834
Polg2	-0.0194660566136902	-0.0534614670047608	0.0142867771111658	-0.0455784977137855	-0.141041562929244	-0.145520202105024
Ddx5	0.0114646120393319	-0.00968713739711257	0.0102280462685939	0.0350628784865968	0.0586260732496442	0.00953580612999083
Helz	-0.0318110690764523	-0.000688662193735654	0.0166801802258149	0.0420896075117504	0.0281602530290988	0.0278271198275274
Rab37	-0.109519936492568	0.0910898190088027	0.188411515245863	0.0999006967648878	0.208875024320585	0.20235781501866
Mif4gd	-0.024547136963422	0.0423775292750761	0.0449203381181612	0.0271836078670288	-0.0258580573405589	-0.0671238714805706
Slc25a19	-0.0316294743479789	-0.00663992363945091	-0.0562770091380595	-0.0192757711686072	-0.0271330676178269	-0.0596891897892072
Tmem94	0.0119529358975955	0.0239591347297975	0.0214957455170032	0.0569715088595425	0.0942876677815321	0.0868175385751138
Aspa	-0.573262108348141	-0.444996503528423	-0.298659649836862	-0.22304847889111	-0.0619016164945348	-0.161450024553257
Mrpl38	-0.00761000412841609	0.00448200398041205	-0.0271511509198441	-0.0331836618311061	-0.0857403907636986	-0.119671395987746
Tsen54	-0.0117285438013046	-0.0402638354262571	-0.139809132750434	-0.103152791810095	-0.173329605035363	-0.17295528094971
Camkk1	-0.0527963718011523	-0.148016528765869	-0.180859437104931	-0.146658185374786	-0.200881638675302	-0.216109304159527
Ankfy1	0.0132420238564437	-0.0214013680434178	-0.0261160421650794	0.00525921247663873	0.00769358666554628	0.00214524563550574
Mfsd11	0.0587687601126697	0.009420981031373	-0.155620208130236	0.0523126463055416	-0.0915265459040985	-0.00969890424869291
Kif1c	-0.0583003011521389	-0.0511904725812071	-0.0368110615346915	-0.0907260027416204	-0.109472075693886	-0.0789754723625439
Dhrs13	0.00681195319387878	-0.0393465376811896	-0.152988391350093	-0.2074809892258	-0.404930925991329	-0.33633379202478
Spag9	-0.000660922659090167	-0.0034258005135835	-0.00635493142885221	-0.0308327992610783	-0.00985947890627432	0.0188137053305626
Xylt2	0.0135377458622639	0.0763864512742985	0.0757856970212333	0.00599267152157164	0.0108421386885983	0.0186246473577372
Snx11	0.0195230260675459	-0.00954512353634754	-0.0366847842187729	-0.0825461853249345	-0.0231188347787553	-0.00521862130356649
Dvl2	0.019054524072118	0.0433231621134648	0.0202457622199143	0.0457549593706973	0.0818530993397169	0.0499444575026679
Alox8	0.0957668076598598	-0.247027819862187	-0.327060639021747	-0.116773376663578	-0.362021389997142	-0.225480200645416
Tmem107	0.0189815590461716	0.0218216255649865	0.00766431086512406	-0.035598940137288	-0.109631973984651	-0.16636383879147
Aurkb	0.00629955767205614	0.02728149130734	0.0448640019872578	0.0490119701154385	0.0333900005473646	-0.0265656560490956
Lsm12	-0.0081994961235562	0.00182422136078501	-0.0132412552793408	-0.00207921292049259	-0.0459014174729315	-0.0560879344753578
Dcakd	0.017082528270444	0.0510905107740718	0.0275877403911504	0.0371298805294943	-0.00385697162718692	-0.0491337956923086
Klhl28	0.0141209863735287	0.0642037315949754	0.0321673998728063	-0.118965523494462	0.12668925860827	0.0857616661473009
Strn3	0.00415066149924664	0.01283176687717	-0.0120186942455933	0.0095949795324967	0.00046622738843006	0.0188674594054238
Sel1l	-0.0116668999689443	0.00173606583581774	-0.0026219167896287	0.0148668595250965	0.0135861148261276	0.0220705815311873
Klhdc2	-0.0201633845611752	0.0194425543460827	0.031759150321479	0.0553896155174938	0.0703976231514745	0.0832032282959551
L2hgdh	0.00684101538835733	0.017174285585776	-0.0257545692368791	-0.073533150239514	-0.137978001240278	-0.192946802471971
Pnn	-0.0255831186903455	-0.013958239656405	0.0392595624143664	-0.0161706972149193	-0.0148040528811481	0.0105288578204113
ENSMUSG00000021020	-0.0352339983430588	0.0255046379738639	0.0231959991081554	-0.146321409582951	-0.0364811406340397	0.00986724884214973
Ppp2r3c	-0.0220553006068465	0.0175509979298198	0.0048410076065605	0.0189108012464339	0.0304557451785138	0.0890129847102997
Ngb	0.00945823199210444	0.185232543012944	-0.184010963333084	-0.110451774599859	-0.0974021635245627	0.0928621954512077
Ahsa1	0.00814577321379416	0.00332891749786634	-0.0233479355539217	-0.0397717457544381	-0.0379848080846364	-0.0689349878654037
ENSMUSG00000021041	-0.0456928894606143	-0.0375558721803562	-0.0990368922743888	-0.0904434108114659	-0.214459646881209	-0.253057700196787
Actr10	0.00121935008342508	0.00992960713243079	-0.0210455403153674	-0.0299774110917994	-0.0250494086534292	0.0260302691187318
Dhrs7	0.0280779449791546	0.0245305357062102	0.0695437243908999	0.100300301316326	0.102616996833106	0.0736583826892234
Vrk1	-0.0242794542306118	-0.0357569075252086	-0.00509613377708619	-0.0947143555744344	-0.0350652296488374	0.0479134110061115
Pacs2	0.0499564138126538	0.0360922761513143	0.0591391969078387	0.0128790529361029	-0.000312783637204493	-0.0495793866914447
Psmc1	0.00956413278261523	0.002539219286997	0.00955302963721936	-0.0430233144301868	-0.013507513365166	-0.000567334025982216
Tc2n	-0.122426838417024	-0.166624519173975	-0.502497152153604	-0.204389643556469	-0.593822014005234	-0.343700840773675
Trip11	-0.0125046642772372	0.00851374516148015	0.0444325625299802	-0.0363210220817963	0.0145809717587915	0.031295682102468
Asb2	0.13384321911876	-0.0706736893396254	0.064909552005435	0.688428965133892	0.661646656356728	0.737776023102542
Akr1c13	-0.0243516096248832	0.0244738742722653	0.0222974009464893	0.0556223642008792	0.067519276777046	0.0870607819529869
Fam161b	-0.0640458336225013	0.000603915737609443	0.020480385717141	0.0578970032399336	-0.104049558979685	-0.0416986436386302
Coq6	-0.0355975803801631	-0.0121941253333156	-0.0279250700069231	-0.0286028930691071	-0.0963878524517092	-0.166485867473816
Abcd4	-0.0277716445754623	-0.00650196124233675	-0.0122065283301917	0.021101469696257	0.048506240493711	0.0676880791961515
Ylpm1	-0.00893923462342461	-0.0179390738932493	-0.00717697512075789	-0.0264421276176786	-0.0790588421570785	-0.065556941389388
Fos	0.0490342924326652	-0.0583641351392559	0.113367571415865	0.0876122096265168	0.0546082714346041	0.0301856475522958
Erg28	-0.00862818803377502	0.0276685049992762	0.0180552786694366	-0.00977384845360315	-0.00308952738940008	-0.0398676404761793
Gpatch2l	-0.00122355438837025	-0.0184232247624727	0.0671026623616518	0.074064987375842	0.0999849502225755	0.0888083398025858
Angel1	-0.0762660957587781	0.252403755592448	0.0889540604651751	0.279665427144258	0.25194603651372	0.26035195728111
Zfp839	0.019263939966312	0.011783774853396	-0.00594135058351607	0.0590212548043687	0.0753549187249551	0.158511108286486
Tecpr2	0.00294386937121281	-0.0142744334832648	-0.017341694693465	-0.0234782888620133	-0.0851765645944491	-0.131284047574354
Cinp	-0.00803767972803537	-0.00581532724482627	-0.0368335375111615	-0.0689862725576519	-0.121025408859132	-0.14756820194757
Xrcc3	-0.0154956603552001	0.00181449413711227	-0.0198231045371705	-0.0393058920698858	-0.0539376549072323	-0.151696731354077
Klc1	-0.0215688819525297	-0.0267606366830817	-0.0248395399666109	-0.0424061815883637	0.00875186454045105	0.0441625330246863
Atp5mpl	-0.024957570521265	0.0104539269593543	0.027514374855351	0.00130972561336553	0.0296613827623062	0.0545225826998798
Mtr	0.00569979992829251	0.000998979301020582	0.00510594327839454	-0.0187287284341139	-0.0168538779045689	-0.056538120064229
Zkscan3	0.000701247515661118	0.0432990694182636	0.0542922284347475	0.0526134221465822	0.127680420840813	0.12529109197349
Nedd9	0.030976421937478	-0.137736736626953	-0.0858447064215434	-0.0980580306488412	-0.0609441109454666	-0.0692371594362242
Nup153	0.0289861317361607	-0.013382415289426	-0.0599867191542992	-0.0274441191892873	-0.0430931619551083	-0.097518629490057
Tpmt	-0.160071076462169	-0.122382865442474	0.0228562408040884	0.162644399403331	0.0510716101257128	0.127792014600662
Dek	0.00282587024759837	0.00258953690562754	0.00112037979978143	-0.0065602280217369	-0.0344097097911365	-0.0340229344643466
Spin1	0.0195668981679252	0.0112805465495341	0.0467361947647208	0.0831262793951253	0.114783675136445	0.0846377104993091
Eci2	0.016656610992206	0.0377803370088138	0.0479815039673494	0.0558974452810201	0.0574326459552904	0.0570443494175588
Fars2	-0.0155772779157758	0.00856222238450038	0.0172964076154896	0.027514113845464	0.0352890376291389	0.027977507893912
Ssr1	0.0279600050399279	0.0213034890263771	0.00391724651055625	-0.0480576184016281	-0.0569327043273624	-0.0811570947324794
Riok1	-0.00421468686863318	0.00490844862079992	-0.0119688076879657	-0.0301389518363951	-0.0737600457089513	-0.0279194847894253
Slc35b3	-0.0342833699832477	-0.00622482097486924	0.028607273311229	0.0450250603668269	0.05646121929241	0.0628576242268353
Syk	-0.0437311258859945	-0.0256389377866542	0.0133697023750325	0.116609178613372	0.19330883320962	0.210811739765395
Fancc	-0.0445607362639285	-0.0647652635973312	-0.104413837396009	-0.116188227705707	-0.202079376707142	-0.188632705495124
Sptlc1	-0.00195282854958687	0.00948338802519214	0.0119957573856042	-0.0323195664338555	0.0184769576784723	0.012273912974241
Pdlim7	-0.0687137870560113	0.039532912765345	0.10578445446	0.0921746936829599	0.133243394946532	0.172020280663176
Pcbd2	-0.0140930269732381	-0.0252287064669144	-0.0873132480215895	-0.0400070700933933	-0.077322413576325	-0.133226297251496
B4galt7	-0.0194691329845638	-0.0271801627239812	-0.0935238045773642	-0.0438782884603966	0.0300432988891396	0.0458128466823359
Mterf3	0.00793508569936026	-0.0197266585669145	-0.0165147230156325	-0.0501111147738142	-0.0435129738173387	0.00728187117485009
Ccnh	-0.0273483550380291	-0.00555931829032638	-0.0420773681434426	-0.0354477780257335	-0.117336772017289	-0.132672213405969
Erap1	-0.0130235852409431	-0.0109524271278074	0.0191542912233447	0.00585606861013154	-0.0176163940977357	-0.0438001591051511
Srd5a1	0.0402615968592126	0.0311646588853783	-0.00403703756404157	-0.0773322239208053	-0.0909691832127553	-0.178350001025076
Mctp1	-0.0405225139482031	-0.0121787662753557	-0.043915370949008	0.0510529569845157	0.130083304095993	0.172965673808519
Slf1	-0.0019350843718295	0.0251197904757261	0.00196086566792504	0.0534112656092041	0.0340088588927213	-0.0156070611165623
Clptm1l	-0.00366290139774705	8.85225928116639e-05	-0.0257215118069027	-0.0290774159855958	-0.0433821014126524	-0.0444236314194711
Naip1	-0.224921141652321	0.0596768659946654	-0.0942966468592998	0.147233401461403	0.198090212344233	0.14086772526828
Serf1	-0.0194063507180536	-0.0133762707697242	0.0148753955185778	0.0092766061953332	-0.0111452423390041	0.033440725314655
Hmgcr	0.00949546583478335	0.0423861880769809	0.07459303198894	0.0016807522152066	0.0500050688431659	0.0656720176778952
Ercc8	-0.0444105260847012	-0.0354537925305917	-0.0956808052503468	-0.125440569039835	-0.226523411142554	-0.235649577990215
Elovl7	0.181189036236079	0.0340670906010736	-0.0861949012739651	-0.134135657181833	-0.147765917251456	-0.297017196796937
Pde4d	-0.0623934449657424	-0.0123195387242834	-0.0601462153621013	-0.0180580735807728	-0.00358956811830109	0.0129731783220478
Erbin	0.0098778218067084	-0.00653788621106454	0.0683817655320297	0.04105592490448	0.108294020738427	0.115355417168862
Srek1ip1	-0.00961484768135213	-0.00122016532351348	-0.0792856073987264	0.0110803505674634	-0.0162895067449739	0.0261860370490017
Psmd6	-0.000758528074814065	-0.00157251742322908	0.0133055157626693	-0.0419921515242041	-0.0828151827793503	-0.0628375945778293
Kctd6	0.00498175977726205	0.0546132849932621	-0.0272468569133342	-0.034866928017068	-0.06530694514699	-0.0361349807389827
Nr1d2	-0.0116589553227852	-0.114391653572765	-0.14346457417984	-0.376878000420005	-0.223487297203655	-0.338578111531533
Ngly1	-0.103286706543862	-0.120347811383741	-0.0581003922773214	0.0269966885091505	-0.0480425653672139	-0.0361281580841842
Anxa7	-0.00404175592600318	-0.00638587063286262	-0.0184255999408242	0.0487920445428671	0.00148608406346507	0.0213455304260637
Gm49342	-0.0738114718624986	-0.130301473527183	-0.234717761913341	-0.273656333285513	-0.293312010113162	-0.294512438926628
Arhgef3	0.100600309993706	0.123575986150638	0.0913214946907314	0.12203184103024	0.0967934859353155	0.0478136533878562
Phf7	-0.000138089187662353	-0.0138291058517393	0.0147077578572621	0.0884283130193627	0.0788836903051191	0.0552972037510089
Dph3	-0.0176591236136751	-0.0356004811107571	-0.0540309981250884	-0.0580766131976379	-0.117965496875631	-0.0869363064691387
Nisch	0.0074903099748321	0.0149003056649768	-0.00387991090345913	0.0207009294810662	-0.000683287348631043	-0.0145843823272422
Ebpl	-0.0242750304146814	0.0174618069009339	0.0138506544681147	0.0531682353890669	0.0255770882447588	0.094874321322015
Kpna3	0.0103610959544941	0.0150627152292543	0.0210429943987326	0.0264697294697621	0.0461484220304805	0.0556817222199984
Tkt	-0.00281203303510936	-0.00218719252563427	-0.00874921452794399	-0.0116677334655254	-0.0247896055341669	-0.0523508337657555
Sap18	-0.00510785140958055	-0.00537293350864828	0.0198084342741883	-0.0512070528351525	-0.0724736775358819	-0.036174027086519
Ska3	0.0014159612797094	-0.00910068996103647	-0.00434100571751459	-0.018315817788714	-0.0374928620383334	-0.0749106948812206
Micu2	0.0218624584334077	0.0210669024125708	0.0200215546797247	0.0127489354153841	0.0342496179384833	0.0665302578073859
Lcp1	0.0140697240407957	0.0192353319877958	0.075273009748738	0.0546569826173192	0.0199010341654933	-0.00513708429636975
Epsti1	-0.0563615901649393	-0.0952356368987975	-0.00372301297257227	0.172665454841584	0.450685203578536	0.599686930798039
Diaph3	0.00744502655648769	0.00750927773488301	0.0440603001578222	-0.00659052828035927	0.026284152365129	-0.0265904697995531
Pbk	-0.025860526677924	-0.00585521130761382	0.000516512761111619	-0.0384299791486734	-0.0740346117896543	-0.128247768590529
Trim35	0.0453369887649508	0.00455299236742207	0.00302850786189104	0.000120789579391587	0.0194206896897973	-0.00676852110172523
Ppp2r2a	-0.0101995405306523	-0.00416931221566751	-0.0437084813956451	-0.0295269297601389	-0.0800468747405245	-0.0787327553945156
Ppp3cc	-0.0931344268847511	-0.0329075519505081	0.0282390942561827	0.0408390298891523	0.0657551163630758	0.0892903270761605
Itm2b	-0.00743899028919651	0.0222648167679807	0.0699578526485819	0.110935393624045	0.126619331040651	0.13556833210617
Rem2	-0.0135887059749853	-0.098271112540836	-0.0755952116831665	-0.186143093290607	-0.372588526624226	-0.375330709103563
Haus4	0.000467056139823831	-0.0183147508192645	-0.0258721097554045	-0.0528753451380107	-0.037473129580565	-0.0749682977258794
Fbxo4	0.0093140375443563	-0.0182478215563609	-0.0584957821317761	0.0343097278471682	-0.0409700416006899	-0.0207424723493175
Oxct1	0.00213347559000823	0.00845335859677329	0.0205471557120455	0.00852021450986241	0.00403080576327635	-0.0232027657614029
Zfr	0.0121134169815393	0.0135339387018793	-0.0120716046876649	0.0168208059901699	0.015915083471846	-0.00931559113286796
Dcaf11	-0.00695536534966732	-0.0132429523964793	0.00154916397819607	0.00789549914845694	0.0157901897045822	0.0455937450197701
Psme1	-0.00856692750529331	-0.0207060220629732	-0.0516902939797765	-0.0336083155774396	-0.0679731547323168	-0.0503662184291819
Sema5a	-0.231287685188193	-0.433096982622642	-0.789974087548411	-0.380864409024571	-0.362431157775519	-0.23162654044876
Cct5	0.0106092314217156	-0.00038824443744743	0.00288974931945051	-0.0289734482503809	-0.0357320244981119	-0.0333420994884188
Rai14	0.0324762679823874	-0.0871626238205866	-0.331017950417057	-0.415720067119605	-0.483770355299743	-0.335010442702878
Rad1	-0.0313152731167026	-0.0304788093611037	-0.0511165965693049	-0.0142829546929262	-0.0526279961553239	-0.0790234079536923
Rnf19a	0.0105704441014563	0.025531347952517	0.00584869759796859	0.0682715577430043	0.0979261604185703	0.104069479409921
Ywhaz	-0.00654057347256842	-0.00467983814644284	-0.00456491746698549	-0.04266044525741	-0.0560472233862617	-0.06622506646132
Angpt1	-0.0234722037059953	-0.0590147574607934	-0.0931262940318727	-0.149940513894533	-0.0561282804997014	-0.00622172671948213
Eif3h	-0.0223649092745308	-0.00907406151639188	-0.0151302644979476	-0.00580607075182979	0.00966027170694163	0.0152099699032258
Utp23	-0.0419395691619024	-0.0497020905100973	-0.00497947734247835	-0.0707435637372317	-0.041798230927439	0.0041803835730701
Pop1	-0.00178309559014428	-0.0210711191379887	-0.0723746771345206	-0.0951843666452694	-0.148405252522932	-0.128652224455313
Eny2	-0.00557423185149023	0.0140950783242794	-0.00739495262213526	-0.00709322946503263	-0.0684814610638959	-0.0562114687754529
Wdyhv1	-0.0107092475337227	-0.0258605406398826	-0.0268089398557374	0.0293981066482532	-0.0371671186906297	-0.057951766585598
Zhx1	-0.0118557307010377	0.0254380138202028	0.0423954034968198	0.0540959012196797	0.036097983930274	0.066087210172277
Tbc1d31	-0.0076275733741392	0.0164925861073801	0.00520685336726836	0.0354469116004166	0.101472280167548	0.0902632336321064
Derl1	-0.00187615309702705	0.00314291673574447	0.00225576755636179	0.0556616945038241	0.0795563380573945	0.0921827142386634
Sla	0.00615170809466407	-0.0903457981538768	-0.028485618662203	-0.0224804125936262	0.00344150085717258	-0.0390772659913772
Asap1	0.00218435253490014	-0.0149327553136123	-0.0155406525297497	-0.0204519715355582	-0.0378662839096404	-0.0393992825889361
Cyrib	0.00352054050097846	0.00621256881323846	0.0643188070750175	-0.0155532299537916	0.0112156867819202	0.0107650409667938
Brd1	0.0131031248226519	0.0326955956376444	0.039764671428553	0.0256048101023374	0.0823483094186348	0.078179890525429
L3mbtl2	-0.0112059721508306	-0.0203086058073404	-0.0389592088327847	-0.0627053603085865	-0.0549928427369063	-0.0645438682091604
Cacna1i	-0.0980768339281919	0.208442447207971	0.206409939534857	0.451631943753391	0.219862925118595	0.263342929540424
Csnk1e	-0.00830647715410899	0.0358125173527793	0.0477862184569864	0.0509814563570466	0.122253206131295	0.135911304281169
Sh3bp1	-0.0116758016982789	-0.00973469075462131	-0.00383465518012198	-0.00555827474718952	-0.0222378880348302	-0.0456179114448614
Slc38a2	0.0119388196790053	-0.00509754052718879	0.009016685642259	0.0237387527330826	0.0519650581442769	0.0298462644671078
Srebf2	0.0130090460971411	0.0175258015798374	0.0436060383922444	0.0410809829686369	0.0553995679306274	0.0345082944231346
Xrcc6	-0.0333474383487369	-0.00965640516414925	-0.00369506845487639	0.0313772144673554	0.146521627269696	0.193477835141012
Pmm1	-0.0131332213992901	-0.00791179680136095	-0.0436336176438935	-0.0298525771563202	-0.0509857207092454	-0.0365940318989744
Aco2	-0.00176482832396073	0.0128728044506234	0.013671524535762	0.0169993122305764	0.026356570938595	0.00144654351110552
Il1rap	-0.0380580612814863	-0.0400905131672196	-0.0495651954873212	-0.0249399494689738	-0.157525769778805	-0.177849583849281
Nudt16l1	0.0595794660161331	0.0178504187619677	0.0125179539216389	0.0387636002023298	0.0308824538407049	-0.0172978077800664
Crebbp	0.011453732012353	0.00942668402458234	0.0260528088534858	0.0619443704845228	0.0871296636273031	0.0754917567153793
Zfp263	0.00647390650887505	-0.00267438700467954	0.00277373437673989	0.0075439012489736	0.028662071095603	0.0500987946096014
Glyr1	0.0103503557208304	0.00789693309266461	0.0296092202685169	0.0333329843993862	0.0613799901545361	0.0730950576005114
4930451G09Rik	-0.0316181822931894	0.0983441235286863	0.210896837431941	0.0898211754918324	0.223731871442768	0.200949151530207
Eef2kmt	0.00149692316845969	0.0237284410871401	-0.0431585164748877	-0.0543176426038496	-0.0796057041954478	-0.105140756174781
Ercc4	0.0115509766207975	0.0394597332652371	0.0409474788296408	0.0212168422628956	0.0213309120386995	0.0163659763686983
Gpt	-0.0450414331696089	-0.046649821496514	0.026630504496276	0.0328625253973765	0.0369377576375517	0.0360525499667978
Adck5	-0.0149810231165178	0.0150004734547188	-0.0346122949598165	-0.00155854414409218	-0.00585553929560753	0.0457642851984274
Slc52a2	-0.0307607347838198	-0.0444416257269559	-0.0698898056040241	-0.0884341295521674	-0.105650928407077	-0.125267057635647
Zcrb1	0.00271310718914311	0.00780185605585794	0.0237429615265169	-0.0278979672675663	-0.0498115757029883	0.0266613483615896
Cblb	0.00100793585868984	0.0209114912729409	0.0901047911440449	0.191770995915093	0.201210484206881	0.161307478386001
Cep20	-0.0186806070544893	-0.0033739688551966	0.0280884602026059	-0.0311713748213155	0.00506571710553966	0.0507411260950262
Nde1	-0.00837415886092836	0.0137216077600564	0.0289919060432059	0.0226725322983635	0.0453190754728349	0.0299747952589495
Naa50	-0.00823319638316799	-0.00451828786556368	-0.0283972903884508	-0.0882755903602016	-0.109069447976856	-0.153754188199861
Arl6	-0.049918487222612	-0.0237370830083203	0.0586825731380236	-0.18535939777756	-0.125770293130049	-0.0269907039196915
St3gal6	-0.0200990328856448	-0.012058071418206	-0.0117352833073393	0.020262238580207	0.0391072106754621	0.0375419351836071
Tomm70a	0.00191215212729931	-0.0205749851103086	-0.0305411708168328	-0.0452833469135803	-0.0707991521703381	-0.058475746396304
Tfg	-0.0264808012827306	-0.00347784880991133	-0.0442318200592312	0.0260613481407636	-0.0130935527942757	-0.0365747094032475
Thap7	-0.0227610702297448	-0.0237531483490242	-0.0387086541198534	-0.0110990908024498	-0.0546950320425636	-0.0748817935285958
Snap29	-0.000578445986140207	0.00801688784746564	0.027824125655199	0.0739828895733782	0.104835224649258	0.142226211609054
Ypel1	-0.0252035175508631	0.142428280971247	0.107767357781587	0.329038122627068	0.523360292467484	0.65528924996097
Tnk2	0.0141318194635376	0.0200271241838293	0.041496107146091	-0.0347004049016566	-0.095146103858707	-0.122186087974559
Tfrc	-0.0124393416563676	-0.00448047682852849	-0.0148812978254784	-0.00999103377111954	0.0625838140289218	0.0800420546245729
Lmln	-0.0221905106357168	-0.0506693557151632	-0.126399128065938	-0.240177139727784	-0.162548544241768	-0.299970818453598
Osbpl11	0.0388549158649699	0.0398879267042064	0.0601239183848235	0.0911545608197627	0.16345709010726	0.156300082373769
Ndufb4	-0.0357841563966777	0.0170296221827905	-0.00375395149696665	-0.032361708846207	-0.0815159205595154	-0.108524305068299
Gtf2e1	-0.0268192464601572	-0.0376415595498692	-0.0330153299151888	-0.0559734529093948	-0.0693397600440884	-0.0774750424119238
Ccdc14	-0.00746984076577892	-0.0553236157516928	-0.0595014279358877	-0.0428903170531706	-0.0175482391658968	-0.0826373413035479
Clcn2	-0.0325382414577732	-0.0277838549603915	-0.112766732004271	-0.0840458219699328	-0.102643229362484	-0.0588701045457483
Senp2	-0.0052774058100558	-0.00120855548587115	0.0259366456034307	-0.00785271042540836	0.0153238079595678	0.0542173012336778
Tmem41a	0.0121190960068011	0.0296807386748327	-0.0798958230212409	-0.0984639059629851	-0.17582330788071	-0.219309992360904
Dgkg	-0.111567627022709	-0.0707301390157439	-0.0384681458578847	-0.0141596784439158	-0.00319775117704336	0.0428444327577697
Usp25	0.0124239994382711	0.0417723822975978	0.0491351700131165	0.0283801486503837	0.0828210092133393	0.0682508750330357
Rfc4	-0.0135324452487539	-0.0102043815728607	0.000581152325808022	0.0023463993201171	-0.089532557440279	-0.0948603272345559
Parp9	0.000275457493469945	0.0266783671372488	0.0913921907218481	0.0800448118078851	0.110019538945415	0.129262856483142
Ripply3	0.203026798926273	0.0672641580336506	-0.04340670204596	-0.0279505062103702	-0.202470559374528	-0.323335157988324
Son	-0.029594824132782	-0.0116456265778055	-0.0257395723922395	-0.0161057836276708	-0.00127296854882892	0.0318168699083188
Tmem50b	0.0262743513950908	0.116188321649329	0.111835252307768	0.118967085021201	0.167125103450027	0.185875253317805
Sod1	-0.00225263564718768	0.0167747184705887	0.0199727744050473	0.0195770433766018	0.0291588990728384	0.00678100852436523
Lmbr1l	0.0179001992507077	0.0383197214281908	0.0478097179434806	0.193719743885851	0.237677823727971	0.238508397690666
Tuba1b	-0.0264453124572482	-0.0167495539682926	0.0143323979665736	-0.0512653565513015	-0.0488836976750744	-0.0999956473736385
