#CHR	start	end	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
13	89583827	89583957	0.287817	0.684424	2.091042	0.427265	0.081972	0.502940
13	89584161	89584291	1.029954	-0.004419	0.424236	0.891588	1.405502	1.533603
13	89600419	89600934	0.181093	0.261807	0.300426	0.393806	0.472242	0.872826
13	89634115	89634617	-0.227305	-0.051844	-0.102973	0.411950	0.032756	0.771924
13	89649683	89650200	0.135719	0.558415	0.568024	0.513051	0.531215	0.694417
13	89653433	89653609	-0.051160	0.351258	0.744075	0.839352	0.179070	0.549038
13	89668139	89668275	-0.615685	0.014871	-0.438759	1.045317	0.081188	0.135935
13	89708312	89708442	-0.428386	0.809567	1.587698	0.278841	1.908261	1.836091
13	89715674	89715834	0.538035	0.409400	0.601428	0.886604	0.568061	0.050496
13	89729442	89729842	0.395415	-0.050145	0.066296	0.725007	0.048051	0.657822
13	89729868	89730118	0.735642	0.988785	0.463223	0.824284	0.674004	1.548182
13	89739211	89739786	0.144207	0.130353	0.050089	-0.179193	-0.098346	-0.192689
13	89740119	89740619	-0.292819	-0.482627	-0.300272	-0.424386	-0.455240	-0.340592
13	89779177	89779677	-0.531875	0.239078	0.280004	0.840547	0.139810	0.301957
13	89888995	89889514	0.299912	0.238648	0.443370	0.209452	0.323870	0.467244
13	89929638	89929768	-1.793134	0.948219	0.825973	-0.272115	0.858214	0.068213
13	89932183	89932313	-1.434277	0.667163	0.559302	1.129769	1.015099	0.043930
13	90005619	90005849	0.445712	0.293279	0.799258	0.140105	0.035058	1.357784
13	90009697	90010197	0.304859	0.037203	0.203705	0.611141	0.373055	0.348090
13	90051695	90052202	-0.397021	0.386434	0.017208	0.417601	0.652799	0.611499
13	90057794	90057924	-0.414739	0.607141	-0.479341	0.186089	0.061240	0.275513
13	90061990	90062095	0.428928	0.390328	0.340444	0.652800	1.149551	0.444399
13	90088832	90089874	0.373727	-0.306765	-0.076683	-0.399981	0.038130	-0.066783
13	90136008	90136601	0.594375	-0.153015	-0.156343	0.096108	-0.107581	0.081403
13	90238441	90238571	0.242048	0.386695	0.069292	-0.116257	0.198399	-0.040277
13	90283854	90284010	-0.003043	-0.471016	0.440169	1.481294	0.663326	1.391076
13	90342906	90343062	-0.321692	0.156904	0.241408	0.600004	0.243061	0.217432
13	90409838	90409948	-0.343638	-0.232352	0.122973	0.839311	0.868560	0.613607
13	90515751	90516252	0.554649	0.463051	0.903404	1.098797	0.626782	0.830773
13	90537483	90537983	-0.122233	0.596118	0.352214	0.277290	0.764272	0.165057
13	90545946	90546076	-1.837280	0.373784	-0.184951	0.856065	1.734366	-0.183652
13	90629971	90630127	0.786137	0.177728	1.204013	0.483909	1.090417	1.065874
13	90662564	90662720	0.067565	0.464827	1.014032	0.374767	1.212666	0.859085
13	90840887	90841392	-0.033588	0.246365	0.173271	0.447399	0.525033	1.171998
13	90886849	90886980	0.674404	-0.072589	-0.691357	0.127366	0.472311	-0.569845
13	90904542	90904719	0.193362	1.087880	0.332215	0.597090	0.392576	0.168441
13	90905308	90905441	-0.852803	-0.048595	-0.336741	-0.313634	-0.171056	-0.505615
13	90917380	90917510	-0.781340	0.531849	0.546957	-0.181312	0.130840	0.279556
13	90922555	90923364	0.388581	-0.066417	0.327295	-0.211637	0.311844	0.015252
13	90929792	90930296	-0.380361	-0.100561	-0.147145	0.046529	0.018932	-0.041979
13	90967385	90967885	-0.088373	0.159324	-0.483458	-0.235497	-0.375681	-0.286292
13	90981235	90981736	-0.208467	0.162377	0.477561	0.297114	0.500690	0.598453
13	91093270	91093400	-0.592971	0.890944	-0.475181	-0.240301	-0.206962	-0.166927
13	91093707	91093837	0.295411	0.785516	0.380636	0.919535	0.462356	0.527894
13	91202480	91202980	-0.093832	-0.485782	0.104315	0.108614	0.069701	-0.254143
13	91216992	91217122	-0.386261	-0.712572	-0.318445	-0.361489	0.347417	-0.129921
13	91223806	91224321	0.675904	0.031772	0.512957	-0.130943	0.121086	-0.040869
13	91295872	91296002	0.336336	-0.021623	0.317569	-0.716332	-0.503842	-0.087789
13	91370533	91370661	0.580856	0.158007	0.888575	0.246058	-0.319345	-0.179571
13	91370757	91371288	0.140228	-0.146725	-0.355887	-0.490572	-0.608185	-0.864449
13	91371341	91371471	0.105197	0.267862	-0.226089	-0.408301	-0.147502	-0.266464
13	91451526	91451688	-0.061996	-0.035534	-0.021604	0.438140	0.270146	-0.071307
13	91460789	91461317	1.045147	-0.299965	-0.185336	-0.656386	-0.352967	-0.270852
13	91509632	91509815	-0.021233	-0.054209	0.236751	0.976685	0.820220	1.003785
13	91541107	91541272	-0.059306	0.920769	0.182473	1.134795	0.484270	0.461195
13	91603249	91603379	-0.129038	-0.327460	-0.306926	-0.219372	1.318426	0.511438
13	91636756	91637281	-0.123647	-0.321890	-0.156331	-0.347910	-0.080467	-0.320405
13	91648428	91648558	-0.415295	-0.471328	-0.094053	0.012811	0.512073	0.140469
13	91650067	91650197	-1.085671	0.301540	-0.014792	-0.328877	0.164571	-0.382876
13	91656624	91657124	0.112930	0.730937	0.745110	0.505323	0.362751	0.744380
13	91662700	91663204	-1.105744	0.370261	0.001152	0.370503	0.214151	0.345756
13	91696993	91697503	0.053274	-0.012488	0.242299	0.964950	0.555469	1.284865
13	91709033	91709163	0.538148	-0.050251	1.021458	-0.551951	0.159257	0.679510
13	91723239	91723375	-1.609357	0.179698	0.452044	0.179607	0.511988	0.789892
13	91727926	91728096	-0.571337	-0.303174	-0.342457	0.236174	0.906387	2.004574
13	91735453	91735583	-0.475698	0.791390	0.898791	0.507356	1.220812	1.194096
13	91807239	91807369	0.179287	-0.188529	-0.307234	-0.359555	-0.597178	-0.326005
13	91807441	91807959	0.428289	0.342276	0.130654	-0.037686	0.005383	0.043782
13	91858952	91859101	-0.560967	0.162888	-0.733051	0.669407	-0.256504	-0.103889
13	91870669	91871169	1.467591	1.189725	1.459760	0.983968	0.783040	0.881388
13	91882219	91882349	-0.587477	-0.739443	-0.148147	-0.565968	-0.345192	-0.694538
13	91893274	91893416	-0.196534	1.083032	0.240461	0.977551	0.687997	0.671107
13	91908147	91908647	-0.412214	0.300153	-0.093807	-0.292315	-0.368510	-0.039788
13	91921105	91921235	-0.024418	0.112563	0.154478	0.039706	0.180886	0.808302
13	92029670	92030170	-0.102847	-0.071085	-0.244053	-0.351378	-0.433146	-0.366780
13	92030632	92031212	0.061751	-0.463523	-0.437061	-0.296855	-0.047981	-0.177193
13	92036294	92036424	-0.306366	-0.069553	0.436669	-0.639141	0.171172	0.732045
13	92191183	92191313	0.006796	0.264072	0.111191	1.718970	0.224773	0.357280
13	92266306	92266436	0.297308	0.915129	-0.109797	-0.692642	0.246605	0.346102
13	92354310	92355155	0.496766	-0.011300	0.328721	-0.316460	0.015361	-0.178533
13	92483430	92483576	-0.147792	-0.176336	-0.548887	-0.167644	-0.551132	-0.303900
13	92483716	92484320	0.387202	-0.164117	0.074542	-0.264412	0.258879	0.183518
13	92530578	92531147	0.588150	0.213207	0.414769	-0.111758	0.122773	-0.049643
13	92580156	92580661	-0.611959	0.277508	-0.244241	0.303747	-0.042272	0.245135
13	92609966	92610097	-0.079325	-0.123577	-0.385028	0.086911	-0.073924	-0.029770
13	92610726	92611262	0.394895	0.241981	0.281551	-0.116214	0.201838	0.112648
13	92733456	92733601	0.333778	-0.024279	-0.109655	-0.040840	-0.409536	-0.455248
13	92740757	92741265	-0.188057	0.333807	0.488460	0.983981	0.418818	0.842452
13	92750929	92751432	-0.276927	0.058701	-0.167409	0.373069	-0.183842	0.142843
13	92751650	92752150	0.087322	0.447530	0.241562	0.087493	-0.146971	-0.361528
13	92828852	92829352	0.142485	0.172551	0.375236	0.039057	0.096316	0.015406
13	92844492	92844998	0.220192	-0.133275	0.223806	-0.562853	0.226508	-0.267495
13	92923493	92923993	0.073207	0.479234	0.123373	0.670760	0.695451	0.708023
13	92930131	92930261	-0.350058	-0.107597	0.750497	-0.484912	1.224182	-0.214466
13	92940578	92941115	-0.196578	0.585371	0.492649	0.259328	0.304533	0.714909
13	92948507	92949007	0.214067	0.057774	0.584277	0.920747	0.052329	0.639214
13	92964155	92964655	0.216688	0.287327	0.064819	0.047913	-0.175864	0.136443
13	92974112	92974239	0.229333	1.179376	0.458279	0.602672	1.034831	0.907522
13	92986644	92987160	-0.585585	-0.142858	-0.359772	0.068652	-0.201785	0.193285
13	93094062	93094600	0.044532	0.510252	0.259864	0.436641	0.356956	0.196499
13	93094672	93094834	0.197618	-0.335931	0.160341	0.421537	-0.171777	-0.143829
13	93095485	93095644	0.404314	-0.450495	-0.624929	-0.262702	-0.271040	-0.390482
13	93213098	93213660	-0.026709	0.026492	-0.143230	-0.509608	-0.064465	-0.545204
13	93231182	93231320	0.476873	0.080481	0.628280	0.243703	0.533786	0.569669
13	93237740	93237875	0.017543	0.188345	-0.080014	0.037595	-0.309170	0.493119
13	93243117	93243622	-0.788025	-0.742081	-0.662724	-0.205276	-0.447841	-0.206026
13	93248683	93249255	-1.020990	-0.629671	-0.229215	-0.489334	-0.515104	-0.439950
13	93300716	93300873	0.170963	0.219383	0.413481	0.735443	0.275961	1.043196
13	93303419	93303995	0.608602	0.052324	0.211202	-0.438355	0.198935	-0.331099
13	93326259	93326809	-0.467269	-0.241945	-0.168336	0.271180	-0.083649	0.326782
13	93340778	93341280	0.575244	0.859637	0.924269	0.856930	0.670670	1.040236
13	93354772	93355272	-0.156493	-0.265676	-0.242553	-0.260717	-0.145606	-0.254538
13	93355304	93355455	-0.172313	-0.075435	0.005279	-0.607222	-0.051083	-0.932208
13	93387576	93387693	-0.594918	-0.034726	0.454574	-0.561003	1.032210	0.796470
13	93499517	93500051	0.771101	0.618576	0.529688	-0.033310	0.444150	0.210706
13	93531795	93531951	0.844179	0.433353	0.026793	-0.950542	1.363609	-0.603432
13	93538368	93539615	0.087277	0.067525	0.007238	-0.162590	0.468988	0.665910
13	93573638	93573794	0.109788	0.427982	0.226171	-0.342019	0.511294	0.285865
13	93612880	93613386	-0.255941	0.025670	-0.024385	-0.344084	-0.134832	-0.162898
13	93718906	93719406	-0.046295	-0.013016	-0.114172	0.133358	-0.297777	-0.267846
13	93724343	93724489	-0.681115	0.990772	0.010715	0.815600	-0.083795	0.492351
13	93771956	93772456	0.150005	0.537803	0.550071	0.151042	0.054197	-0.261419
13	93782736	93783324	-0.075165	-0.459429	-0.412136	-0.517931	-0.308878	-0.274614
13	93793461	93793596	-0.019371	-0.500894	-0.146352	0.103924	-0.092811	0.010458
13	93846928	93847084	-0.165115	-0.086673	0.789025	0.432764	0.653973	0.775770
13	94059959	94060092	-0.224788	-0.190820	0.074696	-0.022008	-0.444646	-0.290934
13	94205178	94205678	-0.203630	0.396804	-0.461154	0.398853	-0.187207	0.490403
13	94212844	94212976	0.093273	0.330344	-0.342180	0.520138	0.532070	-0.445210
13	94358675	94359185	0.765521	0.416546	0.643306	-0.048088	0.136041	-0.160530
13	94381868	94382009	0.303377	0.910248	0.376183	0.791517	0.299483	0.887433
13	94382515	94382645	-0.055869	1.340151	1.570739	1.362133	1.085608	0.835020
13	94451333	94451471	-0.449045	0.096798	-0.547413	-0.180483	0.274827	0.509434
13	94559945	94560468	-0.029204	0.481413	-0.244526	0.296842	0.038722	0.006377
13	94713553	94713705	0.139331	0.452771	1.873220	0.579321	1.441082	0.458632
13	94766037	94766167	-0.358966	0.372843	0.382839	0.013156	0.285089	-0.009881
13	94788596	94789147	0.844235	0.499466	0.909260	0.303409	0.734332	0.075035
13	94878426	94878562	0.155438	0.065766	-0.030101	0.491045	-0.244532	0.222738
13	94941183	94941683	-0.856159	0.206719	0.006273	0.296871	0.213030	0.358502
13	94958088	94958218	0.947781	0.219419	-0.676534	-0.561062	-0.667062	-0.385611
13	94976079	94976585	0.760458	0.655900	0.498907	0.001200	0.526389	-0.046879
13	94976614	94976807	0.248636	0.082278	1.199745	0.277544	0.907655	0.315370
13	95007240	95007767	-0.349784	0.077947	0.043609	0.015802	-0.001072	0.062360
13	95014405	95014905	0.512980	0.532479	0.505375	0.317565	0.564893	0.707629
13	95018075	95018207	0.466674	-0.104755	0.698939	1.063589	0.477729	0.142544
13	95056043	95056173	-0.123130	0.507498	0.465067	0.044564	0.632016	0.425577
13	95067861	95068089	0.259070	0.801932	0.109158	0.342486	0.057651	0.126486
13	95087522	95087652	1.080750	0.514430	1.488423	1.208401	0.777883	0.301392
13	95103132	95103262	0.054716	-0.023245	0.166971	0.426271	1.184884	0.214371
13	95261390	95261890	0.593233	-0.117717	0.133150	-0.376869	-0.120926	-0.367924
13	95287129	95287269	0.034112	0.396076	-0.264287	0.424816	-0.087386	-0.214642
13	95324357	95324487	1.010355	-0.212737	0.074758	-0.525358	-0.574981	0.088014
13	95325117	95325247	-0.037562	0.408445	0.470512	0.422016	-0.631938	-0.193390
13	95346923	95347436	-0.855259	-0.026271	0.192436	0.477335	-0.111037	-0.040780
13	95375119	95375635	0.236756	-0.160328	0.125607	0.007673	0.190952	0.079764
13	95382286	95382786	0.196359	-0.284891	0.176807	0.122066	-0.118540	-0.074813
13	95390102	95390606	-0.889465	-0.150113	-0.558889	0.221616	-0.121794	-0.340287
13	95419393	95419893	-0.695033	-0.833685	-0.526328	-0.645468	-0.411590	-0.451682
13	95471153	95471283	-0.084628	-0.001031	0.237253	0.221429	-0.950583	-0.361440
13	95481354	95481875	-0.792210	0.153943	-0.336917	0.141674	0.160684	-0.039847
13	95553970	95554100	-0.096742	0.298821	0.126729	0.183113	0.358477	-0.026668
13	95563616	95564132	-0.359068	-0.118676	-0.022761	0.253127	0.142213	0.821700
13	95583714	95583844	0.351888	-0.589505	0.569282	0.313064	1.263755	-0.202403
13	95593050	95593206	0.045786	0.097481	0.446687	1.112872	0.717884	0.137387
13	95618389	95618889	0.982314	0.122207	0.795270	0.313341	0.425294	0.230489
13	95624366	95624496	-0.329896	0.370395	0.525900	0.042672	0.268207	0.905807
13	95685676	95686219	-0.322107	-0.089574	-0.096072	0.201918	0.043598	0.120251
13	95692372	95692502	1.078436	1.209957	0.498253	0.697488	0.464364	0.347757
13	95697986	95698116	0.640026	0.806507	0.970652	1.121927	1.131226	0.586979
13	95719857	95720359	0.088804	0.573369	-0.223398	0.527655	0.031542	-0.066388
13	95746420	95746923	0.075075	-0.165973	-0.082560	0.208707	0.067286	-0.206517
13	95764878	95765623	0.327457	-0.300300	-0.237336	-0.192471	-0.180440	-0.325900
13	95777320	95777449	0.008393	-0.088214	-0.573472	0.603390	-0.401636	-0.720324
13	95781550	95781683	0.946694	0.762219	-0.116482	0.445051	0.438260	0.795228
13	95813342	95813472	-0.680829	-0.140671	-0.051479	1.085385	1.460623	1.463573
13	95884418	95884548	0.683859	0.048623	0.608850	-0.199817	0.795305	1.255591
13	95891824	95892446	0.909266	0.339601	0.386954	0.072914	0.126773	-0.145484
13	95892554	95892684	0.657122	0.381062	0.715863	0.089846	0.164094	-0.025073
13	95935491	95935647	0.110819	0.002161	0.279302	1.556774	0.490861	1.233266
13	95951233	95951363	0.124129	0.385043	0.709706	0.624615	0.183826	-0.059890
13	95973527	95973687	-0.526692	0.399369	-0.014028	0.237436	0.427850	0.201089
13	95986480	95986610	-0.270223	0.490812	0.132461	0.057070	-0.099545	-0.220348
13	96030585	96031083	-0.399763	-0.357110	-0.434881	-0.150288	-0.361869	-0.017312
13	96236859	96237015	-0.489668	1.038649	0.324348	0.051335	1.026573	0.660828
13	96375641	96375776	0.520233	0.175585	-0.319749	-0.116191	0.340821	0.462664
13	96387908	96388498	0.042338	0.009243	-0.092654	-0.282582	-0.043094	-0.099623
13	96407124	96407257	-2.305030	1.446913	0.102039	0.401044	0.596856	0.256958
13	96431661	96432162	-0.104325	-0.280616	-0.280131	0.077082	-0.309712	-0.346663
13	96510523	96511137	-0.545366	-0.407721	-0.227833	-0.095654	-0.314753	-0.401638
13	96542274	96542862	0.326795	-0.358220	-0.053435	-0.281546	0.251657	-0.078778
13	96593580	96594095	-0.416275	0.218755	0.253008	0.947101	0.523725	0.978599
13	96670712	96671336	0.641200	-0.403587	0.088338	-0.618880	-0.186497	-0.207675
13	96697709	96698220	-0.467729	0.085763	-0.299164	-0.221734	-0.112888	-0.033701
13	96846670	96846826	0.408963	-0.133631	0.714764	1.239150	1.708957	0.492197
13	96855132	96855639	-0.618247	0.058407	-0.239624	0.008041	-0.559647	0.364143
13	96867342	96867472	0.651797	-0.068019	0.878296	-0.119099	1.629390	-0.047974
13	97008321	97008457	-0.584972	1.607379	-0.067452	1.705457	2.097802	0.530833
13	97045406	97045536	-0.406938	0.500496	0.510457	0.974023	0.617322	1.023844
13	97052602	97053103	-1.155158	-0.165580	-0.047139	0.055374	0.130735	-0.361290
13	97099616	97099753	-1.235085	-0.147706	0.119998	0.762950	-0.295262	0.682728
13	97137670	97138189	0.291439	0.363342	0.210111	-0.199293	0.152429	0.057634
13	97145785	97146293	-0.173155	0.093841	0.106024	1.058599	0.597985	0.868816
13	97187740	97187870	0.991299	0.615551	0.657702	0.036535	0.117773	0.652170
13	97196780	97196912	0.260103	0.582627	-0.580531	0.068242	0.455714	-0.049279
13	97198127	97198659	0.207885	0.081143	0.214685	-0.262670	0.113693	-0.079235
13	97205165	97205295	-0.169051	-0.342509	-0.428646	-0.569055	-0.826179	-0.803967
13	97205326	97205830	-0.565373	0.055979	-0.141466	-0.168914	-0.539314	-0.358918
13	97208233	97208365	-2.131375	-0.218039	0.296486	0.258520	0.238290	0.066296
13	97234969	97235475	-0.358477	-0.166803	-0.454863	0.085261	-0.027165	0.238884
13	97240331	97240461	0.452517	0.249748	-0.119572	-0.192029	-0.707790	-0.420237
13	97240800	97241326	0.855218	-0.073131	0.156609	-0.281664	-0.089234	-0.109256
13	97310557	97310687	-0.642512	0.626501	-0.204907	0.718196	0.137709	0.787681
13	97442340	97442840	0.398788	0.098534	0.323280	0.012583	0.084615	0.198469
13	97607239	97607377	0.040539	-0.017417	0.652105	-0.071318	0.247980	-0.018024
13	97937888	97938388	-0.257165	0.244137	-0.213025	0.832296	0.305563	0.735103
13	97938824	97939326	-0.365314	0.228036	-0.118301	0.223099	-0.065050	0.010902
13	98025202	98025338	-1.136181	0.189415	-0.723533	0.361145	-0.205043	-0.056683
13	98031195	98031703	-0.764980	0.092782	-0.462773	-0.033147	-0.158004	0.305727
13	98040760	98040898	-0.444234	0.173192	-0.072358	0.983688	0.120409	0.328955
13	98223094	98223224	-0.058189	-0.441397	1.086158	-0.643485	-0.607455	-0.302295
13	98240184	98240685	-0.421667	0.217337	-0.248994	0.083148	-0.297787	-0.412620
13	98262791	98263307	0.877844	0.165956	0.357906	-0.362321	0.229739	-0.238397
13	98264183	98264351	0.074385	-0.042170	0.140684	-0.134527	-0.247911	-0.123573
13	98281149	98281704	-0.639995	-0.624144	-0.116605	-0.480897	-0.360995	-0.449275
13	98299007	98299514	0.042896	-0.297232	-0.645799	-0.307285	-0.502554	-0.668543
13	98308166	98308296	0.280868	-0.077134	0.230582	-0.636621	0.148143	-0.018557
13	98310210	98310355	-0.012770	0.364101	0.700768	1.741248	0.523661	1.045253
13	98316763	98317305	0.214251	0.184619	0.197624	-0.151504	0.232108	0.154154
13	98332241	98332378	-0.644798	-0.035890	-0.599049	-0.556903	-0.914039	0.048059
13	98497584	98497714	0.757222	0.360238	-0.528788	0.363497	1.453867	0.301429
13	98634220	98634350	-1.737653	-0.014738	-0.606456	0.012870	-0.276857	-0.866972
13	98679555	98680055	0.226678	0.821486	0.671007	-0.179374	0.914345	0.030635
13	98684638	98684768	1.093106	0.473320	1.283414	1.953480	1.561704	1.742924
13	98768432	98768598	-0.470771	-0.298049	-0.025074	0.842821	0.130980	0.349491
13	98815053	98815613	0.526979	0.131605	0.190322	-0.592018	0.047704	-0.121592
13	98832499	98832638	-0.225980	-0.135353	0.102161	-0.089899	-0.541825	0.210872
13	98836815	98836951	-1.023176	0.170961	-0.347801	0.252871	-0.159009	0.505799
13	98867959	98868101	-0.418917	-0.505336	-0.136280	-0.094516	-0.283129	-0.321301
13	98890094	98890306	0.490429	0.075750	-0.549041	-0.457034	-0.042535	-0.513769
13	98890818	98891335	-0.043488	0.115233	0.231356	0.272987	-0.435325	-0.259482
13	98902495	98903037	-0.721974	-0.507430	-0.001001	-0.270581	-0.431498	-0.297275
13	98925385	98925902	0.401626	0.156874	0.358572	-0.073912	0.532967	0.695482
13	98944480	98944980	-0.218094	0.073742	0.583590	-0.028475	-0.051570	0.301903
13	98968130	98968260	-0.136225	0.156206	-0.024578	-0.146968	-0.425051	0.391830
13	98997092	98997222	0.092983	0.419177	1.272651	0.212608	0.786170	0.644880
13	99093451	99093591	-0.225614	-0.499617	0.407784	0.180552	-0.068420	-0.228441
13	99115510	99116014	-0.089421	-0.322215	0.024731	0.126297	0.448895	0.327275
13	99126137	99126275	-0.932752	0.276479	0.247237	0.329044	0.600439	0.284178
13	99138830	99139384	-0.038927	-0.176666	0.771359	0.362547	0.312137	0.251069
13	99242831	99243334	-0.476488	-0.330673	-0.005906	0.115180	-0.137957	-0.063588
13	99323814	99323944	-0.382224	0.937152	0.102465	1.177805	0.488417	0.089124
13	99344510	99345042	0.489912	-0.089665	0.024025	-0.307935	-0.017619	-0.146159
13	99352972	99353472	0.206124	0.422140	-0.103052	-0.073442	0.174954	-0.056707
13	99375465	99375965	-0.874411	-0.139275	0.002597	0.044908	-0.118324	-0.187996
13	99399086	99399216	-0.396791	0.096274	0.580675	0.613333	0.850327	0.760345
13	99564300	99564800	-1.268287	0.263947	-0.611876	0.791778	-0.069348	0.460397
13	99606715	99606849	-0.540422	0.785822	0.033056	1.549133	1.019065	1.423878
13	99707965	99708121	-0.220018	1.460761	0.609062	0.335883	0.365150	0.847971
13	99815982	99816138	0.531936	0.060590	0.365706	-0.029337	0.054125	-0.566908
13	99837920	99838072	-0.510905	0.533879	0.067875	0.597984	-0.212693	0.130107
13	99859008	99859508	0.133231	-0.199890	-0.425624	-0.200150	-0.037204	-0.484288
13	99938889	99939762	0.462605	0.341217	0.468005	0.121809	0.293443	0.037642
13	99941874	99942019	-0.324918	-0.071894	-0.255213	0.338905	-0.466838	0.216405
13	99955706	99955836	-0.245012	-0.011665	0.051544	0.212607	-0.222879	0.130868
13	100001778	100002278	-0.275997	-0.020779	-0.360943	-0.277259	-0.109299	-0.065173
13	100015416	100015946	0.156547	-0.040646	0.260480	0.153077	0.221940	-0.190121
13	100103832	100104358	0.920923	0.456679	0.357398	-0.315626	0.243372	-0.131694
13	100107768	100108279	0.882220	0.509202	0.737383	0.253498	0.549570	-0.014436
13	100124568	100125094	0.169037	-0.019044	0.099550	-0.450860	0.087062	-0.271980
13	100202027	100202264	0.136593	-0.375192	-0.727303	-0.141341	-0.310688	-0.379532
13	100210509	100211022	-0.373871	0.285426	-0.430064	-0.072332	-0.731836	-0.811011
13	100231189	100231345	0.664444	-0.647800	0.401715	-0.065173	0.227549	0.343335
13	100243650	100244092	0.237850	-0.295062	0.125888	-0.293698	0.828346	0.139541
13	100247143	100247643	0.982243	-0.180731	0.142730	-0.008131	-0.213982	0.373141
13	100317647	100317777	1.403242	-0.706081	-0.681071	-0.117338	-0.597836	-0.529894
13	100340524	100340779	-0.388873	-0.172483	0.060648	-0.263495	0.371025	0.623672
13	100341507	100342407	0.050316	0.157470	0.236836	0.159413	0.506163	0.950725
13	100352263	100352525	-0.239568	0.102597	0.061657	0.078364	0.292586	0.832655
13	100363124	100363624	0.279869	-0.277164	0.574595	0.269146	0.300758	0.789509
13	100378888	100380148	0.008485	-0.040214	0.175562	-0.161926	0.413811	0.359354
13	100386511	100387299	0.171362	-0.244550	-0.053144	-0.253603	0.261665	0.465492
13	100391152	100391282	-0.029292	0.008196	-0.275407	-0.165563	-0.591867	0.043347
13	100397818	100397980	0.053631	-0.539942	-0.116538	-0.324913	0.262654	0.629075
13	100492358	100492923	0.511949	0.263678	0.000597	-0.222228	-0.108273	-0.397862
13	100576075	100576223	-0.951122	-1.161406	-0.646515	-0.736972	-0.013260	0.260254
13	100595801	100595957	-0.542088	0.117048	0.790403	-1.028350	0.273021	0.398784
13	100642502	100642632	-0.060235	-0.237058	-0.555222	-0.618605	0.331217	0.532729
13	100642686	100642795	0.244840	0.105877	0.730691	1.248938	1.988601	1.103962
13	100650807	100651407	0.724045	0.520991	0.485299	-0.254070	0.139032	-0.218797
13	100659830	100660340	-0.892548	0.080261	-0.050772	0.023341	-0.099536	-0.128514
13	100682850	100683142	-0.471281	-0.149770	0.102453	0.435716	0.131615	0.638273
13	100684492	100684622	-0.718724	-0.390829	-0.625120	-0.452029	-0.850034	-0.725406
13	100703676	100703806	-0.263775	0.428560	-0.961201	-0.127671	-0.237565	-0.495560
13	100730716	100731263	0.119378	0.196877	0.255935	-0.094443	0.229769	0.093801
13	100743911	100744913	0.094192	-0.187888	-0.041462	-0.489633	-0.125815	-0.310158
13	100750874	100751006	0.298917	0.265807	-0.151668	0.800860	0.554816	0.302261
13	100762759	100762889	-0.899744	-0.036464	0.298788	1.718158	0.597326	0.796532
13	100775635	100776155	0.063681	0.088503	0.046001	0.003779	0.116372	0.089382
13	100786304	100786841	0.292054	-0.097057	0.007464	-0.568954	-0.274849	-0.587951
13	100809904	100810404	0.916013	0.127882	0.666939	0.622210	1.185364	0.396228
13	100815643	100815787	-0.101595	0.185773	0.170470	0.985458	0.927639	1.725818
13	100824230	100824862	0.118305	-0.294499	-0.117353	-0.008262	0.009203	-0.044571
13	100832098	100832598	0.040879	0.448782	0.847158	0.869619	1.265306	1.319800
13	100833213	100833845	0.230118	-0.169492	0.016236	-0.426851	0.084776	-0.216551
13	100844079	100844209	-0.862809	-0.112613	-0.591274	-0.092039	-0.144239	-0.113050
13	100854116	100854616	-0.760052	-0.036219	-0.320982	0.543718	-0.280546	0.349654
13	100866215	100866715	0.176749	-0.094275	-0.152213	-0.123276	0.519685	0.099850
13	100892086	100892586	-0.224513	-0.013088	-0.149941	-0.160279	-0.115121	-0.206870
13	100921037	100921193	-0.296795	0.426189	0.780941	0.006770	0.377951	1.267798
13	100939583	100940083	-0.323520	1.040045	0.391384	0.325205	0.090227	0.353966
13	100988843	100988999	-0.576070	-0.139291	0.657399	-0.375718	0.153237	0.589416
13	101510040	101510176	-0.304689	-0.061244	0.283035	0.689410	-0.248959	0.579526
13	101540222	101540725	0.120568	0.643233	0.459815	0.458696	0.069070	0.106076
13	101624275	101624405	0.233752	-0.045474	0.793574	-0.259144	0.042043	0.054693
13	101658995	101659495	0.353489	0.270837	0.259625	0.123354	0.674885	0.275298
13	101663953	101664453	0.133336	0.554986	0.217299	0.086379	-0.084144	0.166552
13	101694103	101694238	0.709412	-0.551712	-0.530932	-0.475477	-1.203587	-1.670071
13	101695808	101696333	-1.096300	0.266652	-0.299044	0.211792	-0.640513	-0.375551
13	101719455	101719973	-0.287442	0.284133	-0.085876	0.122975	-0.383382	-0.123597
13	101735825	101735974	0.169896	0.482024	0.664678	1.439888	0.308248	1.090507
13	101742778	101742958	0.055365	0.269818	0.778241	1.070412	1.027563	0.783885
13	101760391	101760521	0.842320	0.164222	1.477157	0.425809	0.736399	0.055696
13	101767846	101768642	0.726428	-0.266269	0.623834	-0.011777	-0.031473	-0.070909
13	101797094	101797224	-0.142886	0.962629	1.090011	0.954874	0.172893	0.881609
13	101866960	101867075	-0.304730	-0.630056	-0.034707	1.801492	0.247887	0.925425
13	101909235	101909365	-0.146315	0.553716	0.358736	0.995838	0.791306	0.955586
13	102044701	102044857	0.843938	0.379209	1.003616	0.483453	0.878245	0.652910
13	102050494	102050597	0.111179	-0.207419	0.194280	1.078318	0.698840	1.216388
