#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000026576	-0.0270	0.2426	0.3563	0.2016	-0.0582	-0.0628
ENSMUSG00000026600	-0.0536	-0.2661	0.6652	0.2529	-0.0332	0.0664
ENSMUSG00000026602	-0.3032	0.0515	-0.2980	-0.6511	0.5221	0.0250
ENSMUSG00000026675	-0.0612	-0.2083	-0.0454	-0.1995	0.1744	0.0407
ENSMUSG00000026696	0.0263	-0.0927	0.0449	-0.5251	1.0244	-0.1370
ENSMUSG00000026700	0.2859	0.3857	0.6369	-0.6105	-0.4636	-0.0600
ENSMUSG00000026712	-0.1881	0.3737	0.2817	0.2088	0.1314	0.6428
ENSMUSG00000026750	-0.4110	-0.0712	0.4466	0.1851	-0.5895	0.1495
ENSMUSG00000026755	0.5453	-0.4138	0.1516	0.2437	0.2983	-0.9238
ENSMUSG00000026761	0.5599	-0.1864	-0.2748	-0.3324	-0.8861	-0.0537
ENSMUSG00000026803	-0.1753	0.1117	0.2372	-0.3171	0.1893	-0.7833
ENSMUSG00000026837	-0.0472	-0.5342	-0.0374	0.8317	0.5766	-0.0354
ENSMUSG00000026842	0.6953	0.9351	0.7387	0.8947	0.9568	1.5978
ENSMUSG00000026860	-0.2916	0.2498	0.1731	-0.6230	0.5101	0.2029
ENSMUSG00000026866	0.1529	-0.3285	-0.1699	0.2411	-0.6251	-0.3589
ENSMUSG00000026872	0.4015	-0.1640	-0.1704	0.1163	-0.1952	-0.0595
ENSMUSG00000026883	0.0527	0.1778	-0.2581	0.3801	-0.2412	-0.4714
ENSMUSG00000026922	-0.4317	0.1846	0.3120	-0.0572	-0.0960	-0.9205
ENSMUSG00000026979	-0.4614	-0.2973	0.4377	-0.5454	-0.1737	-0.4830
ENSMUSG00000027071	0.5854	-0.1048	-0.6802	-0.3989	0.4283	-0.1025
ENSMUSG00000027088	0.4165	-0.3785	0.3087	-0.0292	-0.0938	0.1916
ENSMUSG00000027115	-0.3161	-0.5506	-0.0366	0.1546	0.3530	0.5196
ENSMUSG00000027120	-0.1334	0.1395	-0.2372	-0.2944	0.8167	-0.2984
ENSMUSG00000027207	-0.4930	-0.6619	-0.1251	-0.4641	0.6424	-0.0392
ENSMUSG00000027227	-0.5168	-0.2115	0.3156	0.5036	-0.1117	0.1031
ENSMUSG00000027276	0.3224	-0.4775	0.3861	0.3003	-0.2853	0.6483
ENSMUSG00000027305	0.0242	-0.4030	0.3173	-0.3313	-0.2455	0.2240
ENSMUSG00000027314	0.0558	0.7758	-0.0204	0.3852	0.1934	-0.2380
ENSMUSG00000027335	0.6446	-0.6651	0.1273	0.1013	-0.2168	0.0980
ENSMUSG00000027342	-0.7704	0.3345	-0.6838	-0.9038	0.3821	-0.2285
ENSMUSG00000027401	0.4361	0.4678	1.2616	0.7592	1.1181	1.3728
ENSMUSG00000027429	-0.2293	0.7093	0.0338	-0.5025	-0.2616	0.0477
ENSMUSG00000027463	0.5752	0.0681	0.0487	0.1563	0.3378	0.6623
ENSMUSG00000027531	0.2701	-0.1843	-0.1733	0.2492	0.0268	-0.3298
ENSMUSG00000027540	-0.1085	-0.6036	0.1008	0.5456	0.1139	-0.3712
ENSMUSG00000027611	0.0005	-0.1957	-0.0438	-0.1651	0.2658	0.3584
ENSMUSG00000027612	0.7098	-0.0368	0.0577	-0.1361	0.4021	-0.0535
ENSMUSG00000027663	0.1870	0.2166	0.0260	0.2393	0.4803	0.4189
ENSMUSG00000027698	0.4201	1.1686	1.1833	1.1961	1.1827	0.9034
ENSMUSG00000027718	0.2551	-0.1688	-0.3816	0.1800	-0.3955	-0.5433
ENSMUSG00000027751	0.3168	0.2105	-0.0743	-0.2360	0.2827	0.4193
ENSMUSG00000027752	0.3374	0.3566	0.3297	-0.0530	0.4108	-0.6022
ENSMUSG00000027782	0.3354	-0.5534	-0.2338	0.1434	0.0979	-0.6363
ENSMUSG00000027793	-0.2449	-0.7293	-0.4367	-0.6384	0.4119	0.5580
ENSMUSG00000027796	0.1495	-0.3187	-0.1359	-0.0958	0.6071	0.2146
ENSMUSG00000027840	0.1721	0.3471	0.7630	0.1183	0.4633	-0.2217
ENSMUSG00000027852	-0.0864	0.7479	0.3564	-0.3667	0.2870	0.1897
ENSMUSG00000027859	-0.1346	0.3282	-0.3436	0.4604	-0.0214	0.0422
ENSMUSG00000027923	-0.1012	0.0291	-0.5155	0.5407	-0.7161	0.0910
ENSMUSG00000027939	-0.0582	-0.0291	-0.5587	-0.7896	0.0995	-0.2539
ENSMUSG00000027951	-1.0507	-0.5657	-0.0545	-0.3662	-0.0653	-0.0598
ENSMUSG00000027962	0.4647	-0.3654	0.1893	-0.3530	0.1270	0.1697
ENSMUSG00000028017	0.1273	0.3826	0.0661	0.0178	-0.0321	0.1226
ENSMUSG00000028020	0.1748	-0.2275	-0.1368	-0.0956	0.4500	-0.1392
ENSMUSG00000028047	-0.3300	0.4806	0.2161	-0.1078	0.2862	-0.4178
ENSMUSG00000028071	-0.1832	-0.4951	-0.1120	-0.3752	-0.3486	-0.6383
ENSMUSG00000028072	-0.0933	-0.2287	-0.2181	-0.0199	-0.2098	0.6696
ENSMUSG00000028126	0.0604	0.5843	-0.1611	-0.2447	-0.1147	-0.6318
ENSMUSG00000028145	0.0090	-0.2437	-0.3781	-0.7072	0.0598	0.1274
ENSMUSG00000028172	-0.5654	-0.3784	-0.2865	-0.4716	0.1783	0.3009
ENSMUSG00000028273	0.1808	-0.1756	0.0231	0.7070	0.2428	0.5706
ENSMUSG00000028329	-0.0011	-0.2030	-0.1800	0.2207	-0.3545	0.0697
ENSMUSG00000028345	0.1192	0.0943	-0.1506	0.0527	0.1415	-0.3287
ENSMUSG00000028394	0.1371	0.3430	0.0416	0.5818	0.0309	0.2542
ENSMUSG00000028405	-0.2321	0.7644	0.0976	0.0749	-0.1433	0.0573
ENSMUSG00000028411	0.0841	-0.0318	-0.0085	0.1882	-0.0066	0.0928
ENSMUSG00000028413	-0.2183	-0.6325	0.1965	-0.3300	0.3595	0.2876
ENSMUSG00000028419	-0.2989	0.6168	0.7604	-0.7128	0.0638	-0.3107
ENSMUSG00000028430	0.2325	0.3074	0.7540	0.3262	0.1394	0.1310
ENSMUSG00000028435	0.3268	0.7443	0.7208	-0.1172	-0.3270	0.0409
ENSMUSG00000028438	0.1945	0.6637	-0.5013	0.2456	-0.2028	-0.1264
ENSMUSG00000028495	-0.4418	0.3891	0.1138	-0.3147	-0.3981	-0.2635
ENSMUSG00000028519	-0.1598	-0.2199	0.1216	-0.1558	-0.5647	0.2270
ENSMUSG00000028523	0.0918	-0.2612	-0.2497	0.4005	-0.2576	-0.0112
ENSMUSG00000028550	0.2196	0.2550	0.1300	0.0053	0.7559	-0.2752
ENSMUSG00000028603	0.4567	0.5151	0.9900	1.3501	1.4843	1.8542
ENSMUSG00000028607	0.4893	0.5610	0.2275	-0.0972	0.2106	0.0909
ENSMUSG00000028622	-0.2767	0.2148	0.0026	-0.1882	0.4881	-0.5741
ENSMUSG00000028661	0.0822	0.5780	0.1983	0.2479	0.0163	0.0623
ENSMUSG00000028690	0.6830	0.0641	-0.2959	0.6768	-0.3781	-0.3976
ENSMUSG00000028738	0.0035	-0.3145	-0.0917	0.2485	0.0753	-0.8339
ENSMUSG00000028745	0.0501	0.0656	1.2600	1.2361	0.9924	0.8880
ENSMUSG00000028755	-0.0224	-0.2953	0.4562	0.4921	-0.2130	0.5731
ENSMUSG00000028758	-0.5167	0.7603	-0.4473	-0.3336	0.0396	-0.0211
ENSMUSG00000028766	0.1419	0.1663	-0.6427	0.1943	-0.3211	-0.1558
ENSMUSG00000028809	0.2169	0.1359	0.1825	0.7012	-0.2238	0.2037
ENSMUSG00000028833	-0.4250	0.1546	0.6177	-0.3095	-0.3689	-0.2142
ENSMUSG00000028837	0.2093	0.0286	0.3229	0.1617	0.3174	0.1567
ENSMUSG00000028838	0.6103	-0.1528	0.2537	0.3176	0.0568	-0.2857
ENSMUSG00000028868	0.4136	-0.0264	0.1175	-0.3517	-0.0862	0.0674
ENSMUSG00000028869	-0.4803	0.0061	-0.3443	-0.7429	0.4236	-0.0338
ENSMUSG00000028884	0.2926	-0.0001	0.0385	0.3972	0.0074	0.2116
ENSMUSG00000028893	-0.7002	-0.9718	-1.1750	-1.2697	-1.2120	-1.1286
ENSMUSG00000028894	-0.5750	0.0865	0.2501	0.0259	0.2052	-0.1704
ENSMUSG00000028910	0.1215	-0.0470	-0.7075	0.2994	-0.1857	0.3083
ENSMUSG00000028927	-0.1100	-0.2517	-0.2938	-0.2029	0.2446	-0.1711
ENSMUSG00000028940	-0.2444	0.1254	-0.1037	-0.4576	-0.7443	-0.1351
ENSMUSG00000028980	0.1076	-0.0214	0.0252	-0.0667	0.3037	0.2238
ENSMUSG00000029003	-0.0625	-0.2777	-0.0189	0.0167	-0.6426	0.2687
ENSMUSG00000029086	0.5059	0.4013	0.1496	-0.1069	-0.4206	0.3969
ENSMUSG00000029156	-0.0478	0.0792	-0.8014	0.2377	0.4371	-0.3520
ENSMUSG00000029169	-0.1515	-0.0592	-0.2523	0.1139	-0.1363	-0.0267
ENSMUSG00000029178	-0.2858	-0.0225	-0.0580	0.6608	-0.0349	0.2651
ENSMUSG00000029246	0.2125	-0.1639	0.2737	0.5637	0.7700	-0.3671
ENSMUSG00000029250	-0.1878	-0.5757	0.0229	0.0227	0.2964	0.1408
ENSMUSG00000029306	-0.1576	-0.1494	-0.2085	-0.0149	-0.1718	-0.7024
ENSMUSG00000029307	0.4218	0.1398	-0.0375	-0.1748	0.2989	-0.0100
ENSMUSG00000029368	0.0507	-0.5769	-0.6340	0.0426	0.1258	0.1278
ENSMUSG00000029375	-0.2729	-0.4234	-0.5308	-0.5933	-0.1857	0.2259
ENSMUSG00000029434	0.4138	-0.4237	0.1413	-0.0577	-0.8125	0.0688
ENSMUSG00000029467	0.2344	0.3465	-0.3383	0.3631	-0.0595	-0.3156
ENSMUSG00000029513	1.0032	0.1718	0.3649	0.0295	0.2897	-0.2032
ENSMUSG00000029586	-0.0301	0.0972	-0.1623	0.0222	-0.3321	-0.4198
ENSMUSG00000029661	-0.5423	-0.0807	-0.0036	-0.2662	-0.1091	-0.3726
ENSMUSG00000029671	-0.3353	-0.2181	0.2646	-0.4177	-0.2115	-0.0829
ENSMUSG00000029686	0.2435	0.3756	-0.1292	0.1688	0.4678	0.4799
ENSMUSG00000029715	-0.7117	0.0131	-0.0062	-0.2450	-0.0179	0.0273
ENSMUSG00000029716	-0.1461	0.1947	-0.3485	0.3165	0.0790	0.2320
ENSMUSG00000029727	-0.4039	-0.1406	0.5974	-0.5606	-0.1655	0.0655
ENSMUSG00000029762	0.2622	0.4607	0.3689	-0.1334	0.4348	-0.0178
ENSMUSG00000029776	0.6149	0.2360	0.4046	-0.2049	0.3176	0.1274
ENSMUSG00000029777	0.7538	0.9484	1.2806	1.1459	0.9874	2.0215
ENSMUSG00000029826	-0.2370	-0.1552	-0.1160	-0.2020	0.2637	0.6625
ENSMUSG00000029831	-0.5911	-0.3473	-0.0348	0.1826	-0.0732	0.0210
ENSMUSG00000029916	0.2890	0.1322	-0.1735	-0.1987	0.2541	-0.3545
ENSMUSG00000029919	-0.5009	0.4910	0.1179	-0.0564	-0.2816	0.1583
ENSMUSG00000029920	-0.5330	-0.5385	-0.1828	0.0836	-0.2400	0.0318
ENSMUSG00000029925	0.2884	-0.1332	0.0950	0.1430	0.1049	-0.1879
ENSMUSG00000029998	-0.4287	-0.9880	-0.0356	-0.4073	-0.5603	0.0729
ENSMUSG00000030105	0.0062	-0.2053	-0.2511	-0.2474	0.3776	0.3871
ENSMUSG00000030166	0.0294	-0.1181	-0.2795	0.4543	0.4765	0.1466
ENSMUSG00000030209	0.0503	0.6060	0.0979	-0.0350	0.0562	-0.1705
ENSMUSG00000030220	-0.1170	-0.0099	-0.3023	0.0500	0.0548	-0.3593
ENSMUSG00000030361	-0.0388	0.1059	-0.4187	0.0766	-0.6668	-0.9133
ENSMUSG00000030399	-0.2047	0.5231	0.6189	0.1124	0.6435	0.2366
ENSMUSG00000030432	-0.1096	0.1094	0.4862	-0.3753	-0.1542	1.0823
ENSMUSG00000030451	0.2564	0.7018	-0.3091	-0.1304	0.2093	0.2383
ENSMUSG00000030468	0.6959	0.7932	0.0628	-0.5413	-0.1394	-0.5341
ENSMUSG00000030516	-0.1013	0.7266	-0.0460	0.7505	0.0386	-0.3127
ENSMUSG00000030605	0.0590	-0.6708	0.0237	0.0769	-0.3267	-0.3374
ENSMUSG00000030655	-0.0097	-0.1953	0.4692	-0.2457	-0.5064	0.2256
ENSMUSG00000030671	-0.6256	0.4703	0.2437	-0.0929	0.4437	-0.3191
ENSMUSG00000030677	0.4411	0.4565	-0.4458	-0.3486	-0.1095	-0.4032
ENSMUSG00000030695	0.4133	-0.3005	-0.0096	-0.3902	0.6146	-0.8414
ENSMUSG00000030733	-0.1349	0.0899	0.0406	0.2891	0.2047	0.0250
ENSMUSG00000030742	-0.2561	0.0390	-0.4032	0.6429	0.1222	0.0438
ENSMUSG00000030745	0.3123	-0.4417	-0.5767	-0.2868	-0.6101	0.3316
ENSMUSG00000030790	0.2593	0.4687	-0.0425	0.2196	0.4015	0.4688
ENSMUSG00000030805	-0.3071	-0.3238	0.1653	0.0984	-0.0863	-0.0702
ENSMUSG00000030815	0.4517	0.3085	0.2395	0.0994	0.0590	-0.4200
ENSMUSG00000030834	-0.2348	-0.8797	-0.2571	-1.4960	-1.9628	-1.8537
ENSMUSG00000030849	-0.5978	-0.3262	-0.5398	0.6758	0.1926	-0.3737
ENSMUSG00000030934	0.6418	-0.2090	-0.7877	0.1638	0.0420	0.0086
ENSMUSG00000030946	-0.1175	0.1789	-0.5168	-0.0593	-0.4500	0.1356
ENSMUSG00000031012	0.5551	-0.1453	-0.0932	-0.3515	0.3537	-0.2108
ENSMUSG00000031073	-0.3037	0.3992	0.1893	0.7200	0.5734	-0.2228
ENSMUSG00000031132	0.5339	1.0002	1.3721	0.9911	1.1177	0.3867
ENSMUSG00000031161	0.6598	-0.4386	0.0223	-0.6320	0.1893	0.1757
ENSMUSG00000031165	0.0336	-0.4536	0.1476	-0.2830	0.7438	-0.3277
ENSMUSG00000031169	0.0382	-0.5283	0.3931	-0.4957	0.0712	0.4418
ENSMUSG00000031196	0.3139	0.0142	-0.3004	0.1070	0.0799	-0.3886
ENSMUSG00000031201	0.0212	0.1541	-0.4124	0.0042	0.1454	-0.1952
ENSMUSG00000031304	-0.0929	0.2364	-0.5871	0.0717	0.3487	0.6750
ENSMUSG00000031328	0.2514	0.2405	-0.1729	-0.1157	-0.4274	-0.3081
ENSMUSG00000031343	-0.1800	0.1886	-0.1058	0.1132	0.3829	0.1998
ENSMUSG00000031367	0.1046	0.2545	-0.5702	0.1902	0.6878	0.1712
ENSMUSG00000031441	0.4782	0.9402	0.7387	1.3583	1.2999	1.5221
ENSMUSG00000031447	0.0948	0.0022	-0.2191	-0.1752	-0.1116	0.2388
ENSMUSG00000031451	-0.2484	0.4212	-0.4189	-0.2907	0.4342	0.5926
ENSMUSG00000031467	0.5533	-0.0450	-0.8154	-0.0589	0.0413	0.1036
ENSMUSG00000031520	0.3863	0.2361	0.2153	-0.2331	-0.4819	-0.3703
ENSMUSG00000031521	-0.1927	-0.5920	-0.3375	0.0242	0.2949	0.1278
ENSMUSG00000031537	-0.3709	-0.1385	0.3638	0.1811	0.0103	-0.0948
ENSMUSG00000031600	-0.2983	-0.2809	0.1202	-0.2713	-0.2325	-0.3012
ENSMUSG00000031601	0.0818	-0.3313	-0.1925	-0.3119	0.6943	0.7264
ENSMUSG00000031604	-0.0889	-0.5042	0.5938	0.1245	0.0176	-0.2407
ENSMUSG00000031659	0.5025	0.4898	-0.1552	-0.3285	-0.1098	0.3272
ENSMUSG00000031666	0.3805	1.0586	1.7133	0.9618	1.4685	0.8484
ENSMUSG00000031725	-0.6323	0.1928	-0.1505	-0.4397	0.4226	-0.2608
ENSMUSG00000031731	0.3269	-0.5188	0.2252	-0.0155	-0.0496	0.1897
ENSMUSG00000031754	0.0995	0.0320	-0.4829	0.4279	0.1092	0.1167
ENSMUSG00000031765	0.0044	-0.0725	0.3491	0.0366	0.6379	0.3393
ENSMUSG00000031780	-0.1456	0.4885	-0.0324	-0.0978	0.1617	0.1609
ENSMUSG00000031842	0.4698	-0.4545	-0.3707	-0.2380	-0.4096	0.1869
ENSMUSG00000031849	0.5522	0.1038	-0.2653	-0.0774	-0.0596	0.5692
ENSMUSG00000031871	-0.2045	-0.8402	0.0606	0.5553	0.0033	-0.1377
ENSMUSG00000031883	-0.0785	-0.6259	-0.0243	-0.3968	-0.4805	0.6166
ENSMUSG00000031887	-0.2516	0.6754	-0.1712	-0.0082	-0.2564	-0.2662
ENSMUSG00000031934	0.6241	-0.1618	-0.2100	-1.2529	-0.2217	0.0894
ENSMUSG00000031962	0.5164	-0.1715	-0.0142	0.1690	-0.0779	0.1393
ENSMUSG00000031967	0.1602	-0.5947	-0.1039	0.1609	0.2793	0.0577
ENSMUSG00000031987	0.5893	1.0637	0.9122	1.0975	0.6421	1.2053
ENSMUSG00000032021	-0.1980	0.3081	0.5762	0.3223	0.5237	0.0993
ENSMUSG00000032079	-0.2456	-0.1369	0.3629	-0.1510	0.0858	0.4496
ENSMUSG00000032081	-0.1186	-0.2631	-0.0149	0.3318	0.2175	0.7814
ENSMUSG00000032097	-0.3786	0.3195	-0.3506	0.0671	0.2095	0.0561
ENSMUSG00000032126	-0.1494	0.5463	-0.2832	0.5829	-0.1142	0.1022
ENSMUSG00000032179	0.2353	-0.1786	-0.0099	0.3938	0.1701	-0.1830
ENSMUSG00000032207	0.3891	-0.2965	0.0290	-0.1106	0.1464	0.2691
ENSMUSG00000032226	0.5998	0.0992	0.2437	-0.0475	0.6964	-0.2299
ENSMUSG00000032232	-0.1627	0.1230	-0.6385	0.3569	-0.3233	0.1556
ENSMUSG00000032269	-0.6358	-0.5650	-0.9686	-1.3805	-0.9144	-0.9865
ENSMUSG00000032295	-0.0763	-0.2710	0.2446	-0.1190	0.2964	-0.5115
ENSMUSG00000032306	0.2546	0.7890	-0.1386	-0.7939	0.1393	-0.2106
ENSMUSG00000032350	-0.0065	0.7199	-0.4583	1.2610	0.4892	0.0214
ENSMUSG00000032359	0.6976	-0.1148	-0.1200	0.2993	0.4759	-0.0096
ENSMUSG00000032375	-0.1010	0.3310	0.2324	-0.1554	0.0990	-0.5461
ENSMUSG00000032437	0.4781	0.2068	-0.7435	0.0159	-0.1600	-0.3477
ENSMUSG00000032454	-0.5312	0.0377	0.2270	0.1625	0.2350	0.3939
ENSMUSG00000032528	-0.5730	-0.1918	-0.1738	0.1329	0.1081	-0.2010
ENSMUSG00000032555	-0.1691	-0.0402	-0.0945	-0.4110	0.0732	0.2497
ENSMUSG00000032577	-0.1609	-0.1691	-0.0188	0.0324	-0.2193	0.2248
ENSMUSG00000032615	0.3230	0.0726	0.0493	0.2868	0.3194	0.0525
ENSMUSG00000032688	0.4458	-0.1772	-0.0522	-0.3332	0.3922	-0.0492
ENSMUSG00000032691	-0.2661	-0.1798	0.4500	0.0441	0.1086	-0.5764
ENSMUSG00000032725	0.2747	0.0862	-0.0011	0.1462	-0.5069	-0.0040
ENSMUSG00000032870	-0.2898	-0.2186	0.2929	-0.3996	0.4454	0.3696
ENSMUSG00000032946	0.2950	0.5996	-0.7037	0.1311	0.0443	-0.2326
ENSMUSG00000033060	0.0092	-0.4375	-0.0265	-0.0154	-0.1927	-0.6382
ENSMUSG00000033220	-0.1483	-0.4823	0.1176	-0.4631	-0.0841	-0.5481
ENSMUSG00000033307	-0.4046	0.2665	-0.3102	-0.1215	0.1702	-0.1995
ENSMUSG00000033365	0.1571	0.3291	-0.1868	-0.3160	0.1486	0.0254
ENSMUSG00000033597	0.0745	-0.0157	-0.4176	0.2106	-0.1483	0.5772
ENSMUSG00000033629	0.8145	0.5695	0.3236	0.9824	1.3661	1.2110
ENSMUSG00000033721	-0.7563	-1.0593	-1.2801	-1.0656	-1.0133	-1.7237
ENSMUSG00000033735	-0.0284	0.6539	-0.8140	0.6013	0.2941	-0.4032
ENSMUSG00000033794	-0.1176	-0.2244	-0.2325	-0.2751	-0.0600	-0.6699
ENSMUSG00000034021	0.3267	-0.2991	-0.0033	-0.3490	-0.1114	-0.2496
ENSMUSG00000034040	-0.1339	-0.0640	-0.1574	-0.1557	-0.2579	0.0622
ENSMUSG00000034165	-0.1995	-0.0814	-0.0176	-0.1192	-0.0040	-0.0524
ENSMUSG00000034192	-0.6254	0.2842	0.0649	-0.5834	-0.0752	0.2457
ENSMUSG00000034394	-0.2087	0.1939	-0.5472	0.2525	-0.0639	-0.2091
ENSMUSG00000034453	-0.0530	0.3711	0.1896	-0.2119	-0.0144	-0.2375
ENSMUSG00000034456	-0.0629	-0.1649	0.0653	-0.2309	0.0390	-0.5436
ENSMUSG00000034460	0.1770	-0.1942	0.4305	-0.4649	0.4828	-0.2002
ENSMUSG00000034573	0.4871	-0.0479	0.2575	-0.1545	-0.0710	-0.5059
ENSMUSG00000034579	-0.2817	-0.3462	0.1623	0.4394	-0.1555	0.3751
ENSMUSG00000034620	-0.3485	-0.1147	0.3835	-0.4400	-0.1629	-0.5113
ENSMUSG00000034706	-0.3968	0.4443	0.0017	-0.0191	0.2602	0.4720
ENSMUSG00000034744	0.0876	-0.1485	-0.0022	0.2780	-0.0288	-0.0364
ENSMUSG00000034771	0.3217	-0.4735	0.0314	-0.1591	-0.8187	0.1950
ENSMUSG00000034785	-0.1580	-0.7285	-0.3308	0.1151	-0.5849	-0.3297
ENSMUSG00000034799	-0.3880	0.5212	-0.4340	0.1528	0.2879	-0.3039
ENSMUSG00000034810	-0.4857	-0.1290	-0.0354	0.3049	0.4772	-0.0491
ENSMUSG00000034813	0.5286	0.3851	-0.2644	0.0462	-0.4589	-0.1945
ENSMUSG00000034855	0.1166	-0.3846	0.0834	-0.5330	0.0858	0.5905
ENSMUSG00000034997	-0.9417	-0.7320	-0.7174	-0.8247	-1.0169	-1.1169
ENSMUSG00000035105	-0.0717	0.0429	0.1779	-0.2371	0.4338	-0.1515
ENSMUSG00000035121	0.1174	0.4970	-0.5872	-0.1258	-0.5486	0.1659
ENSMUSG00000035152	0.6137	-0.3013	0.4467	0.4734	-0.5980	-0.1851
ENSMUSG00000035296	-0.4653	0.0223	0.0689	0.4116	-0.1739	0.1579
ENSMUSG00000035385	0.0940	-0.0154	-0.0515	-0.0032	-0.1209	-0.1451
ENSMUSG00000035441	0.4632	-0.0509	-0.1952	-0.1080	0.5863	0.0462
ENSMUSG00000035529	-0.1901	-0.2815	0.1050	-0.4310	-0.4329	-0.5104
ENSMUSG00000035745	-0.0540	0.4087	-0.3967	-0.2752	-0.0290	0.3118
ENSMUSG00000035776	0.0991	-0.1958	0.3307	0.0632	0.6309	0.2297
ENSMUSG00000035878	-0.3006	0.8390	0.4286	-0.3348	-0.3689	-0.2033
ENSMUSG00000035885	0.3302	-0.2035	0.2217	-0.2498	0.1505	0.0069
ENSMUSG00000035930	-0.5545	-0.7270	-1.0779	-1.1962	-0.2673	-1.4964
ENSMUSG00000036091	-0.0595	0.6314	-0.1616	-0.1552	0.9812	0.2815
ENSMUSG00000036103	0.3354	0.1242	-0.1351	0.3443	-0.4280	-0.5697
ENSMUSG00000036106	-0.3047	-0.2145	0.0569	0.3376	-0.5826	-0.4828
ENSMUSG00000036114	-0.1816	-0.1103	0.0787	0.0253	-0.0817	-0.0012
ENSMUSG00000036270	-0.3570	0.1107	0.0361	-0.1554	0.1959	-0.3103
ENSMUSG00000036315	-0.1890	-0.5553	0.0631	0.0765	-0.2519	-0.1095
ENSMUSG00000036330	-0.1956	-0.0761	-0.5137	0.6778	0.1182	0.1765
ENSMUSG00000036580	-0.1681	-0.0166	0.6198	0.2201	-0.1453	0.1276
ENSMUSG00000036606	-0.4169	-0.1166	0.9213	-0.0084	-0.0761	0.1261
ENSMUSG00000036647	0.0178	-0.7101	0.1869	-0.2691	-0.7873	-0.2139
ENSMUSG00000036678	0.3353	0.0329	0.1752	-0.0269	-0.2811	0.7295
ENSMUSG00000036712	0.4457	0.3328	0.0193	-0.1040	0.0495	0.6379
ENSMUSG00000036768	0.1202	0.3714	-0.2360	-0.4742	0.1271	0.0132
ENSMUSG00000036782	-0.5999	-0.3541	0.0944	-0.1448	-0.6055	0.4309
ENSMUSG00000036853	0.1795	-0.3943	-0.3168	-0.1852	-0.3849	0.3493
ENSMUSG00000036858	0.3864	-0.2420	0.2042	-0.8461	-0.1918	-0.2490
ENSMUSG00000036887	0.4287	-0.1712	-0.2541	0.6408	-0.1097	-0.4052
ENSMUSG00000036896	-0.5369	-0.0989	-0.0935	-0.1307	-0.3639	0.1942
ENSMUSG00000036938	0.0974	0.0194	0.3126	-0.5279	0.0195	0.0649
ENSMUSG00000036949	-0.4785	0.0477	-0.3171	-0.3196	0.1442	-0.0539
ENSMUSG00000036960	-0.3107	-0.8226	-0.1652	-0.2671	-0.2591	0.1698
ENSMUSG00000036992	-0.1139	0.5492	0.0835	0.6201	0.4351	0.3784
ENSMUSG00000037012	0.5297	0.6326	0.2554	0.1427	0.1072	-0.1383
ENSMUSG00000037022	0.5110	0.1995	-0.2666	-0.1602	0.1755	-0.2200
ENSMUSG00000037032	-0.1193	0.0383	0.3754	0.2084	-0.0386	-0.3562
ENSMUSG00000037035	0.3581	0.9126	0.4997	0.2480	-0.1514	0.1485
ENSMUSG00000037130	0.2477	-0.1291	-0.7436	0.5395	-0.0552	0.5016
ENSMUSG00000037140	-0.3102	0.1357	0.3566	-0.6912	-0.4304	-0.1922
ENSMUSG00000037251	0.0771	0.1172	-0.4033	-0.1140	0.0852	0.5970
ENSMUSG00000037306	0.0335	-0.1579	-0.6370	-0.2740	-0.0889	0.1405
ENSMUSG00000037321	0.7405	0.4273	1.3057	1.0850	1.2160	1.3550
ENSMUSG00000037370	0.3311	0.2495	0.1519	0.2902	0.8118	-0.8363
ENSMUSG00000037375	-0.6118	0.4779	-0.1847	-0.1733	0.1736	-0.2015
ENSMUSG00000037426	-0.2596	-0.0405	-0.6166	0.5738	-0.0170	-0.3507
ENSMUSG00000037475	-0.4883	-0.0837	0.1355	-0.4713	0.0256	-0.3339
ENSMUSG00000037486	-0.1174	0.1058	0.0358	-0.1772	0.1701	-0.1405
ENSMUSG00000037523	-0.2103	0.1380	0.0515	-0.2435	0.1353	0.0644
ENSMUSG00000037537	0.0780	-0.5439	0.0910	-0.3421	-0.3548	0.0369
ENSMUSG00000037573	-0.0305	0.3925	-0.1668	-0.1099	0.3291	-0.0060
ENSMUSG00000037643	0.2430	-0.0975	-0.2496	-0.0316	-0.1953	0.0879
ENSMUSG00000037660	-0.2695	0.6733	0.0698	0.0891	0.5862	0.1246
ENSMUSG00000037679	0.0189	-0.1545	-0.2111	-0.3568	-0.1962	-0.1782
ENSMUSG00000037740	0.3678	0.4502	0.3167	0.2929	0.3185	-0.4141
ENSMUSG00000037772	0.2183	-0.4838	0.8460	-0.2879	0.4886	0.5991
ENSMUSG00000037797	0.1745	-0.0016	-0.0669	0.1390	-0.1578	-0.4408
ENSMUSG00000037815	0.3454	0.0414	0.3625	-0.1697	-0.5934	-0.9631
ENSMUSG00000037935	0.2521	-0.4003	-0.0047	0.5901	-0.2288	-0.0974
ENSMUSG00000037940	-0.2256	-0.2087	-0.2945	-0.1575	0.0135	-0.0938
ENSMUSG00000038037	0.3147	-0.3602	0.1959	-0.1585	-0.0929	0.0425
ENSMUSG00000038064	-0.5146	-1.3356	-1.1605	-1.3713	-1.5863	-1.7252
ENSMUSG00000038086	0.4971	-0.6021	0.6298	-0.0650	0.3885	-0.5240
