#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000026581	-0.2254	0.2254	0.2500	0.2064	0.0028	0.2456
ENSMUSG00000026582	0.1533	0.3084	0.2505	-0.7596	-0.2251	0.0053
ENSMUSG00000026585	0.1703	-0.5993	0.1716	0.0461	-0.6537	0.1124
ENSMUSG00000026596	-1.1419	0.3207	0.2459	-0.9249	0.3407	0.2890
ENSMUSG00000026600	-0.0393	0.0570	-0.1575	0.7939	-0.4344	0.2613
ENSMUSG00000026602	-0.1204	0.1819	0.4880	-0.0973	-0.2090	0.2791
ENSMUSG00000026603	0.0247	-0.0880	-0.2661	-0.0343	-0.1692	0.5326
ENSMUSG00000026615	0.0608	0.2614	0.0846	-0.7740	-0.4059	-0.4690
ENSMUSG00000026616	-0.3961	-0.3646	-0.0871	-0.0557	0.0718	-0.5961
ENSMUSG00000026617	-0.0988	-0.6527	-0.0806	-0.1113	0.2156	-0.5877
ENSMUSG00000026618	0.8869	1.7466	1.2528	2.5985	2.4768	3.0417
ENSMUSG00000026623	0.4235	-0.2123	-0.0314	0.0921	0.1715	0.3185
ENSMUSG00000026626	1.1170	1.1577	2.1907	1.6074	2.7916	2.5703
ENSMUSG00000026630	-0.1217	-0.2028	0.3580	0.9349	0.0486	-0.1851
ENSMUSG00000026637	0.2389	0.0498	0.1863	-0.1313	-0.0753	-0.1953
ENSMUSG00000026639	1.0395	1.0766	2.3101	2.3795	1.8993	2.3668
ENSMUSG00000026640	0.4049	-0.5391	-0.5733	-0.2114	0.8247	0.3604
ENSMUSG00000026645	-0.8386	0.0974	-0.0397	-0.3595	0.1325	0.5492
ENSMUSG00000026646	-0.2178	-0.3289	0.2873	0.1709	-0.3110	0.4012
ENSMUSG00000026648	0.8293	-0.3527	-0.1359	0.1614	-0.2466	0.5482
ENSMUSG00000026656	0.2152	0.2082	-0.1768	0.4775	0.2776	-0.2837
ENSMUSG00000026662	-0.0100	0.7858	0.5700	-0.2674	0.0457	0.1361
ENSMUSG00000026663	-0.4152	0.0021	0.1126	-0.2318	-0.7766	0.0694
ENSMUSG00000026664	0.1030	0.0547	-0.1923	0.2436	-0.0852	0.2558
ENSMUSG00000026670	-0.8256	-1.2712	-1.8657	-1.3959	-2.1171	-2.6982
ENSMUSG00000026672	0.2431	0.3015	0.1341	-0.3094	0.4641	0.1829
ENSMUSG00000026675	0.3748	0.4033	-0.7159	0.2019	0.1913	0.2754
ENSMUSG00000026687	-0.2964	0.1932	-1.2322	-0.0152	-0.0178	0.3396
ENSMUSG00000026688	0.5351	1.3894	0.9536	0.5405	0.6425	1.9821
ENSMUSG00000026691	-0.8307	-0.9234	-1.0846	-1.2067	-0.8134	-2.0609
ENSMUSG00000026692	0.1542	0.1814	0.0793	-0.0526	-0.4848	-0.0513
ENSMUSG00000026696	0.6061	0.2833	-0.0428	-0.3210	-0.3662	0.4108
ENSMUSG00000026698	-0.1369	0.2442	0.6663	0.3712	-0.4794	-0.0514
ENSMUSG00000026700	-0.3446	-0.0418	-0.5845	0.0969	-0.4940	0.4078
ENSMUSG00000026701	0.5164	0.1544	-0.4232	-0.1963	-0.1379	0.1245
ENSMUSG00000026709	-0.0410	0.1825	-0.2157	0.2430	0.1828	0.2293
ENSMUSG00000026712	-0.2494	-0.3467	-0.1733	0.0893	-0.5836	-0.3389
ENSMUSG00000026715	-0.2248	-0.6787	-0.8212	-1.4853	-0.7564	-0.6915
ENSMUSG00000026718	0.1725	-0.2323	0.1171	-0.5764	-0.0609	-0.4649
ENSMUSG00000026725	0.1739	0.0895	0.0242	0.7465	-0.4211	0.1551
ENSMUSG00000026726	0.0538	0.1641	0.2471	0.1033	0.0339	-0.3271
ENSMUSG00000026728	-0.3264	-0.3404	-0.0312	-0.3155	-0.4035	-0.0687
ENSMUSG00000026737	-0.5496	-0.2170	-0.3491	0.3598	-0.5869	0.5686
ENSMUSG00000026739	-0.0400	0.2487	0.0454	-0.3099	-0.1914	0.0641
ENSMUSG00000026740	-0.2072	-0.3258	0.6875	-0.0455	0.4716	-0.2591
ENSMUSG00000026750	0.1834	-0.0110	0.1676	-0.0823	0.1415	-0.6464
ENSMUSG00000026751	-0.3673	-0.1727	0.0583	-0.1996	-0.8091	-0.2242
ENSMUSG00000026755	0.4023	-0.2781	-0.0106	0.2225	-0.5261	-0.2575
ENSMUSG00000026761	-0.0014	-0.1362	0.3356	-0.3529	0.1005	-0.2983
ENSMUSG00000026764	0.1843	0.6308	-0.1668	0.3668	0.6399	0.1607
ENSMUSG00000026765	-0.0554	0.3516	-0.4397	-0.1702	-0.3291	0.2643
ENSMUSG00000026766	1.8524	0.9628	1.5918	2.0962	2.3701	2.8032
ENSMUSG00000026768	0.0296	0.4889	0.0750	-0.1278	0.4128	-0.5117
ENSMUSG00000026770	-0.1590	0.3691	-0.2812	0.0654	0.3771	0.2331
ENSMUSG00000026771	0.2187	0.3997	0.1073	-0.0325	0.5349	-0.2698
ENSMUSG00000026773	0.1335	0.0890	0.5447	0.6171	0.5591	0.2488
ENSMUSG00000026778	0.0727	0.0568	-0.2713	0.4848	0.2456	0.2038
ENSMUSG00000026782	0.5715	0.2099	-0.0639	-0.0524	-0.0275	0.2900
ENSMUSG00000026784	0.3894	0.1948	0.3328	-0.3086	0.1012	-0.2739
ENSMUSG00000026785	0.2008	0.8493	0.1587	-0.2515	-0.2892	0.6080
ENSMUSG00000026786	0.2154	0.2712	0.6835	0.3280	-0.1121	0.2362
ENSMUSG00000026787	-0.1269	-0.3446	-0.0819	0.0517	-0.0968	-0.0900
ENSMUSG00000026797	-0.3276	0.1139	0.6402	-0.2900	0.0196	-0.0737
ENSMUSG00000026798	-0.0281	-0.1009	0.1064	0.5635	0.0345	-0.3511
ENSMUSG00000026799	-0.6609	-0.3811	0.0396	0.0327	-0.0273	0.1330
ENSMUSG00000026803	-0.2671	-0.0487	-0.2020	0.7826	0.6130	-0.4901
ENSMUSG00000026807	-0.3068	-0.2998	0.3033	0.2430	0.1406	0.4173
ENSMUSG00000026810	0.1240	-0.0837	-0.2300	-0.2164	0.1865	-0.1039
ENSMUSG00000026811	0.5373	-0.2085	-0.1886	-0.3080	0.2956	-0.6129
ENSMUSG00000026812	0.1882	0.2448	-0.3342	-0.1454	0.1467	0.2250
ENSMUSG00000026817	-0.4898	-0.0734	-0.2777	-0.0483	0.4555	0.3153
ENSMUSG00000026818	0.0871	-0.0608	-0.0277	-0.6553	0.2685	0.5492
ENSMUSG00000026820	0.8592	-0.1409	0.4367	0.0563	0.1605	-0.0455
ENSMUSG00000026821	0.6672	0.0635	-0.1366	0.5922	-0.4505	-0.2532
ENSMUSG00000026822	-0.0433	-0.1569	0.0623	-0.0150	0.0011	0.1419
ENSMUSG00000026824	0.2086	-0.4774	0.4710	0.1619	-0.0186	0.4041
ENSMUSG00000026825	-0.2379	-0.2165	-0.4301	0.3333	-0.1816	-0.1408
ENSMUSG00000026826	-0.0489	0.1157	0.4199	-0.0617	0.1116	-0.0962
ENSMUSG00000026827	0.2543	-0.3383	-0.0524	0.5455	-0.4673	-0.3979
ENSMUSG00000026828	-0.3334	0.0678	0.8500	-0.8105	0.4405	-0.0581
ENSMUSG00000026829	-0.5263	0.0455	0.4675	0.1921	0.2005	0.0601
ENSMUSG00000026834	-0.2785	0.5149	-0.0631	-0.1056	0.0025	-0.2665
ENSMUSG00000026836	0.2631	0.0704	0.5350	-0.0059	0.0581	-0.7493
ENSMUSG00000026837	-0.2419	0.8189	-0.4683	-0.7813	-0.2260	0.1815
ENSMUSG00000026839	-0.2048	0.5945	-0.3143	0.7196	-0.1185	0.5323
ENSMUSG00000026840	0.7675	0.9021	0.8195	0.4296	0.8531	1.0269
ENSMUSG00000026842	-0.2162	0.0864	0.8056	-0.0928	-0.2490	0.4165
ENSMUSG00000026853	-0.7940	-0.0416	-0.2786	0.2413	0.0731	-0.3282
ENSMUSG00000026856	0.0165	-0.3770	-0.2178	-0.0700	0.1204	-0.0278
ENSMUSG00000026860	0.0764	0.3241	-0.0041	-0.1956	-0.3087	-0.1673
ENSMUSG00000026864	-0.4464	-0.3172	0.4357	-0.1659	-0.1751	-0.3179
ENSMUSG00000026866	0.7168	-0.2352	-0.0444	-0.1946	-0.3629	-0.3774
ENSMUSG00000026872	-0.4720	0.1707	0.6978	0.9699	0.1317	0.1089
ENSMUSG00000026873	0.1739	0.0483	0.1536	0.1596	-0.3406	0.0252
ENSMUSG00000026874	-0.6396	-0.0695	0.0002	0.0429	0.2947	-0.0533
ENSMUSG00000026875	-0.0040	0.3051	0.2625	-0.1124	-0.0084	-0.1127
ENSMUSG00000026878	0.1296	0.3443	-0.2450	-0.2581	0.3354	-0.5718
ENSMUSG00000026879	-0.1545	-0.2883	-0.0271	-0.4770	0.0912	0.1752
ENSMUSG00000026883	-0.2584	-0.0470	-0.4019	-0.9400	0.0852	0.4732
ENSMUSG00000026895	-0.6282	-0.1390	-0.1176	0.3148	-0.1158	-0.0209
ENSMUSG00000026896	0.7039	0.0577	0.0048	0.3254	-0.3144	-0.1191
ENSMUSG00000026914	0.3939	-0.5918	-0.1162	-0.2348	-0.5709	0.2039
ENSMUSG00000026917	-0.0480	-0.0765	0.7438	0.3279	-0.0672	0.0961
ENSMUSG00000026922	-0.6636	0.1159	-0.4887	0.0893	-0.1022	0.1421
ENSMUSG00000026923	0.2795	-0.2774	1.0462	0.1619	0.0021	-0.2093
ENSMUSG00000026925	-0.1745	0.0540	-0.4782	0.1946	-0.5701	0.8061
ENSMUSG00000026928	-0.0700	0.1261	0.2120	0.0388	-0.1382	-0.6009
ENSMUSG00000026930	0.1640	-0.1326	-0.0892	-0.0150	0.1555	-0.2371
ENSMUSG00000026942	0.7149	-0.1624	0.0893	-0.0676	0.5375	0.6194
ENSMUSG00000026944	1.1679	1.8760	1.8281	1.5485	2.5474	2.5641
ENSMUSG00000026950	0.3277	0.4800	0.2830	0.8180	1.5367	1.1376
ENSMUSG00000026956	1.5775	1.8487	2.0710	1.8281	2.2943	2.7379
ENSMUSG00000026959	-0.4643	-0.8730	-0.8961	-1.2880	-0.8678	-1.8643
ENSMUSG00000026965	-0.3394	0.3169	-0.0065	-0.0087	-0.1416	0.5113
ENSMUSG00000026971	-0.1098	0.3829	0.1205	0.2221	-0.2977	-0.8107
ENSMUSG00000026976	0.3295	0.8372	1.2584	0.9692	1.5006	0.6566
ENSMUSG00000026979	0.2122	-0.2468	-0.2579	0.1805	-0.2547	0.1075
ENSMUSG00000026981	0.1430	0.5380	-0.1303	0.0632	0.3104	-0.0085
ENSMUSG00000026983	0.2187	0.2494	0.3499	0.6620	0.7333	-0.3532
ENSMUSG00000026984	0.1929	0.3027	-0.6583	-0.2317	-0.2571	-0.2968
ENSMUSG00000026985	1.0469	-0.6418	-0.6355	0.1328	-0.3882	0.1426
ENSMUSG00000026986	-0.3705	-0.2382	0.2058	0.1826	-0.1246	-0.1234
ENSMUSG00000026987	-0.1369	0.1991	-0.0226	-0.2477	0.2614	-0.2850
ENSMUSG00000026994	-0.4894	0.0623	0.0589	-0.1578	0.3492	0.0466
ENSMUSG00000026999	-0.2608	0.5036	0.3407	0.2658	-0.3944	-0.1487
ENSMUSG00000027002	0.1628	-0.4202	0.2916	-0.0705	-0.6486	0.2353
ENSMUSG00000027004	-0.2948	-0.4075	0.2688	0.3575	-0.2567	0.1378
ENSMUSG00000027006	-0.5043	-0.1375	0.5390	-0.0575	-0.6593	0.2427
ENSMUSG00000027009	0.3055	0.0436	0.4277	-0.1494	-0.0993	0.0011
ENSMUSG00000027011	0.7308	0.0914	0.7742	0.3301	0.1599	-0.0124
ENSMUSG00000027012	-0.4909	-0.0842	-0.0795	0.0752	0.0707	-0.4378
ENSMUSG00000027015	-0.3951	0.3379	0.4520	-0.0320	-0.0037	-0.5650
ENSMUSG00000027018	-0.3577	0.1512	-0.1299	0.0510	-0.2409	0.6172
ENSMUSG00000027022	0.2172	0.4162	0.5116	-0.3033	0.0244	0.3343
ENSMUSG00000027030	-0.6340	0.2460	0.0935	0.0056	-0.1599	-0.5670
ENSMUSG00000027035	1.1398	1.2552	2.2799	1.9004	2.1863	2.4055
ENSMUSG00000027048	-0.3173	0.2630	0.2189	0.0944	-0.4314	-0.7661
ENSMUSG00000027068	0.4481	0.2198	0.2316	0.2365	0.0112	-0.3233
ENSMUSG00000027070	-0.0683	-0.2399	0.1825	-0.4142	-0.0530	0.0377
ENSMUSG00000027071	0.2606	-0.1910	0.4559	-0.1020	-0.2823	-0.3844
ENSMUSG00000027073	0.1379	-0.3145	-0.0011	-0.0264	0.2580	-0.2632
ENSMUSG00000027078	-0.2730	-0.5232	0.5820	-0.1761	0.3926	-0.1029
ENSMUSG00000027079	0.1221	0.0811	0.1853	-0.0601	-0.1317	-0.3915
ENSMUSG00000027082	0.6196	0.1881	-0.3199	0.0590	-0.3631	0.0242
ENSMUSG00000027087	0.0795	-0.1896	-0.1136	-0.4496	-0.0675	0.5276
ENSMUSG00000027088	0.3666	-0.1097	0.1743	-0.0113	0.4331	-0.1778
ENSMUSG00000027099	0.0852	0.4146	0.2498	0.0731	0.3025	0.3536
ENSMUSG00000027104	0.4294	-0.1241	-0.3687	0.3643	0.4260	-0.2542
ENSMUSG00000027107	-0.2220	0.7552	-0.5810	-0.2093	0.4836	-0.2090
ENSMUSG00000027111	0.6916	1.5952	2.0008	1.5129	2.5407	2.8542
ENSMUSG00000027115	-0.2377	-0.4375	-0.2714	0.0843	0.4434	0.2813
ENSMUSG00000027120	0.4074	0.4955	0.1508	-0.5272	-0.0966	-0.0858
ENSMUSG00000027133	0.7723	0.1012	0.1745	-0.2736	-0.2928	-0.0266
ENSMUSG00000027134	-0.3377	-0.0052	-0.0878	-0.1028	-0.0755	0.3308
ENSMUSG00000027164	-0.7162	-0.3466	0.2466	0.1764	0.3693	-0.1086
ENSMUSG00000027168	0.2787	0.2158	-0.7844	0.1289	0.4216	0.7414
ENSMUSG00000027176	0.3648	-0.1509	-0.9221	-0.2092	-0.0645	-0.2614
ENSMUSG00000027177	0.1082	-0.0982	0.1133	-0.1262	-0.3827	-0.4174
ENSMUSG00000027185	-0.2767	0.4353	0.2938	0.0891	-0.0744	-0.1286
ENSMUSG00000027186	0.2192	0.2570	-0.4415	0.0273	-0.1116	-0.0886
ENSMUSG00000027187	0.6243	-0.0883	0.9029	0.0711	-0.4318	0.3554
ENSMUSG00000027195	-0.3618	0.0536	-0.2768	0.3486	-0.0818	0.2552
ENSMUSG00000027198	-0.0974	0.3924	0.1351	0.1652	0.0302	-0.3444
ENSMUSG00000027199	-0.3240	-0.5964	-0.3957	-0.7991	-1.6442	-1.2498
ENSMUSG00000027200	0.3234	0.1698	0.4969	0.7289	0.3665	0.0965
ENSMUSG00000027203	-0.0229	-0.4854	-0.2889	0.2739	-0.2627	0.7267
ENSMUSG00000027204	0.5839	-0.2586	0.0452	-0.1873	-0.0419	-0.5627
ENSMUSG00000027207	-0.5504	0.4747	-0.7742	-0.1125	0.4161	-0.1132
ENSMUSG00000027208	0.2529	0.0994	0.1847	-0.4886	0.2403	-0.0344
ENSMUSG00000027215	-0.2930	-0.3132	0.2812	-0.1403	0.6065	0.0024
ENSMUSG00000027221	0.0691	0.3687	-0.4356	0.1648	-0.1668	0.0004
ENSMUSG00000027222	-0.8180	0.2054	0.0278	0.1640	0.3435	0.6054
ENSMUSG00000027223	0.2596	0.4066	0.0807	1.0011	1.1387	1.1435
ENSMUSG00000027225	0.5784	-0.4016	0.6110	0.6465	0.0632	-0.1185
ENSMUSG00000027227	0.2026	0.2029	0.0010	0.2175	0.2021	0.6471
ENSMUSG00000027230	-0.0124	0.1977	-0.0891	0.1682	-0.9287	-0.0229
ENSMUSG00000027244	0.4438	0.2969	-0.3748	-0.1042	-0.2031	-0.4027
ENSMUSG00000027246	-0.9667	0.0384	-0.7730	-1.0906	-1.6486	-0.6702
ENSMUSG00000027248	0.0111	0.0137	0.1206	-0.5038	0.0698	0.5225
ENSMUSG00000027249	0.2867	0.2461	0.2827	-0.4873	0.2988	-0.5311
ENSMUSG00000027254	0.2695	0.2247	0.1307	-0.3115	-0.2112	-0.2254
ENSMUSG00000027255	-0.4048	-0.2531	-1.0492	-1.0358	-1.0499	-1.3250
ENSMUSG00000027261	-0.7400	-0.4001	0.3924	0.4512	0.5323	-0.1496
ENSMUSG00000027273	-0.1615	-0.1263	-0.3724	-0.1651	-0.3653	-0.2016
ENSMUSG00000027276	-0.4437	0.1936	-0.1569	0.0841	0.7396	-0.2000
ENSMUSG00000027287	-0.0535	-0.0399	-0.0644	-0.7015	-0.1091	-0.2853
ENSMUSG00000027291	0.2648	-0.1122	-0.0941	0.2032	0.2273	-0.1766
ENSMUSG00000027293	-0.3978	0.0016	0.7912	0.2532	0.7701	0.2229
ENSMUSG00000027296	-0.3444	-0.3415	0.2591	0.0929	-0.6775	-0.2968
ENSMUSG00000027298	0.2041	0.8637	0.1594	1.0901	1.3050	0.7797
ENSMUSG00000027300	-0.4593	-0.5779	0.0093	0.0803	0.0375	0.1307
ENSMUSG00000027301	0.2843	-0.0874	-0.1144	-0.1313	0.1045	-0.1079
ENSMUSG00000027305	-0.3360	0.1193	0.3656	-0.0876	-0.2347	-0.0969
ENSMUSG00000027313	-0.2676	0.2598	0.3358	0.5039	0.6031	0.5862
ENSMUSG00000027314	-0.0864	0.0107	0.4546	0.4582	0.3471	-0.2859
ENSMUSG00000027315	-0.0295	-0.1997	-0.5597	0.4624	0.1855	0.0403
ENSMUSG00000027322	-0.5739	-0.1554	-0.3782	0.1376	0.4012	-0.1012
ENSMUSG00000027323	-0.0609	0.3330	-0.4422	-0.3344	0.3250	-0.1401
ENSMUSG00000027326	-0.0710	0.3602	0.2791	0.2165	-0.1292	0.8269
ENSMUSG00000027330	0.1238	-0.2015	-0.1419	0.6095	0.2992	0.0236
ENSMUSG00000027332	-0.3962	0.0743	0.1414	-0.1226	0.0387	-0.1655
ENSMUSG00000027333	-0.0362	0.0505	-0.2326	0.1115	-0.2620	0.1949
ENSMUSG00000027335	-0.0846	0.3127	-0.0078	0.1663	0.1207	0.4024
ENSMUSG00000027339	-0.2101	-0.3951	-0.1172	0.3020	-0.1052	0.0009
ENSMUSG00000027342	-0.3089	0.1375	-0.4854	0.4366	0.0491	-0.3107
ENSMUSG00000027346	-0.1681	-0.0395	0.4560	0.4670	-0.5615	0.4217
ENSMUSG00000027347	-0.3573	-0.0066	0.1950	0.0362	-0.0325	0.1437
ENSMUSG00000027357	0.3208	0.1902	0.0938	0.4690	-0.3453	-0.2435
ENSMUSG00000027358	-0.1743	-0.0131	0.0966	-0.0853	0.5596	0.0781
ENSMUSG00000027359	0.1339	-0.2473	0.5711	-0.0406	0.3332	-0.3250
ENSMUSG00000027360	0.0472	-0.3087	-0.6277	0.1592	0.1743	-0.3343
ENSMUSG00000027363	0.3015	0.2554	-0.5583	-0.6823	-0.4463	-0.3921
ENSMUSG00000027365	-0.0869	0.3762	-0.2409	-0.1049	-0.1338	-0.9042
ENSMUSG00000027368	0.4952	0.2806	-0.1124	-0.2145	-0.6172	-0.5974
ENSMUSG00000027374	-0.4198	0.2904	-0.3322	-0.2477	-0.2941	-0.8201
ENSMUSG00000027379	0.1871	0.1276	0.3089	-0.2738	-0.2573	-0.5822
ENSMUSG00000027381	-0.4610	0.0419	-0.1127	0.0591	-0.4971	-0.2709
ENSMUSG00000027384	0.5074	-0.4880	-0.0398	0.2151	0.0870	-0.2556
ENSMUSG00000027395	-0.1138	0.3097	-0.2050	-0.4525	-0.4066	-0.1831
ENSMUSG00000027398	0.2753	0.2684	-0.4541	0.2074	0.2138	0.3415
ENSMUSG00000027399	-0.0431	-0.1902	-0.1035	-0.1346	0.1923	0.0109
ENSMUSG00000027400	-0.3127	-0.1325	-0.4203	-0.1211	0.1354	-0.2538
ENSMUSG00000027401	1.1791	1.3379	1.5743	1.7714	2.7198	2.5437
ENSMUSG00000027404	-0.4141	-0.9877	-1.1398	-1.3284	-1.2636	-1.6925
ENSMUSG00000027405	0.0627	0.1039	0.5573	0.2874	0.0899	0.1227
ENSMUSG00000027406	-0.4257	-0.1214	0.2498	0.3974	0.0999	0.2136
ENSMUSG00000027411	-0.3398	-0.1601	0.2636	0.5663	-0.4455	0.3752
ENSMUSG00000027412	0.0589	-0.6505	-0.4096	-0.0229	-0.2349	-0.2101
ENSMUSG00000027422	0.1243	-0.6737	-0.2045	-0.0962	-0.4736	0.2679
ENSMUSG00000027423	-0.2852	0.3328	-0.0090	-0.1154	0.1078	0.1682
ENSMUSG00000027427	0.1154	0.2220	-0.0916	-0.0918	0.0716	-0.6102
ENSMUSG00000027429	0.3370	0.3725	0.3028	0.1141	-0.0053	-0.0058
ENSMUSG00000027433	0.5652	-0.1834	0.2843	-0.1970	-0.0119	0.1554
ENSMUSG00000027434	-0.0415	0.5410	-0.3900	0.1576	-0.1084	-0.2113
ENSMUSG00000027447	-0.2194	-0.1805	0.0770	-0.4566	-0.4591	-0.1485
ENSMUSG00000027452	0.6682	-0.1810	-0.2463	0.0657	-0.5270	0.6903
ENSMUSG00000027455	-0.3161	-0.2382	-0.4108	-0.2531	0.3468	-0.0884
ENSMUSG00000027460	0.2127	-0.6049	0.1532	-0.3033	0.7383	0.1677
ENSMUSG00000027463	0.6597	0.0470	-0.2000	0.4651	0.7610	-0.4061
ENSMUSG00000027466	0.6205	-0.2256	-0.5402	0.1866	-0.4213	0.0044
ENSMUSG00000027470	0.1083	0.3135	-0.1415	-0.4235	-0.2626	-0.3869
ENSMUSG00000027475	0.7711	0.1729	0.2129	-0.2851	-0.2050	0.1099
ENSMUSG00000027478	0.3538	0.0697	0.6476	-0.1156	0.0689	0.2516
ENSMUSG00000027488	0.0027	-0.1268	0.1288	0.2899	-0.0950	-0.5583
ENSMUSG00000027490	0.5587	0.1054	-0.3660	-0.2263	0.2146	0.0668
ENSMUSG00000027496	0.5426	-0.3901	-0.2518	-0.4518	-0.2806	0.2832
ENSMUSG00000027498	0.2095	-0.4460	0.5336	0.1922	-0.2061	0.0514
ENSMUSG00000027499	0.2339	0.1926	-0.3028	-0.2233	-0.0004	0.0775
ENSMUSG00000027509	-0.0860	0.2231	0.2428	-0.2523	-0.1515	0.1015
ENSMUSG00000027513	0.6631	0.0099	0.1380	-0.4360	0.0981	0.2128
ENSMUSG00000027514	0.2533	0.0988	0.1002	-0.1761	0.5221	0.0759
ENSMUSG00000027519	0.1417	0.1100	0.9904	-0.2776	-0.0702	0.0497
ENSMUSG00000027522	-0.0055	0.1394	-0.1826	-0.3732	0.2170	0.6150
ENSMUSG00000027523	0.1454	0.2165	0.8127	0.3747	0.2553	-0.0264
ENSMUSG00000027524	0.2097	-0.1290	-0.4070	-0.2043	-0.1212	0.0340
ENSMUSG00000027531	0.0834	-0.3495	-0.2187	0.1527	0.1786	-0.4634
ENSMUSG00000027533	0.4863	-0.1827	-0.4799	-0.5009	0.1237	-0.3418
ENSMUSG00000027536	0.0215	0.3520	-0.3585	-0.1890	-0.3148	-0.1288
ENSMUSG00000027540	0.3811	0.3144	0.0389	0.5006	-0.2455	0.3875
ENSMUSG00000027544	0.2184	-0.1134	-0.1031	-0.1578	-0.0073	-0.1035
ENSMUSG00000027552	0.6740	0.1377	-0.1733	-0.6312	-0.8423	0.5595
ENSMUSG00000027555	0.1633	0.0159	0.0327	-0.1732	0.4539	-0.3978
ENSMUSG00000027556	0.1439	0.0310	0.5416	0.0574	-0.2290	0.0923
ENSMUSG00000027559	0.7241	-0.4019	0.5770	0.3141	-0.5037	0.4200
ENSMUSG00000027562	-0.1128	-0.2331	0.1322	0.6487	0.2617	-0.4195
ENSMUSG00000027566	-0.5085	-0.5015	0.5480	-0.2223	-0.0903	-0.4622
ENSMUSG00000027568	0.7990	0.8365	0.7391	1.2346	1.3971	0.7387
ENSMUSG00000027569	0.5400	-0.3738	0.0269	0.2528	0.0825	-0.6566
ENSMUSG00000027570	-0.1782	-0.2922	0.8095	0.5140	0.0201	-0.0673
ENSMUSG00000027575	-1.4037	-0.6584	-1.3314	-0.8342	-1.1677	-1.7868
ENSMUSG00000027577	-0.1732	0.5405	0.3542	-0.1112	-0.1250	0.1669
ENSMUSG00000027584	0.7832	0.6488	1.2096	0.5763	0.8677	1.8813
ENSMUSG00000027596	-0.8996	-0.0004	-0.1051	-0.3485	-0.0434	0.0258
ENSMUSG00000027597	0.0188	0.2805	-0.5985	0.1593	-0.2540	-0.1162
ENSMUSG00000027598	-0.1555	-0.9075	-1.0875	-1.0923	-0.6945	-2.0421
ENSMUSG00000027602	-0.1240	0.3700	0.6207	0.0906	0.2806	-0.1768
ENSMUSG00000027603	-0.1449	-0.1423	-0.4158	-0.3963	0.7879	-0.1351
ENSMUSG00000027605	0.5096	0.5811	0.9533	1.2089	1.4232	1.2963
ENSMUSG00000027606	-0.0494	0.2615	-0.5054	-0.5221	0.4442	0.4241
ENSMUSG00000027610	-0.1477	-0.0948	0.0786	0.0043	-0.0533	0.0513
ENSMUSG00000027611	0.3717	-0.0116	-0.5021	-0.0475	-0.0579	-0.2642
ENSMUSG00000027612	-0.1433	-0.3370	-0.3565	0.0045	0.0617	-0.3521
ENSMUSG00000027613	-0.0065	-0.1120	-0.8405	0.1372	0.1653	0.4601
ENSMUSG00000027618	-0.0706	-0.1080	-0.3726	-0.1900	-0.3125	-0.4098
ENSMUSG00000027624	-0.0276	-0.2951	0.0462	-0.0029	0.2241	-0.1617
ENSMUSG00000027630	-0.3443	0.6199	-0.5052	-0.1739	-0.4377	-0.6262
ENSMUSG00000027639	0.4835	0.2221	0.3236	0.5907	0.4111	-0.3257
ENSMUSG00000027641	-0.4378	-0.0757	0.1559	0.0314	-0.3587	-0.3073
ENSMUSG00000027642	0.4175	0.4565	-0.5475	0.2669	-0.1454	0.2095
ENSMUSG00000027643	-0.1471	0.5807	-0.0721	0.2578	0.0239	0.1555
ENSMUSG00000027646	-0.4178	0.3027	-0.1899	0.0020	0.1843	-0.0725
ENSMUSG00000027649	0.7669	-0.0769	-0.2826	0.0519	0.3331	-0.1392
ENSMUSG00000027650	0.0384	0.4740	0.5156	-0.2059	0.5798	0.7064
ENSMUSG00000027652	0.2741	0.3819	-0.2389	0.3720	-0.1035	-0.6967
ENSMUSG00000027660	-0.3830	0.4644	-0.0784	-0.3353	0.3379	0.0184
ENSMUSG00000027663	-0.2287	-0.0452	-0.0027	-0.0378	-0.3504	0.1210
ENSMUSG00000027665	-0.5615	-0.6580	0.3463	-0.7637	-0.2562	-0.6181
ENSMUSG00000027668	-0.0583	0.5260	-0.0657	-0.4324	-0.2769	-0.0384
ENSMUSG00000027669	0.3144	-0.3928	-0.5807	-0.2694	0.5633	0.2419
ENSMUSG00000027671	0.4071	-0.4755	0.1604	0.1511	-0.2330	0.6236
ENSMUSG00000027673	-0.1867	-0.0244	-0.0169	-0.0296	-0.0863	-0.4529
ENSMUSG00000027674	-0.4226	0.3543	0.2546	0.4655	0.2050	0.4211
ENSMUSG00000027678	0.1356	0.3730	-0.5447	-0.3554	-0.3876	-0.2605
ENSMUSG00000027684	-0.3328	-0.1824	-0.2142	-0.1078	0.1047	-0.5010
ENSMUSG00000027690	0.0647	-0.0771	0.0718	-0.3045	-0.4715	0.0706
ENSMUSG00000027695	-0.3199	-0.2624	0.2489	-0.3460	-0.1125	-0.0978
ENSMUSG00000027698	0.1661	0.1249	0.1368	-0.2371	0.3438	-0.0169
ENSMUSG00000027706	0.1787	-0.0440	0.3173	-0.3364	-0.6680	-0.0986
ENSMUSG00000027709	0.5350	-0.2228	-0.3341	-0.1817	-0.2755	0.6233
ENSMUSG00000027714	-0.1492	0.2174	-0.4194	0.0250	-0.3254	0.2885
