Target	Regulator
ENSMUSG00000062309	mmu-miR-217-5p
ENSMUSG00000062309	mmu-miR-223-5p
ENSMUSG00000062309	mmu-miR-234-5p
ENSMUSG00000062649	mmu-miR-217-5p
ENSMUSG00000062649	mmu-miR-218-5p
ENSMUSG00000062649	mmu-miR-235-5p
ENSMUSG00000063358	mmu-miR-202-5p
ENSMUSG00000063358	mmu-miR-234-5p
ENSMUSG00000063358	mmu-miR-238-5p
ENSMUSG00000063362	mmu-miR-213-5p
ENSMUSG00000063362	mmu-miR-231-5p
ENSMUSG00000063362	mmu-miR-238-5p
ENSMUSG00000064356	mmu-miR-203-5p
ENSMUSG00000064356	mmu-miR-233-5p
ENSMUSG00000064356	mmu-miR-234-5p
ENSMUSG00000064357	mmu-miR-219-5p
ENSMUSG00000064357	mmu-miR-235-5p
ENSMUSG00000064357	mmu-miR-238-5p
ENSMUSG00000064360	mmu-miR-205-5p
ENSMUSG00000064360	mmu-miR-206-5p
ENSMUSG00000064360	mmu-miR-213-5p
ENSMUSG00000064460	mmu-miR-202-5p
ENSMUSG00000064460	mmu-miR-210-5p
ENSMUSG00000064460	mmu-miR-234-5p
ENSMUSG00000065096	mmu-miR-229-5p
ENSMUSG00000065096	mmu-miR-230-5p
ENSMUSG00000065096	mmu-miR-235-5p
ENSMUSG00000065373	mmu-miR-214-5p
ENSMUSG00000065373	mmu-miR-221-5p
ENSMUSG00000065373	mmu-miR-222-5p
ENSMUSG00000065472	mmu-miR-202-5p
ENSMUSG00000065472	mmu-miR-227-5p
ENSMUSG00000065472	mmu-miR-234-5p
ENSMUSG00000065604	mmu-miR-206-5p
ENSMUSG00000065604	mmu-miR-213-5p
ENSMUSG00000065604	mmu-miR-238-5p
ENSMUSG00000065843	mmu-miR-225-5p
ENSMUSG00000065843	mmu-miR-231-5p
ENSMUSG00000065843	mmu-miR-234-5p
ENSMUSG00000066257	mmu-miR-223-5p
ENSMUSG00000066257	mmu-miR-235-5p
ENSMUSG00000066257	mmu-miR-238-5p
ENSMUSG00000067341	mmu-miR-218-5p
ENSMUSG00000067341	mmu-miR-222-5p
ENSMUSG00000067341	mmu-miR-226-5p
ENSMUSG00000069495	mmu-miR-205-5p
ENSMUSG00000069495	mmu-miR-210-5p
ENSMUSG00000069495	mmu-miR-213-5p
ENSMUSG00000070570	mmu-miR-202-5p
ENSMUSG00000070570	mmu-miR-207-5p
ENSMUSG00000070570	mmu-miR-238-5p
ENSMUSG00000071650	mmu-miR-225-5p
ENSMUSG00000071650	mmu-miR-226-5p
ENSMUSG00000071650	mmu-miR-235-5p
ENSMUSG00000073557	mmu-miR-234-5p
ENSMUSG00000073557	mmu-miR-237-5p
ENSMUSG00000073557	mmu-miR-239-5p
ENSMUSG00000073725	mmu-miR-205-5p
ENSMUSG00000073725	mmu-miR-218-5p
ENSMUSG00000073725	mmu-miR-224-5p
ENSMUSG00000073792	mmu-miR-213-5p
ENSMUSG00000073792	mmu-miR-217-5p
ENSMUSG00000073792	mmu-miR-232-5p
ENSMUSG00000073917	mmu-miR-222-5p
ENSMUSG00000073917	mmu-miR-227-5p
ENSMUSG00000073917	mmu-miR-230-5p
ENSMUSG00000073938	mmu-miR-202-5p
ENSMUSG00000073938	mmu-miR-215-5p
ENSMUSG00000073938	mmu-miR-219-5p
ENSMUSG00000074892	mmu-miR-215-5p
ENSMUSG00000074892	mmu-miR-217-5p
ENSMUSG00000074892	mmu-miR-232-5p
ENSMUSG00000075097	mmu-miR-218-5p
ENSMUSG00000075097	mmu-miR-235-5p
ENSMUSG00000075097	mmu-miR-238-5p
ENSMUSG00000075470	mmu-miR-210-5p
ENSMUSG00000075470	mmu-miR-226-5p
ENSMUSG00000075470	mmu-miR-236-5p
ENSMUSG00000077783	mmu-miR-225-5p
ENSMUSG00000077783	mmu-miR-226-5p
ENSMUSG00000077783	mmu-miR-233-5p
ENSMUSG00000078735	mmu-miR-200-5p
ENSMUSG00000078735	mmu-miR-215-5p
ENSMUSG00000078735	mmu-miR-222-5p
ENSMUSG00000079434	mmu-miR-213-5p
ENSMUSG00000079434	mmu-miR-214-5p
ENSMUSG00000079434	mmu-miR-217-5p
ENSMUSG00000079554	mmu-miR-213-5p
ENSMUSG00000079554	mmu-miR-230-5p
ENSMUSG00000079554	mmu-miR-231-5p
ENSMUSG00000081836	mmu-miR-206-5p
ENSMUSG00000081836	mmu-miR-210-5p
ENSMUSG00000081836	mmu-miR-214-5p
ENSMUSG00000084551	mmu-miR-211-5p
ENSMUSG00000084551	mmu-miR-219-5p
ENSMUSG00000084551	mmu-miR-226-5p
ENSMUSG00000084740	mmu-miR-203-5p
ENSMUSG00000084740	mmu-miR-222-5p
ENSMUSG00000084740	mmu-miR-233-5p
ENSMUSG00000090919	mmu-miR-202-5p
ENSMUSG00000090919	mmu-miR-233-5p
ENSMUSG00000090919	mmu-miR-238-5p
ENSMUSG00000093866	mmu-miR-214-5p
ENSMUSG00000093866	mmu-miR-218-5p
ENSMUSG00000093866	mmu-miR-235-5p
ENSMUSG00000095765	mmu-miR-227-5p
ENSMUSG00000095765	mmu-miR-230-5p
ENSMUSG00000095765	mmu-miR-233-5p
ENSMUSG00000096773	mmu-miR-210-5p
ENSMUSG00000096773	mmu-miR-226-5p
ENSMUSG00000096773	mmu-miR-234-5p
ENSMUSG00000101819	mmu-miR-202-5p
ENSMUSG00000101819	mmu-miR-214-5p
ENSMUSG00000101819	mmu-miR-235-5p
ENSMUSG00000103523	mmu-miR-210-5p
ENSMUSG00000103523	mmu-miR-218-5p
ENSMUSG00000103523	mmu-miR-219-5p
ENSMUSG00000106147	mmu-miR-211-5p
ENSMUSG00000106147	mmu-miR-225-5p
ENSMUSG00000106147	mmu-miR-234-5p
ENSMUSG00000107573	mmu-miR-211-5p
ENSMUSG00000107573	mmu-miR-234-5p
ENSMUSG00000107573	mmu-miR-238-5p
ENSMUSG00000108995	mmu-miR-227-5p
ENSMUSG00000108995	mmu-miR-234-5p
ENSMUSG00000108995	mmu-miR-237-5p
ENSMUSG00000110648	mmu-miR-227-5p
ENSMUSG00000110648	mmu-miR-235-5p
ENSMUSG00000110648	mmu-miR-236-5p
ENSMUSG00000113247	mmu-miR-201-5p
ENSMUSG00000113247	mmu-miR-229-5p
ENSMUSG00000113247	mmu-miR-238-5p
ENSMUSG00000116648	mmu-miR-202-5p
ENSMUSG00000116648	mmu-miR-218-5p
ENSMUSG00000116648	mmu-miR-226-5p
ENSMUSG00000118664	mmu-miR-221-5p
ENSMUSG00000118664	mmu-miR-223-5p
ENSMUSG00000118664	mmu-miR-236-5p
ENSMUSG00000118793	mmu-miR-219-5p
ENSMUSG00000118793	mmu-miR-235-5p
ENSMUSG00000118793	mmu-miR-238-5p
ENSMUSG00000118798	mmu-miR-202-5p
ENSMUSG00000118798	mmu-miR-207-5p
ENSMUSG00000118798	mmu-miR-234-5p
ENSMUSG00000118848	mmu-miR-218-5p
ENSMUSG00000118848	mmu-miR-219-5p
ENSMUSG00000118848	mmu-miR-223-5p
ENSMUSG00000119171	mmu-miR-201-5p
ENSMUSG00000119171	mmu-miR-214-5p
ENSMUSG00000119171	mmu-miR-226-5p
ENSMUSG00000119273	mmu-miR-211-5p
ENSMUSG00000119273	mmu-miR-230-5p
ENSMUSG00000119273	mmu-miR-234-5p
ENSMUSG00000119376	mmu-miR-206-5p
ENSMUSG00000119376	mmu-miR-215-5p
ENSMUSG00000119376	mmu-miR-225-5p
ENSMUSG00000119380	mmu-miR-215-5p
ENSMUSG00000119380	mmu-miR-218-5p
ENSMUSG00000119380	mmu-miR-237-5p
ENSMUSG00000119892	mmu-miR-203-5p
ENSMUSG00000119892	mmu-miR-230-5p
ENSMUSG00000119892	mmu-miR-234-5p
ENSMUSG00000119920	mmu-miR-202-5p
ENSMUSG00000119920	mmu-miR-205-5p
ENSMUSG00000119920	mmu-miR-225-5p
ENSMUSG00002075357	mmu-miR-210-5p
ENSMUSG00002075357	mmu-miR-214-5p
ENSMUSG00002075357	mmu-miR-234-5p
