#geneID	T00h	T02h	T06h	T12h	T18h	T24h
ENSMUSG00000021033	0.3904	0.1824	0.0970	0.5069	-0.1916	0.1353
ENSMUSG00000021039	0.1270	0.4349	-0.6281	-0.2065	-0.0355	-0.3319
ENSMUSG00000021067	-0.0178	-0.4145	-1.0107	-0.0618	-0.3799	0.6325
ENSMUSG00000021120	0.2934	0.0889	-0.4360	0.1168	-0.0759	-0.0554
ENSMUSG00000021130	0.1324	0.0850	0.2554	-0.0649	0.5500	-0.5862
ENSMUSG00000021134	-0.9444	-0.1354	-0.7828	-1.2538	-1.3234	-1.1505
ENSMUSG00000021180	-0.0537	0.3147	-0.6271	0.2558	-0.2022	0.4740
ENSMUSG00000021207	-0.2034	0.1624	-0.7693	-0.2127	0.2531	-0.0289
ENSMUSG00000021221	-0.1310	0.5829	-0.3415	-0.1690	0.2546	0.1669
ENSMUSG00000021224	-0.4276	0.6580	0.0038	-0.0419	0.6584	-0.2416
ENSMUSG00000021236	-0.1577	-0.0685	-0.7389	-0.3110	0.0966	0.0984
ENSMUSG00000021240	-1.1308	-2.1350	-1.1655	-1.5436	-2.7438	-2.3843
ENSMUSG00000021262	0.3830	0.3648	-0.9627	0.1290	0.3162	-0.3174
ENSMUSG00000021266	1.9133	1.3079	1.5111	2.3609	2.3150	2.6802
ENSMUSG00000021277	0.1464	-0.1166	0.0905	0.0143	0.5724	0.1397
ENSMUSG00000021302	1.3450	1.9228	1.2141	1.7936	1.7987	2.5135
ENSMUSG00000021311	1.0055	0.9069	1.9447	2.5261	2.5575	2.3928
ENSMUSG00000021313	0.5752	-0.3933	-0.1350	-0.4429	-0.3972	0.0811
ENSMUSG00000021318	-0.0567	0.5178	0.2012	-0.2821	-0.0615	0.1469
ENSMUSG00000021356	-0.0942	-0.0132	0.1476	-0.1364	-0.0495	-0.3843
ENSMUSG00000021362	-0.1541	0.5028	-0.0764	-0.0929	-0.2177	0.5663
ENSMUSG00000021364	0.8814	-0.4126	-0.7010	-0.0961	-0.0831	-0.2858
ENSMUSG00000021379	0.0347	-0.1196	-0.1907	0.3972	-0.3032	0.0591
ENSMUSG00000021403	-0.1563	-1.0119	-1.2527	-1.4199	-1.3356	-0.9865
ENSMUSG00000021428	0.4233	-0.2273	0.3761	0.1125	-0.0314	-0.0249
ENSMUSG00000021464	-0.2664	-0.2843	-0.2731	-0.1428	0.0116	0.1840
ENSMUSG00000021468	0.4264	0.1657	-0.1423	-0.3720	-0.4167	0.5702
ENSMUSG00000021477	-0.0515	-0.1296	-0.1339	0.3334	0.4964	0.1050
ENSMUSG00000021504	0.9017	1.4434	2.3170	2.0362	2.4292	2.3970
ENSMUSG00000021520	0.3031	-0.5826	0.1513	-0.0479	0.2084	-0.3580
ENSMUSG00000021536	0.2459	0.4448	0.5248	-0.0169	-0.4127	0.0871
ENSMUSG00000021540	0.3090	0.1362	-0.3406	0.0852	0.0457	-0.3811
ENSMUSG00000021546	-0.3537	-0.5077	0.3357	0.4762	-0.1490	-0.3141
ENSMUSG00000021567	0.7970	0.3024	0.0399	-0.0194	-0.4911	-0.1336
ENSMUSG00000021607	0.7512	1.5059	1.5350	1.7409	1.4328	2.7921
ENSMUSG00000021622	0.0434	-0.0012	0.0265	-0.1554	-0.6143	-0.2052
ENSMUSG00000021639	-0.1227	-0.0643	-0.0306	-0.3539	0.0914	-0.4718
ENSMUSG00000021662	-0.2501	-0.8276	0.3524	-0.1680	-0.1048	-0.4456
ENSMUSG00000021670	1.4637	1.6647	0.9570	3.1421	2.4055	2.4130
ENSMUSG00000021678	-0.4078	0.1327	-0.4064	0.2021	-0.0141	0.1671
ENSMUSG00000021686	-0.2563	0.0463	0.0424	0.2166	0.0521	0.4872
ENSMUSG00000021693	0.1331	-0.8297	-0.1159	0.2886	0.4116	0.2825
ENSMUSG00000021701	-0.4302	0.2461	0.0937	-0.1269	0.0184	-0.6185
ENSMUSG00000021702	0.0141	-0.1050	-0.4038	-0.0098	-0.0913	0.0716
ENSMUSG00000021706	0.1470	0.4116	-0.3353	0.4610	0.2065	0.3069
ENSMUSG00000021710	-0.3236	0.0283	-0.8211	0.0055	-0.1549	-0.4759
ENSMUSG00000021721	-0.1200	0.1355	-0.5243	0.0930	0.0911	-0.3225
ENSMUSG00000021770	-0.7125	-1.0026	-0.9007	-0.5880	-1.0914	-1.3230
ENSMUSG00000021771	0.0163	-0.0386	0.0860	-0.2130	-0.2097	-0.0117
ENSMUSG00000021786	-0.4952	-0.0176	0.2714	-0.2345	0.5701	-0.6677
ENSMUSG00000021789	0.2551	0.3123	0.0143	-0.0282	-0.1581	0.1394
ENSMUSG00000021806	-0.0889	0.3773	-0.7067	0.5676	0.2262	-0.3403
ENSMUSG00000021809	-0.0321	0.3385	0.7392	0.2104	0.0495	-0.5615
ENSMUSG00000021814	0.2935	0.0551	-0.0822	0.3180	0.1310	0.3497
ENSMUSG00000021824	-0.3179	0.4799	-0.1238	-0.0418	0.3337	-0.0478
ENSMUSG00000021868	-0.0449	-0.3753	-0.1127	0.1994	-0.6423	-0.3223
ENSMUSG00000021901	0.4845	-0.2111	-0.2065	0.3036	-0.5369	0.0147
ENSMUSG00000021919	-0.1053	0.3306	-0.5236	0.0346	-0.2462	-0.1434
ENSMUSG00000021932	-0.0283	0.1779	0.3984	-0.5085	0.5378	0.0028
ENSMUSG00000021943	-0.5000	0.2233	-0.3357	0.0628	0.1712	0.1517
ENSMUSG00000021981	0.0527	-0.4266	0.1502	0.5507	-0.1411	-0.4583
ENSMUSG00000022052	0.0541	0.0863	0.2563	0.5426	0.0723	0.2692
ENSMUSG00000022061	-0.1924	-0.3428	0.3020	-0.3842	-0.0468	0.0520
ENSMUSG00000022074	-0.1660	-0.4305	0.3495	0.5639	0.1251	0.2368
ENSMUSG00000022094	0.1039	0.1027	0.6496	-0.4963	0.5036	-0.0481
ENSMUSG00000022105	-0.5868	-0.1579	0.2467	0.1788	-0.3727	0.1301
ENSMUSG00000022114	0.0559	0.0536	0.4289	0.2119	-0.1136	-0.5398
ENSMUSG00000022130	-0.2768	0.1324	-0.4456	-0.5452	-0.0068	-0.2223
ENSMUSG00000022149	0.2707	0.6248	0.5862	-0.5004	-0.3303	-0.3029
ENSMUSG00000022150	0.2118	-0.7287	-0.6118	-0.1160	0.1547	-0.1426
ENSMUSG00000022194	0.3632	-0.2536	-0.3916	-0.0655	-0.0254	0.2057
ENSMUSG00000022216	-0.4519	0.3617	-0.0990	-0.1369	-0.4835	0.1312
ENSMUSG00000022220	-0.0463	0.0150	-0.2761	-0.0344	-0.3683	0.1014
ENSMUSG00000022241	0.9292	1.9255	2.0844	1.9611	1.9937	2.2276
ENSMUSG00000022248	-0.5859	0.3912	0.4376	0.0969	-0.2659	0.4039
ENSMUSG00000022262	-0.0654	0.3000	-0.3036	-0.6721	-0.0882	-0.4724
ENSMUSG00000022272	-0.4982	-0.2749	-0.2994	0.4270	-0.3460	-0.0799
ENSMUSG00000022292	-0.2493	-0.1470	0.4333	-0.3256	-0.2686	-0.3938
ENSMUSG00000022309	-0.3242	-0.3051	-0.1151	0.2053	-0.5267	0.0453
ENSMUSG00000022312	-0.2619	0.4580	-0.5063	0.0206	0.5266	0.3383
ENSMUSG00000022314	0.1330	-0.2365	-0.0835	-0.5147	-0.5187	0.1810
ENSMUSG00000022365	-0.2080	0.0222	-0.0058	0.8350	-0.0281	-0.3179
ENSMUSG00000022370	1.0122	1.5782	1.1395	1.5377	2.4162	2.5628
ENSMUSG00000022404	0.1532	0.0349	-0.4380	0.0416	0.2089	-0.1361
ENSMUSG00000022414	0.3416	-0.3408	-0.4806	0.9465	-0.3224	0.4185
ENSMUSG00000022420	0.1269	0.0173	-0.5560	0.1539	-0.1459	-0.2282
ENSMUSG00000022453	0.4175	-0.1390	-0.3914	-0.0379	0.0925	-0.3896
ENSMUSG00000022471	-0.2730	0.1694	0.0985	-0.1116	0.3993	-0.7824
ENSMUSG00000022483	0.4019	-0.2845	0.1525	0.2432	-0.1487	-0.1977
ENSMUSG00000022489	-0.0336	0.0350	0.0577	0.1693	-0.2134	0.3398
ENSMUSG00000022490	0.1918	0.1953	0.3331	-0.4191	-0.1801	-0.0510
ENSMUSG00000022510	0.1927	0.8393	0.3176	0.2807	0.4057	0.2522
ENSMUSG00000022551	-0.3993	0.0465	-0.8610	0.4120	-0.4386	-0.8326
ENSMUSG00000022552	0.1796	0.0014	0.3781	-0.4033	0.2313	-0.4794
ENSMUSG00000022556	-0.8750	0.0169	-0.5031	0.5413	0.1090	0.5261
ENSMUSG00000022574	0.1562	0.2149	0.2124	-0.2681	-0.1929	0.0355
ENSMUSG00000022594	-0.4205	-0.1902	-0.4117	0.3521	0.1604	0.5884
ENSMUSG00000022596	0.4418	0.9628	0.6396	0.5244	1.5192	0.8918
ENSMUSG00000022615	-0.7394	-0.0243	0.1978	-0.1310	-0.2177	0.8423
ENSMUSG00000022623	-0.3663	0.1870	-0.2861	0.1919	0.3485	0.1203
ENSMUSG00000022667	-0.4536	-0.2755	-0.2022	-0.9530	-1.6388	-1.4473
ENSMUSG00000022672	-0.5387	-0.5629	-0.1758	0.2845	0.0896	0.1742
ENSMUSG00000022679	-0.2669	-0.3477	-0.2103	-0.0410	0.0066	0.0170
ENSMUSG00000022686	0.1670	-0.5014	0.2823	-0.0776	-0.0538	0.0757
ENSMUSG00000022706	0.5291	1.8202	1.4947	1.9517	3.4154	3.2291
ENSMUSG00000022711	0.0917	-0.3932	0.2633	0.1501	-0.8032	-0.2994
ENSMUSG00000022751	0.7170	0.1371	0.0652	0.3692	-0.0009	0.1991
ENSMUSG00000022753	-0.3164	-0.0109	0.5561	-0.2306	0.2145	0.3638
ENSMUSG00000022757	0.3244	-0.3532	0.0098	0.0471	0.1320	0.1062
ENSMUSG00000022774	0.0257	-0.4309	-0.3280	-0.3085	0.0338	0.1527
ENSMUSG00000022790	-0.0908	0.1664	0.5421	0.1489	0.1784	0.4350
ENSMUSG00000022792	1.3896	1.6694	1.2630	1.4859	2.4397	2.1855
ENSMUSG00000022808	-0.3660	0.2758	0.1497	-0.2146	0.3777	0.0385
ENSMUSG00000022812	-0.1488	-0.4363	0.3234	-0.5815	-0.2015	0.0489
ENSMUSG00000022814	0.0966	0.1346	-0.7292	-0.0850	0.5712	0.1557
ENSMUSG00000022822	0.1052	-0.2263	-0.4121	0.1099	0.0806	0.1371
ENSMUSG00000022841	0.1018	0.3115	-0.0695	-0.5103	0.2834	-0.2946
ENSMUSG00000022847	-0.2831	-0.5867	-0.1672	-0.3542	-0.0536	-0.3284
ENSMUSG00000022863	0.4411	0.6439	-0.1855	0.1704	0.2791	-0.3123
ENSMUSG00000022965	-0.0852	-0.2500	0.7222	-0.5215	0.7253	0.0272
ENSMUSG00000022986	-0.0003	0.9946	1.1931	0.8755	1.1224	1.3504
ENSMUSG00000022997	-0.1469	0.0270	0.0011	-0.1274	-0.6296	0.1807
ENSMUSG00000023034	0.3222	0.0597	0.2864	-0.5299	-0.1455	0.1941
ENSMUSG00000023039	0.7725	0.4278	-0.1496	0.5611	0.2187	-0.0638
ENSMUSG00000023067	0.4764	0.7177	0.6319	-0.5611	0.2915	-0.2030
ENSMUSG00000023068	1.1516	1.2269	2.0125	1.6441	2.1614	2.6770
ENSMUSG00000023070	0.3767	-0.3278	0.1241	0.2146	-0.4363	0.3043
ENSMUSG00000023078	0.2984	-0.1346	-0.0219	-0.7881	-0.1609	-0.3399
ENSMUSG00000023120	-0.1164	0.2984	0.0101	-0.2549	-0.2618	0.6133
ENSMUSG00000023175	-0.4317	-0.1683	0.5112	0.1192	0.1056	0.1695
ENSMUSG00000023192	-0.4600	-0.1484	0.6662	0.1454	-0.7063	0.0469
ENSMUSG00000023247	-0.5607	-0.3224	-0.2115	-0.2748	0.4795	-0.1919
ENSMUSG00000023262	0.4623	-0.0017	-0.0050	-0.0680	-0.0720	0.0405
ENSMUSG00000023279	-0.1822	-0.4064	0.1860	0.5817	0.1501	0.2827
ENSMUSG00000023393	0.6151	-0.0620	0.1863	0.0465	-0.2085	0.0047
ENSMUSG00000023439	-0.3076	-0.0636	-0.3736	0.2019	-0.0264	0.3076
ENSMUSG00000023452	0.9018	0.8527	0.6865	0.6590	1.2107	0.7921
ENSMUSG00000023456	-0.7945	0.0240	0.2899	-0.7231	-0.2233	-0.2467
ENSMUSG00000023723	1.1758	0.9883	2.3907	2.4696	1.4727	2.1540
ENSMUSG00000023791	-0.3437	-0.8130	-0.5137	-0.7902	-0.6764	-1.1155
ENSMUSG00000023809	0.9464	0.3861	0.4837	1.0094	1.2023	1.4882
ENSMUSG00000023830	-0.0355	0.1081	-0.2707	0.1385	-0.3281	0.4275
ENSMUSG00000023832	-0.8931	-1.0380	-2.0500	-2.1382	-2.2780	-2.3022
ENSMUSG00000023861	0.4674	-0.1810	-0.1949	-0.0577	-0.2644	0.1997
ENSMUSG00000023868	-0.0298	-0.4197	-0.0677	0.6094	-0.2012	0.0067
ENSMUSG00000023903	0.2106	0.3180	0.3039	-0.1934	0.3664	0.5513
ENSMUSG00000023906	-0.0887	-0.0870	-0.1581	-0.0939	0.0231	-0.5022
ENSMUSG00000023913	-0.0702	0.4241	0.4812	-0.0660	0.3298	-0.1618
ENSMUSG00000023915	0.2898	0.5659	-0.0470	0.3045	0.1620	0.4139
ENSMUSG00000023921	0.3205	1.6463	1.9363	2.7818	2.3836	2.1015
ENSMUSG00000023932	0.5464	-0.0186	-0.3684	0.5194	-0.3691	-0.2862
ENSMUSG00000023938	-0.3254	0.2169	0.0956	-0.0241	0.2427	0.1861
ENSMUSG00000023939	1.2000	1.4147	2.0203	2.0710	1.7734	2.5440
ENSMUSG00000023940	0.6099	0.2796	-0.3330	0.0480	-0.0871	0.5536
ENSMUSG00000023944	-0.3499	-0.6325	-0.5339	-0.9818	-1.3443	-0.6767
ENSMUSG00000023947	0.2790	-0.5003	-0.0228	-0.3417	0.1340	-0.1901
ENSMUSG00000023967	1.0093	1.4854	1.3095	1.9039	2.0983	2.8764
ENSMUSG00000023999	0.4622	-0.1483	-0.1550	0.2671	-0.4914	0.3516
ENSMUSG00000024007	0.0118	0.2315	-0.2112	-0.0787	0.0494	0.4838
ENSMUSG00000024026	-0.4172	0.2935	-0.1719	0.4760	-0.1272	0.0375
ENSMUSG00000024041	-0.4362	-0.5127	0.4261	-0.3673	0.9022	-0.0855
ENSMUSG00000024064	-0.1324	0.8370	-0.7724	-0.7283	-0.0598	0.2844
ENSMUSG00000024087	0.3738	0.4783	0.1692	-0.9879	0.1109	-0.1643
ENSMUSG00000024109	-0.5354	-0.2201	0.0641	0.0277	0.1337	-0.1875
ENSMUSG00000024112	0.0604	1.0620	0.3943	0.3500	-0.1397	0.3045
ENSMUSG00000024131	0.2675	0.1988	0.4621	-0.2929	0.0645	-0.6405
ENSMUSG00000024142	0.4873	-0.2280	0.4037	-0.1552	-0.0109	0.4220
ENSMUSG00000024154	-0.8136	-0.4620	-1.1186	-1.5559	-0.8893	-0.8637
ENSMUSG00000024170	0.6822	0.1045	0.8563	1.0805	0.5095	1.0789
ENSMUSG00000024172	-0.3847	-0.4346	0.3515	0.3157	-0.7401	0.2364
ENSMUSG00000024181	1.4218	1.5186	2.5094	2.0138	2.0093	3.1637
ENSMUSG00000024209	0.2553	-0.3086	0.0243	-0.2950	-0.0729	-0.2935
ENSMUSG00000024220	1.6318	1.6672	1.8046	2.3672	1.7906	2.2437
ENSMUSG00000024241	-0.3789	0.5710	0.0026	-0.1847	0.1370	0.6568
ENSMUSG00000024325	-0.4279	-0.4319	-0.1267	-0.1452	0.1416	-0.1798
ENSMUSG00000024327	0.1366	-0.1710	-0.3255	-0.3219	-0.0824	0.1859
ENSMUSG00000024331	-0.4160	0.1917	-0.1546	0.0948	-0.2740	-0.1798
ENSMUSG00000024338	0.3719	-0.5949	-0.0259	0.0650	0.4236	-0.7243
ENSMUSG00000024339	0.1066	0.8574	-0.5578	-0.1265	-0.0606	-0.1221
ENSMUSG00000024371	0.2371	0.7995	0.1111	-0.0933	-0.8542	-0.0076
ENSMUSG00000024399	0.1666	-0.0409	0.0823	0.2061	0.4029	0.1321
ENSMUSG00000024402	0.1451	-0.0789	0.0484	-0.2968	-0.0674	0.1240
ENSMUSG00000024436	0.7257	1.4959	1.9394	2.8392	2.4362	2.5134
ENSMUSG00000024456	0.2222	0.2859	-0.0821	0.0617	-0.1167	-0.4486
ENSMUSG00000024472	0.2012	0.3290	0.1960	0.2574	0.2421	-0.0246
ENSMUSG00000024493	1.7848	1.9757	1.2684	1.8662	2.8727	2.9587
ENSMUSG00000024510	0.2413	-0.1894	-0.4743	0.4553	0.1888	-0.2329
ENSMUSG00000024578	-0.5034	-0.2751	0.0159	-0.3160	0.2982	-0.1496
ENSMUSG00000024587	-0.0985	0.1344	-0.1228	-0.2340	-0.4403	0.0244
ENSMUSG00000024593	0.2766	-0.1322	0.2684	-0.1803	0.1056	0.4344
ENSMUSG00000024603	-0.1310	0.2857	0.3528	0.1998	-0.4136	0.3153
ENSMUSG00000024608	1.4519	1.8100	1.6466	1.6306	2.0873	2.5533
ENSMUSG00000024665	0.2033	-0.2858	-0.0390	-0.2057	0.9511	-0.4402
ENSMUSG00000024680	0.1185	-0.0570	0.2828	0.1100	0.6614	-0.7579
ENSMUSG00000024683	-1.2691	-2.2298	-1.7088	-2.0126	-2.2300	-2.2004
ENSMUSG00000024772	0.2444	0.6214	0.2641	0.2896	-0.2806	0.0709
ENSMUSG00000024789	-0.0419	0.1245	-0.4180	0.2171	-0.0792	0.0956
ENSMUSG00000024799	-0.4794	0.2645	-0.6233	-0.0866	0.2427	-0.6145
ENSMUSG00000024803	0.5459	-0.6614	0.3294	0.1119	-0.2874	-0.0546
ENSMUSG00000024829	-1.1618	-1.3145	-1.6702	-1.4189	-2.0887	-2.6487
ENSMUSG00000024830	0.1879	-0.1295	0.3170	0.2396	-0.0406	-0.1737
ENSMUSG00000024853	-0.4758	-0.4421	0.1439	-0.6735	-0.0857	0.2209
ENSMUSG00000024868	0.0963	0.0090	-0.3545	0.3301	-0.9408	-0.3675
ENSMUSG00000024870	-0.1612	-0.3759	-0.0822	-0.4409	0.1649	-0.2063
ENSMUSG00000024891	0.6892	-0.2768	-0.2565	0.0999	-0.2623	0.4845
ENSMUSG00000024896	0.4992	0.0378	0.0593	0.3785	-0.0154	0.5799
ENSMUSG00000024902	1.0568	1.7639	1.7076	1.6050	2.5517	1.9845
ENSMUSG00000024924	-0.6149	0.2554	0.5900	0.4947	0.1629	0.1489
ENSMUSG00000024976	-0.8226	-0.9493	-0.8324	-1.1802	-1.1211	-0.7131
ENSMUSG00000025003	-0.0360	-0.3150	-0.1081	-0.6735	0.5176	0.3617
ENSMUSG00000025019	0.6460	0.1158	0.0803	-0.3423	0.3829	-0.6836
ENSMUSG00000025020	0.2886	0.9724	-0.0272	-0.5432	0.0595	-0.0856
ENSMUSG00000025049	0.6264	0.0253	0.0330	0.6771	-0.0206	-0.1347
ENSMUSG00000025059	0.0873	-0.2526	0.8606	-0.2659	0.3815	-0.0548
ENSMUSG00000025060	-0.3731	-0.3593	-0.2163	0.3500	0.2324	-0.0097
ENSMUSG00000025069	-0.0415	-0.3187	-0.2608	-0.0865	0.2481	-0.2690
ENSMUSG00000025091	0.5423	-0.4975	0.1151	0.6649	-0.4689	-0.7015
ENSMUSG00000025094	-0.5930	0.3207	-0.0422	-0.3556	0.4022	-0.6356
ENSMUSG00000025144	0.1702	-0.4831	0.5467	-0.0416	-0.0296	-0.2283
ENSMUSG00000025163	0.1383	-0.4358	-0.0697	-0.1279	0.0749	0.4565
ENSMUSG00000025172	-0.2112	-0.5416	-0.2744	-0.1248	0.1434	-0.3538
ENSMUSG00000025178	-0.4092	-0.3184	0.1634	0.1224	0.1787	0.4589
ENSMUSG00000025208	0.7023	1.1494	1.7048	1.4586	1.9528	2.5032
ENSMUSG00000025225	-0.0097	-0.1063	-0.7025	-0.3580	0.3362	0.1635
ENSMUSG00000025277	-0.2201	-0.0110	-0.2527	0.1639	0.0160	-0.0689
ENSMUSG00000025290	0.9485	1.7577	1.4022	2.3682	2.9313	2.1871
ENSMUSG00000025321	-0.3565	-0.0770	-0.4874	-0.5532	-0.3697	0.6821
ENSMUSG00000025340	0.2269	0.5362	-0.1483	-0.0536	0.8788	-0.1127
ENSMUSG00000025351	-0.1206	-0.0961	-0.0115	0.5543	-0.1700	0.0863
ENSMUSG00000025357	-0.4910	-0.1963	-0.2868	-0.4489	0.0013	-0.1530
ENSMUSG00000025362	-1.1578	-1.6860	-1.0388	-1.8652	-2.2437	-2.0104
ENSMUSG00000025373	-0.0871	0.2536	0.4004	0.0023	-0.0007	-0.3775
ENSMUSG00000025384	0.0692	-0.2872	0.6227	-0.1903	0.0479	0.6123
ENSMUSG00000025401	-0.8513	-0.4276	0.3222	-0.4499	0.0562	0.2486
ENSMUSG00000025409	0.4799	0.1833	-0.2522	0.2180	-0.0646	-0.1500
ENSMUSG00000025477	0.0375	0.5499	0.1562	-0.2826	-0.1721	-0.1225
ENSMUSG00000025487	-0.3354	0.5438	-0.2334	-0.1460	0.2571	-0.5453
ENSMUSG00000025508	-1.2121	-1.5730	-1.6469	-1.8947	-2.4927	-2.5876
ENSMUSG00000025515	0.3325	0.2631	0.0731	0.0996	0.1439	0.3231
ENSMUSG00000025519	-0.2675	-0.3505	-0.2008	-0.2526	0.4230	-0.7595
ENSMUSG00000025551	0.1932	0.5050	-0.1978	-0.0233	-0.5476	0.2327
ENSMUSG00000025557	0.1338	-0.2542	-0.3964	0.5383	-0.2484	0.4184
ENSMUSG00000025580	-0.0633	-0.3354	0.5058	0.1342	0.6230	0.5266
ENSMUSG00000025588	-0.2597	-0.1753	0.4515	0.2320	-0.0401	-0.0012
ENSMUSG00000025608	0.2347	-0.4694	0.2688	-0.2638	0.7081	-0.6359
ENSMUSG00000025648	0.7098	-0.3111	-0.3501	-0.1312	0.2560	0.1275
ENSMUSG00000025665	0.5047	-0.0637	0.0889	-0.6705	-0.2633	-0.0817
ENSMUSG00000025791	0.1770	-0.5219	0.2710	0.1806	-0.1611	-0.2964
ENSMUSG00000025792	-0.4111	-0.0924	-0.6874	0.0807	0.2810	0.1652
ENSMUSG00000025793	-0.1871	0.1478	0.2580	-0.2377	0.2867	0.4056
ENSMUSG00000025794	0.6405	1.8144	1.4208	1.7566	2.7311	2.8101
ENSMUSG00000025812	-0.3505	-0.5569	0.3896	0.2865	-0.0078	0.1149
ENSMUSG00000025817	-0.1535	-0.1881	-0.0807	0.4048	0.4815	-0.0043
ENSMUSG00000025823	-0.1557	0.4360	0.1937	-0.2798	-0.1891	0.2059
ENSMUSG00000025862	0.3037	-0.0260	-0.0577	-0.7220	-0.4114	0.1931
ENSMUSG00000025880	0.3303	-0.0027	0.0835	-0.0507	-0.2701	0.3882
ENSMUSG00000025889	0.4535	-0.2349	-0.3389	0.1126	-0.1241	0.2957
ENSMUSG00000025892	0.0093	0.0196	-0.0286	0.4664	0.0967	0.0416
ENSMUSG00000025931	-0.4356	0.7072	0.5810	-0.1800	-0.0576	0.3911
ENSMUSG00000025934	-0.6155	0.1847	-0.2202	0.5255	0.2256	-0.3452
ENSMUSG00000025958	0.6852	0.6558	0.6993	-0.2074	0.0655	0.6017
ENSMUSG00000025991	-0.1452	-0.2194	-0.0012	-0.4693	0.0755	-0.2408
ENSMUSG00000025993	0.4323	-0.1074	-0.2064	0.0301	-0.2148	0.1370
ENSMUSG00000026000	-0.0532	-0.6627	0.4684	-0.5778	-0.5755	-0.7150
ENSMUSG00000026020	0.0741	-0.3882	-0.0403	-0.1848	0.4669	-0.5370
ENSMUSG00000026069	0.2121	0.3512	0.0808	0.1240	0.1641	0.4433
ENSMUSG00000026074	-0.3733	0.4314	0.0188	-1.1655	0.1366	0.0698
ENSMUSG00000026080	1.5040	1.3258	1.9768	2.2643	2.6887	2.1816
ENSMUSG00000026087	0.7782	1.8708	1.3634	1.9767	2.3515	2.6334
ENSMUSG00000026112	0.6880	0.4965	0.4483	-0.3156	-0.3948	-0.0638
ENSMUSG00000026114	0.0804	0.5292	0.0375	0.3233	0.0191	-0.5475
ENSMUSG00000026121	-0.1026	-0.1345	-0.2120	-0.4553	-0.8629	-0.3004
ENSMUSG00000026134	0.2529	-0.4293	-0.1446	0.3931	0.1140	-0.2760
ENSMUSG00000026141	-0.2238	-0.5486	-0.3603	-0.0917	0.3471	0.8255
ENSMUSG00000026155	-0.1874	-0.2957	0.0912	-0.3296	-0.3330	-0.3774
ENSMUSG00000026156	0.9334	1.5872	2.1003	1.5357	2.6301	2.7001
ENSMUSG00000026166	0.4026	0.3423	0.2957	0.0220	0.2686	0.0499
ENSMUSG00000026170	0.4974	-0.1440	0.1983	0.3822	0.2717	-0.0239
ENSMUSG00000026193	-0.0117	0.6346	-0.1590	0.1747	-1.0379	0.0655
ENSMUSG00000026202	-0.1382	0.7385	0.1226	0.4200	-0.0443	0.2436
ENSMUSG00000026208	-0.0200	0.1176	0.2218	-0.5845	0.2186	-0.4229
ENSMUSG00000026229	0.3276	0.2331	0.1166	-0.0260	-0.1624	-0.0937
ENSMUSG00000026239	0.4331	-0.0651	0.4058	-0.5797	0.0305	-0.1414
ENSMUSG00000026245	0.2720	0.0132	-0.0828	0.5497	-0.0057	0.2913
ENSMUSG00000026254	0.2291	0.5227	-0.2287	-0.3227	0.4114	0.4319
ENSMUSG00000026259	0.1518	-0.3180	-0.3578	0.0666	0.0606	0.3476
ENSMUSG00000026260	-0.5418	0.2506	-0.2640	-0.1581	-0.4100	0.4864
ENSMUSG00000026271	0.4110	0.3987	0.2936	-0.4830	-0.1503	0.1984
ENSMUSG00000026276	-0.0152	-0.2754	0.0132	0.1336	0.2232	-0.1107
ENSMUSG00000026289	-0.1453	0.0014	-0.2883	-0.3913	0.1387	-0.1099
ENSMUSG00000026321	-0.1577	0.3374	0.2007	-0.5825	-0.0659	0.3234
ENSMUSG00000026368	0.2470	-0.3229	0.1498	0.0819	0.2853	-0.4338
ENSMUSG00000026385	0.3690	0.3317	-0.5292	0.4678	-0.0456	0.2205
ENSMUSG00000026390	0.2805	-0.4536	-0.0790	0.4024	0.6677	-1.1123
ENSMUSG00000026401	-0.0367	-0.4745	-0.1712	0.2583	-0.6849	0.4226
ENSMUSG00000026409	1.1900	1.0118	1.0960	1.2782	1.1368	0.6796
ENSMUSG00000026418	0.4339	0.0382	0.2612	0.2320	-0.1433	-0.5606
ENSMUSG00000026421	-0.0953	-0.2031	-0.3810	-0.0312	0.0949	0.1409
ENSMUSG00000026425	0.3013	-0.3048	0.0516	-0.4531	-0.0988	0.5357
ENSMUSG00000026439	-0.0908	-0.0395	0.3495	0.0553	-0.3229	-0.1634
ENSMUSG00000026450	0.5050	0.1831	-0.6636	-0.5268	0.0978	-0.1259
ENSMUSG00000026479	-0.1419	0.1022	0.4276	0.0877	0.3231	-0.4405
ENSMUSG00000026509	-0.0185	0.1643	-0.1783	0.3457	-0.0813	-0.2958
ENSMUSG00000026520	-0.5126	0.8404	-0.0004	0.2853	-0.0239	-0.2378
ENSMUSG00000026558	-0.1582	0.1390	0.3718	0.4092	-0.2540	-0.5935
ENSMUSG00000026567	-0.0922	-0.0916	0.2191	-0.1686	-0.0676	0.1716
ENSMUSG00000026568	0.2106	-0.1345	0.4620	0.2950	-0.5418	-0.5141
ENSMUSG00000026602	0.3328	-0.0551	0.2074	-0.2286	-0.0203	0.0513
ENSMUSG00000026615	1.6536	1.5652	1.8543	2.1974	3.0094	1.9798
ENSMUSG00000026618	1.4990	1.1287	1.8705	2.1321	2.0899	2.8021
ENSMUSG00000026630	-0.3302	-0.2379	0.3955	0.2359	0.3431	0.4280
