GeneID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
ENSMUSG00000022952	13.981583	13.803092	14.010966	14.258273	14.100546	13.902085	14.442909	13.854737	13.919378	13.928642	13.772990	13.673735	14.092853	13.634505	13.746925	13.982526	13.719851	13.883410	14.146623	14.150084	14.295153	12.779426	12.871774	12.742570	12.703243	12.478798	12.056670	13.268960	13.405455	13.264512	14.292205	14.276099	14.203430	14.246227	14.469873	14.062484
ENSMUSG00000022969	8.521921	8.627117	8.872328	8.531371	8.953363	8.970051	8.878605	9.012853	9.508072	8.026543	8.508032	7.902430	8.109918	8.309319	8.716751	8.032315	7.892009	7.212498	8.836057	9.098782	8.807181	9.107943	8.960488	9.503235	9.507538	9.308747	8.971609	9.848003	10.139168	10.575350	9.751411	10.040872	10.261168	10.061859	10.458958	10.329261
ENSMUSG00000023019	5.187169	6.033830	6.346100	5.926217	5.925689	6.355350	5.202390	6.434409	6.838554	6.652236	5.375995	5.847033	6.784139	6.628112	6.700845	6.377955	5.941858	5.218367	6.418853	6.355029	6.188648	7.196063	6.150613	6.713236	6.579991	6.644182	7.877222	7.263063	7.183465	8.210080	6.706065	7.525515	6.870029	6.616803	6.951070	6.929414
ENSMUSG00000023020	14.262074	14.296826	14.178366	14.619416	14.367231	14.591920	14.703424	14.381703	14.553955	14.055457	14.184987	14.313252	14.168955	13.949090	14.673240	14.328570	14.294158	14.505674	14.502766	14.031211	14.301521	14.093312	14.261077	14.623852	13.762353	14.098084	14.210724	13.954863	13.490628	14.219507	14.247930	13.799285	14.213287	14.135081	13.999484	13.959409
ENSMUSG00000023348	12.188567	12.418286	11.972391	12.409119	11.997678	12.277897	12.791160	12.239000	12.383610	12.388236	12.025201	12.329418	12.326191	11.949440	11.804644	12.456197	12.045592	12.264304	11.703352	11.847323	11.887502	11.162922	11.649439	11.444865	11.574807	11.657084	11.711490	12.267380	12.530923	12.586815	12.386674	12.452192	12.004671	12.237546	12.565998	12.178179
ENSMUSG00000023723	13.371428	13.356375	13.509643	13.245147	13.440586	13.510793	13.110621	13.527979	13.420195	13.452292	13.560616	13.541658	13.410063	13.756868	13.489359	13.369275	13.497634	13.366431	13.788872	13.843779	13.682094	13.830478	13.808611	13.607042	13.395082	13.627361	13.628727	13.430123	13.533167	13.065035	13.025790	13.404181	13.169090	13.346082	13.278818	13.344099
ENSMUSG00000023805	9.717560	9.624049	9.779253	9.534420	9.667310	9.544713	9.681320	9.653132	9.878249	9.885917	9.901104	9.714063	9.917507	9.934982	9.719427	10.132704	9.965355	9.942759	10.069924	10.282087	10.136971	11.254020	11.096269	10.941396	10.999510	10.968941	10.826454	10.065071	10.217775	9.695689	9.121367	9.346855	9.095374	8.953151	9.148730	9.088619
ENSMUSG00000023892	8.917360	9.127912	9.551789	9.231909	9.242490	9.575839	8.099971	8.980265	9.624972	8.918160	9.282116	9.764295	9.391784	9.541467	9.930628	9.339641	9.341141	9.602167	8.090543	8.855214	8.562742	9.448187	9.081834	9.153238	9.690344	9.563121	9.432011	9.895353	9.632901	10.167833	9.896660	9.891419	10.116445	10.047540	10.298295	10.330733
ENSMUSG00000023909	6.060047	6.558081	6.642065	6.817527	5.869048	4.923433	7.004699	6.735775	6.064077	7.058095	6.595409	6.143828	5.806556	5.857533	6.484013	6.244657	6.107978	5.081213	5.878062	4.562047	5.388718	5.098747	4.402294	3.836992	4.639124	5.028880	6.494036	4.858573	5.519943	6.692263	5.653833	6.527453	6.374488	4.169908	4.666074	5.099832
ENSMUSG00000024012	14.280313	14.439875	14.110110	14.150809	14.304186	14.532724	14.577849	14.375794	14.542272	14.247921	14.305824	14.535664	14.229126	14.197599	14.525133	14.366405	14.390754	14.572920	14.293998	14.373129	14.169453	14.481210	14.519549	14.709233	14.517141	14.595145	14.678152	15.023999	15.043552	14.927081	14.918958	14.738693	14.771549	14.539758	14.529542	14.651103
ENSMUSG00000024072	11.800096	11.817401	11.572028	11.779395	11.902775	12.214455	12.048246	11.599199	11.959745	11.469196	11.637170	11.933587	11.638929	11.610905	12.379437	11.666059	11.887529	12.124263	11.776928	11.507098	11.524352	11.612093	11.828229	11.965834	11.760506	12.024284	11.681872	12.076193	11.846803	12.330610	12.020135	11.993714	12.461609	12.173499	12.253035	12.235989
ENSMUSG00000024146	12.208270	12.256740	12.166007	12.295389	12.282506	12.876958	12.509772	12.475812	12.958728	12.135422	12.510321	12.842925	12.389148	12.904019	12.860424	12.234376	12.370310	11.756854	12.002423	12.640045	12.282914	13.024407	12.498867	12.870879	12.709550	12.820724	12.528523	12.608334	12.836027	12.045363	12.561760	12.558316	12.478197	12.561813	12.916690	12.915298
ENSMUSG00000024160	11.543322	11.493415	11.613674	11.801837	11.774570	11.984465	11.748752	11.629530	11.930001	11.582079	11.756946	11.603087	11.524127	11.607413	11.957440	11.673265	11.503123	11.904651	11.507348	11.165419	11.416852	11.778850	11.822285	12.215308	11.910589	12.112358	12.338324	12.059732	11.804532	11.948149	12.079015	11.964774	12.038865	12.133828	11.914362	11.983496
ENSMUSG00000024308	13.128644	13.041801	13.086656	13.132320	13.027639	12.766736	12.986402	12.958348	12.685871	13.161320	12.994330	12.956893	13.213344	12.905321	12.882765	13.109981	12.968219	12.934701	12.808836	12.690438	12.810373	12.794440	12.732924	12.500003	13.070956	12.904747	12.760181	13.303775	13.285377	13.456639	13.627806	13.459943	13.584972	13.963953	13.777340	13.725117
ENSMUSG00000024330	10.269201	10.374449	9.675405	10.110095	9.892045	10.804458	9.794366	10.310664	10.731356	9.882657	9.970391	10.479739	10.006200	10.236899	10.521793	10.489655	9.936005	10.208856	10.271974	10.985803	10.040922	10.716304	10.830848	11.531827	10.251446	11.119304	11.194740	10.401379	10.694907	10.304682	10.375446	10.521314	10.107375	10.283186	10.815260	10.434129
ENSMUSG00000024384	12.960541	12.987080	13.178519	13.146274	13.076777	12.647012	12.766123	12.885856	12.440080	13.165018	13.209228	12.869557	13.215614	13.109806	12.597497	13.077259	13.055069	12.813775	12.968758	12.927646	13.121412	13.086257	12.918030	12.693978	13.266829	12.987610	12.923771	12.894996	12.916773	12.664663	13.023357	13.093731	12.904368	13.227292	13.098351	12.900597
ENSMUSG00000024576	14.490622	14.479870	14.330716	14.579762	14.668247	14.326769	14.485591	14.372576	14.268695	14.346057	14.639812	14.406431	14.330776	14.391879	14.562083	14.461228	14.550190	14.588934	14.819897	14.576544	14.500865	14.358911	14.438483	14.245101	14.391784	14.563242	14.258886	14.231268	14.248648	13.962765	14.161855	14.109490	14.142869	14.202230	14.186572	14.227128
ENSMUSG00000024613	14.657749	14.579086	14.963318	14.647086	14.754829	14.588376	14.326136	14.577724	14.509501	14.782802	14.867139	14.722443	14.817695	15.046833	14.639330	14.727391	14.659328	14.507801	14.645044	14.820220	14.848267	14.707021	14.394325	14.490691	14.022533	13.976431	13.862346	13.720008	13.684837	13.264217	13.247550	13.597811	13.662757	13.124710	13.369050	13.306999
ENSMUSG00000024659	10.977447	11.167760	10.858259	11.025924	11.023572	11.354813	10.892108	10.952508	11.067413	10.827157	10.629198	11.181182	10.878122	11.143273	11.047725	10.857702	11.018333	10.404408	12.743092	12.894601	12.269870	12.499016	12.333533	12.242103	11.874792	11.686357	12.004863	12.344810	12.012191	11.831227	12.171057	11.950029	12.107364	11.929315	12.066999	12.011048
ENSMUSG00000024750	11.822828	11.770339	11.983870	12.445524	11.914676	12.539304	12.265235	11.988803	12.260312	11.842739	11.979612	12.091999	12.072489	12.278705	12.578954	12.130311	11.975970	12.255700	11.803421	11.879492	11.895830	12.048608	12.015183	12.667396	11.686078	11.938833	12.198522	11.998336	11.947139	11.617445	12.044584	12.313544	12.109059	12.210226	12.435062	12.194657
ENSMUSG00000024764	13.995521	13.877443	14.131781	13.907929	13.885864	13.421082	13.690348	13.701413	13.402189	14.002453	13.816187	13.629955	13.844275	13.682593	13.343864	13.726179	13.840868	13.813029	14.024300	13.883562	14.172479	13.927993	13.929773	13.355425	14.162265	13.925442	13.606970	13.831185	14.186415	13.845486	14.072232	14.128561	13.951828	13.822414	13.951178	13.879400
ENSMUSG00000024799	9.671722	9.996680	9.541222	9.752173	9.460294	10.405067	10.541061	10.243431	10.364163	9.534957	9.491762	10.185667	9.710007	9.552269	10.258163	9.818009	9.679362	10.440585	9.343173	9.521406	9.534860	9.542237	9.854394	10.742558	9.548028	9.896824	10.554689	9.908000	9.992041	10.402740	9.889126	9.876454	10.009168	10.081875	10.431002	10.145151
ENSMUSG00000024800	13.178089	13.131851	13.470893	13.338149	13.374262	13.408728	12.744154	13.378748	13.504101	13.137494	13.393709	13.369665	13.647539	13.785652	13.307330	13.426828	13.528530	13.336445	12.796417	13.297628	13.448782	13.434577	13.084056	13.203997	12.835532	12.993721	13.174741	12.675597	12.596054	12.424342	12.370697	12.421471	12.467584	12.073819	12.355122	12.230349
ENSMUSG00000024831	11.369984	11.266107	11.579882	11.509529	11.453400	11.717709	11.616129	11.515562	11.728922	11.374614	11.538392	11.526419	11.438652	11.544488	11.768213	11.455812	11.479602	11.586160	11.089945	11.130415	11.322203	11.135155	11.000646	11.335462	11.145701	11.291791	11.715573	11.294609	11.177959	11.239364	11.015177	11.153120	11.264724	11.066083	10.856757	11.101369
ENSMUSG00000024841	13.673213	13.601035	13.883016	13.859638	13.763457	13.595922	13.656445	13.678916	13.529663	13.769900	13.791660	13.689077	13.720774	13.849515	13.713717	13.682238	13.763425	13.570947	13.715142	13.718010	13.772461	13.689819	13.621256	13.612083	13.540324	13.711276	13.802619	13.322543	13.292328	13.128913	13.367940	13.500725	13.578647	13.467748	13.371002	13.518025
ENSMUSG00000024856	13.969206	13.999296	13.701133	14.166423	13.776512	14.060277	13.962138	13.748035	13.910292	14.145348	13.991788	14.185985	13.900307	13.835499	14.234571	14.139663	13.978348	14.150907	13.703823	13.455039	13.375629	13.419741	13.672043	13.911478	13.689592	13.834050	13.644114	13.800947	13.530063	13.943640	13.634635	13.535055	13.579283	13.523762	13.652463	13.398636
ENSMUSG00000024981	14.974913	14.960528	15.058387	14.883021	14.985349	14.461979	14.713728	14.792165	14.443051	15.118433	14.960190	14.772442	15.076226	15.025955	14.543038	14.903126	15.016700	14.752954	14.943943	14.993572	14.924101	14.814356	14.671772	14.230902	14.542358	14.312377	14.222431	14.155207	14.191178	13.787545	13.871753	14.012719	14.069950	13.689525	13.617253	13.771447
ENSMUSG00000024999	12.128824	12.285046	12.350432	12.106788	12.179003	12.395339	11.995646	12.157426	12.218755	12.227164	12.137500	12.289069	12.178065	12.244508	12.002747	12.336735	12.379948	12.484812	11.923925	12.096682	12.234917	12.060754	12.111436	12.326254	11.787020	11.735057	11.649085	11.755054	11.642771	11.840504	11.237791	11.499802	11.379828	11.334996	11.334509	11.383107
ENSMUSG00000025001	13.906885	13.968905	14.182063	14.215649	14.097355	14.219720	14.337299	14.109349	14.113720	14.213600	14.195010	14.091648	14.151999	14.170942	14.128320	14.130829	14.209482	14.095120	13.791885	13.831820	14.023417	14.194970	14.056641	14.116474	14.046830	13.900837	14.136852	13.552011	13.807677	13.485128	12.796727	13.031335	12.758739	11.801071	12.076211	11.855219
ENSMUSG00000025017	15.280891	15.090224	15.243168	15.610893	15.547862	14.341203	14.512903	14.805890	13.568461	15.544901	15.076144	14.448187	15.190316	14.819209	13.970932	15.069731	15.130367	14.669530	15.262982	14.856426	15.143121	14.549699	14.603884	13.272791	15.133863	14.830080	14.345884	14.341320	14.546797	14.270152	14.489610	14.688560	14.545728	14.697104	14.334974	14.471104
ENSMUSG00000025026	13.360724	13.354350	13.096526	12.994191	13.185068	12.437139	12.357624	12.692646	12.045641	13.130223	12.999422	12.503925	12.950333	12.841717	12.355314	13.040178	13.114888	12.767273	14.114094	13.992070	13.672072	13.591818	13.737936	12.845128	13.688714	13.423050	13.307032	13.339563	13.268636	13.184878	13.982189	13.829719	13.837679	14.300945	13.787145	14.188973
ENSMUSG00000025035	13.303756	13.137890	13.106235	12.996804	13.062489	13.505624	13.027597	13.035844	13.212406	12.895784	13.024607	12.934699	13.326104	13.310461	13.384643	13.416397	13.258143	13.037681	13.508049	13.768134	13.560741	13.942102	13.618090	14.222907	13.530797	13.863962	13.841350	14.077670	13.932731	14.029065	13.929456	14.161876	14.216874	14.202353	14.155067	14.134179
ENSMUSG00000025402	10.606868	10.552835	10.733915	10.428109	10.535503	10.803327	10.202548	10.357344	10.522534	10.847489	10.813253	11.284439	10.614695	10.803175	10.608485	11.088823	10.804558	11.302731	9.633079	9.772410	9.930239	10.007260	10.153163	10.101914	10.294098	10.112424	10.127316	8.435425	9.379468	9.254248	8.592507	8.281291	8.405935	8.028960	8.474562	8.463850
ENSMUSG00000025403	17.620571	17.548834	17.832172	17.427043	17.592958	17.037642	17.307116	17.149400	17.034658	17.937752	17.458946	17.336537	17.508561	17.464979	17.038781	17.578088	17.636926	17.502371	17.776554	17.604749	17.986716	17.425730	17.584778	16.918416	17.637124	17.269724	17.027209	17.008706	17.423131	17.230523	16.113797	16.255043	16.113805	15.605219	15.725740	15.660586
ENSMUSG00000025538	10.050642	10.303329	10.173244	10.473040	10.023160	10.098790	10.725846	10.268965	10.527517	10.097098	10.284780	10.562656	10.062614	9.943271	10.618799	10.364964	10.262942	10.675936	9.804599	9.512844	9.777728	10.003349	10.092115	10.812243	9.778146	10.265618	10.429709	10.186139	9.712389	10.162179	9.802895	9.597501	9.645569	9.200358	9.625399	9.304797
ENSMUSG00000025626	12.209112	12.176134	12.298261	12.215793	12.001744	11.586123	11.904347	11.892027	11.704797	12.355870	12.227952	11.766888	12.170084	11.988065	11.959396	12.237734	12.117445	12.095124	12.616817	12.280333	12.543720	12.054209	12.002725	12.166831	12.359552	12.062354	12.163706	12.517370	12.202823	12.922705	12.852005	12.809048	13.012468	12.705747	12.592165	12.734198
ENSMUSG00000025737	12.301329	12.423488	12.375020	12.205212	12.356872	12.338012	12.384877	12.365859	12.443496	12.440616	12.309344	12.356513	12.475166	12.357926	12.040969	12.449125	12.517954	12.506441	12.335433	12.337393	12.487770	12.391430	12.447050	12.334057	12.526552	12.438691	12.757344	12.671519	12.466865	12.545161	12.705276	12.533440	12.614476	12.764932	12.521569	12.529179
ENSMUSG00000025907	10.642211	10.674363	10.721580	10.653104	10.669340	10.715456	10.115595	10.470043	10.664632	10.611638	10.377822	10.429084	10.765034	10.712974	10.214936	10.675022	10.448094	10.212809	10.680291	10.946369	10.780015	11.155568	10.816531	10.764407	10.776772	10.806969	11.347495	10.949779	10.605373	10.656539	10.940689	10.953780	11.102831	11.140402	11.017461	11.389209
ENSMUSG00000025958	13.429364	13.272452	13.451154	13.129737	13.229601	12.728398	13.133708	13.114951	12.899554	13.305506	13.204153	12.898495	13.218264	12.981078	12.919460	13.187290	13.234372	13.150612	13.646727	13.454505	13.417865	13.400019	13.317449	12.828474	13.494168	13.213836	13.110867	13.450317	13.530042	13.393563	13.750951	13.688954	13.647112	13.793203	13.695794	13.754648
ENSMUSG00000026027	12.893719	13.216063	12.396278	12.843442	12.777905	12.745794	13.183176	12.790930	13.015129	12.934286	12.942521	13.136272	12.705841	12.526718	13.173045	12.867100	12.966583	13.273043	12.670748	12.433304	12.331905	11.976449	12.404613	12.494204	12.095358	12.320867	12.119633	12.520255	12.433877	12.975239	12.655635	12.392763	12.226837	12.508643	12.820536	12.446731
ENSMUSG00000026111	10.887324	11.029286	10.909005	11.088060	10.988205	10.858789	11.179460	10.774414	10.750630	10.706221	10.917560	10.695577	10.840605	10.606582	11.098352	10.651699	10.759759	10.694809	10.932082	10.533872	10.798532	10.669050	10.774949	10.439830	10.579527	10.928636	11.209787	10.744049	10.820013	11.037202	11.229189	11.287373	10.799756	11.296014	10.958841	11.047358
ENSMUSG00000026196	12.850450	12.884461	12.812850	12.928509	12.787606	12.739058	13.003206	12.741580	12.480595	13.119732	12.861304	13.015553	13.005854	12.574070	12.454017	12.923554	12.878335	12.806239	12.610757	12.499482	12.831972	12.769965	12.860915	12.485062	13.186671	12.951239	12.829449	13.169488	13.365658	13.574486	13.054857	13.023381	12.949018	12.528160	12.498405	12.177967
ENSMUSG00000026219	14.645989	14.577488	14.699768	14.513731	14.621206	14.539879	14.454847	14.533169	14.431741	14.817025	14.688980	14.470545	14.703708	14.685194	14.250840	14.647145	14.666744	14.359238	14.763060	14.765977	14.834980	14.674750	14.544116	14.362834	14.961449	14.702338	14.671533	14.948520	14.896793	14.730421	15.068725	15.110502	15.001135	15.468297	15.147823	15.139973
ENSMUSG00000026255	10.657295	10.601238	10.445755	11.179547	10.625730	10.164651	10.054634	10.647074	10.040493	10.987948	10.772890	10.418455	10.658877	10.202991	9.378165	10.696370	10.631447	10.494702	10.867208	10.521560	10.934992	10.906543	10.841722	10.392067	11.390935	11.146053	10.194085	10.862995	10.667706	11.524939	10.561597	10.650085	10.277673	10.540287	10.717585	10.279294
ENSMUSG00000026374	13.962319	14.030419	14.009040	13.845515	13.927033	14.224961	13.967315	14.165019	14.165755	14.045694	13.958697	14.178660	13.828314	14.048923	14.101822	14.050554	13.957466	14.160835	13.863648	13.840647	13.740006	13.740295	13.953939	14.012456	13.694231	13.914494	13.934020	13.329090	13.614948	13.474149	13.123904	13.363054	13.100148	13.244103	13.316021	13.160464
ENSMUSG00000026427	12.336226	12.321616	12.265541	12.541278	12.322136	12.827174	12.269272	12.511580	12.872016	12.210618	12.381625	12.649198	12.393190	12.595301	12.891415	12.404388	12.348280	12.507288	12.322694	12.358830	12.182359	12.460303	12.435770	12.871320	12.479474	12.611775	12.747004	12.802710	12.546410	12.826162	12.374969	12.343022	12.528278	12.258986	12.304669	12.285385
ENSMUSG00000026463	9.956297	9.171216	10.076146	10.134561	9.972704	9.570704	9.287652	9.421813	9.045850	10.329253	9.628053	9.422984	10.129992	9.718362	8.701131	9.950761	9.525705	9.057016	12.258048	12.213536	12.038709	11.452694	11.392132	10.386713	10.099410	9.827480	8.815536	8.383587	8.772396	8.258726	7.274185	7.961486	7.771692	7.181554	6.651537	7.357966
ENSMUSG00000026471	10.977405	10.871422	10.435301	10.609587	10.539002	10.329866	10.081192	10.727250	10.540774	10.857632	11.086327	10.751431	10.788400	10.923368	10.294899	10.906393	11.050491	10.243272	10.536256	10.764547	10.259859	10.454916	10.347795	10.311948	10.778623	10.146616	10.043190	11.251412	10.931462	11.606450	12.080885	11.619837	11.918377	12.339347	12.396091	12.096841
ENSMUSG00000026532	13.164418	12.986974	13.008820	12.690557	12.800420	12.840663	12.746900	12.500710	12.345785	12.933155	12.554247	12.425559	13.013569	12.813879	12.325913	12.638792	12.268888	12.333961	11.954357	12.237794	12.238546	11.830167	11.357660	11.091664	11.600610	11.428527	11.007111	11.497036	11.393972	9.778410	12.295489	11.988647	11.528503	12.255498	11.858574	11.461488
ENSMUSG00000026566	4.253337	4.058162	4.236770	5.053634	3.469998	6.007052	6.877167	5.020647	5.213133	4.807652	4.400136	6.310263	4.807303	4.857924	5.655175	3.470419	5.278432	5.161071	6.773049	5.706015	7.190249	5.595227	4.983406	6.649748	4.949209	4.579071	5.567197	6.504267	4.871457	5.766601	5.270479	5.009746	5.901436	5.652788	5.125380	5.413224
ENSMUSG00000026639	8.014355	8.524642	8.676413	8.732814	8.654730	8.294978	9.081297	8.851471	8.330870	8.955179	8.726110	8.698714	8.863237	8.630230	8.644553	9.013975	8.836449	9.438581	7.309042	6.667876	7.361963	8.005183	7.676942	8.783627	7.978444	7.558728	7.980512	8.310806	7.379910	7.572542	7.578938	7.662178	7.944083	8.413007	8.129699	7.885805
ENSMUSG00000026640	7.925737	7.915187	8.113554	8.351414	7.972633	8.003588	8.901004	7.582593	7.423730	8.020826	7.434644	8.360430	7.790563	7.516293	8.032212	7.872203	7.576314	8.637467	7.659199	7.215204	7.671101	6.622993	7.679619	7.508719	7.163768	7.046764	6.881181	7.722846	8.321517	8.056186	7.767097	7.403202	7.685449	7.106445	7.813263	7.514193
ENSMUSG00000026659	11.678819	11.647366	11.861424	11.857212	11.768243	12.179918	11.893061	11.768739	11.944365	11.699111	11.639178	12.157106	11.587820	11.594322	12.366166	11.762463	11.698097	12.266372	11.372156	11.267379	11.336470	10.763151	11.020850	11.336237	9.852858	10.387735	9.657839	9.541730	9.550064	9.420137	8.731568	9.280979	9.551266	8.640305	9.168077	8.749615
ENSMUSG00000026669	13.711315	13.803790	13.939714	13.982669	13.856094	13.788040	13.721511	13.710210	13.706550	13.899248	13.816533	13.963123	13.996505	13.988040	13.711023	13.846670	13.855364	13.686574	13.535886	13.646113	13.688870	14.125139	13.923895	13.694080	13.990495	13.780069	13.685755	13.505690	13.452000	12.997198	13.124121	13.180746	13.129123	12.328252	12.511991	12.340341
ENSMUSG00000026779	11.005623	10.773923	10.887178	10.987056	10.978287	10.811670	11.027109	11.029156	10.876875	10.823664	10.742817	10.944833	11.188170	11.041947	10.778790	10.927420	10.746618	11.081892	10.909885	10.873323	11.126500	11.398298	11.227840	11.291237	11.060003	11.305067	9.907754	11.092535	11.284297	10.622098	10.987958	11.170069	11.060612	10.669638	10.811093	10.617911
ENSMUSG00000026782	11.792222	11.616257	11.681055	11.771347	11.653583	11.233073	11.744885	11.388423	11.050372	12.020598	12.046214	11.623871	11.891893	11.623862	11.458218	11.712170	11.791314	11.664726	12.566298	12.319708	12.514661	11.513169	11.480212	10.917219	11.536195	11.257843	10.492015	11.415917	11.665414	11.017248	11.953948	11.981593	11.653419	12.214698	11.987911	11.966535
ENSMUSG00000026798	12.682999	12.727061	12.591726	12.528103	12.663326	12.843351	13.136515	12.826308	13.180607	12.622516	12.923536	13.041376	12.606692	12.417806	13.215668	12.834083	12.795386	13.232734	12.656631	12.336281	12.644969	12.201473	12.442323	12.839145	12.086747	12.195287	12.130648	12.374161	12.179087	12.926660	11.657776	11.344787	11.484187	11.196811	11.184317	11.251635
ENSMUSG00000026826	7.672129	7.462931	8.013494	6.794403	7.579210	7.613287	7.454591	7.341104	7.434744	7.644032	7.707444	7.520220	7.052057	7.351998	8.112371	7.256469	7.404784	8.038905	7.803641	7.680589	7.608438	7.548913	7.176329	6.765583	6.725768	6.805202	6.059376	6.033185	6.738541	5.352819	6.359350	6.979337	6.908201	6.347154	6.126156	6.445856
ENSMUSG00000026827	12.352296	12.406461	12.603850	12.489386	12.412980	12.067202	12.120714	12.165584	11.778407	12.667751	12.608140	12.264164	12.509191	12.431967	12.022261	12.478333	12.596370	12.031359	12.265914	12.213708	12.460019	12.294193	12.196500	11.810976	12.589580	12.327773	12.402980	12.238390	12.312068	12.262125	11.747921	11.853017	11.662520	11.530615	11.453077	11.392561
ENSMUSG00000026842	13.880632	13.874292	13.797827	13.763295	13.777428	13.671166	13.532411	13.568235	13.529981	13.810156	13.646646	13.648331	13.750444	13.574143	13.524686	13.807386	13.619149	13.662609	14.147690	14.131245	14.055975	13.759669	13.814897	13.622497	13.974176	13.986591	13.676134	14.147600	14.131070	14.041778	14.433551	14.409662	14.369298	14.394790	14.283941	14.411492
ENSMUSG00000026878	14.706594	14.699233	14.421007	14.535667	14.834230	14.335945	14.693438	14.506281	14.181175	14.483624	14.707151	14.488641	14.350457	14.355883	14.388404	14.624697	14.546598	14.723371	14.835249	14.473842	14.642826	14.308129	14.503431	14.420552	14.329666	14.427124	14.184940	14.355050	14.500292	14.494536	14.321917	14.156044	14.099276	14.330167	14.230567	14.308958
ENSMUSG00000026941	10.058343	10.365500	9.782744	9.710136	9.843627	10.262026	10.300089	9.950220	10.302811	9.777048	9.717000	10.109404	9.576882	9.665140	9.978830	9.622965	9.912701	9.906504	9.546157	9.694768	9.620482	9.529008	9.962109	10.142406	9.435599	9.718517	10.144123	9.500498	9.357569	9.627368	8.950649	8.974874	9.248341	8.780884	9.216655	9.101130
ENSMUSG00000026946	11.441795	11.327940	11.604395	11.491475	11.611080	12.004754	11.222289	11.961303	12.240160	11.366376	11.740749	11.886482	11.422476	11.969745	11.978231	11.369036	11.356909	11.490741	11.208499	11.449769	11.242662	11.920311	11.647992	12.279829	11.779885	12.244038	12.221501	12.152379	12.069603	11.959578	11.845538	12.061746	12.043890	12.385582	12.426798	12.567405
ENSMUSG00000026979	14.223509	14.213548	14.247196	14.168456	14.170150	14.268968	14.049091	14.118300	14.239270	14.294150	14.220349	14.230240	14.180561	14.233052	14.181964	14.198611	14.147399	14.261204	14.277392	14.286381	14.281145	14.005757	14.096269	14.043539	14.087082	14.106045	14.126265	14.030325	13.888829	13.730564	13.849111	13.857762	13.877745	13.743178	13.562881	13.805000
ENSMUSG00000027067	14.955344	14.793629	15.136601	14.830043	14.967140	14.483655	14.475209	14.739784	14.549673	15.022813	14.940945	14.594083	15.151447	15.224860	14.454117	14.886765	14.992083	14.490083	15.034996	15.264438	15.139221	15.243692	14.844953	14.470051	15.188431	14.932727	14.885521	15.025960	14.893276	14.565448	14.723116	14.900218	14.923956	14.426109	14.152028	14.401685
ENSMUSG00000027088	10.542385	10.463843	10.552983	10.772411	10.551186	10.988964	10.798358	10.503377	10.430755	10.439082	10.548080	10.518451	10.292609	10.567316	10.833396	10.479172	10.430565	10.353969	10.527160	10.586405	10.355908	10.847556	10.828374	11.602540	10.729252	10.885638	11.483026	10.980579	10.617941	10.566974	10.660988	10.711631	10.859186	11.105726	10.808208	11.011828
ENSMUSG00000027244	12.384367	12.334241	12.290004	12.520719	12.343539	12.556586	12.624271	12.387722	12.373627	12.318233	12.466430	12.437118	12.205613	12.230653	12.318731	12.353562	12.336512	12.590306	12.129728	12.139834	12.054357	12.396275	12.456816	12.655045	12.617659	12.714238	12.575822	12.915755	12.890991	12.393870	12.990173	12.868188	12.692934	12.970758	12.974448	12.825572
ENSMUSG00000027245	8.149604	8.470844	8.832417	8.980197	8.915260	8.258343	9.315234	8.826636	8.317884	8.790901	9.018042	8.481400	9.357653	9.212917	8.588078	8.766056	8.949221	7.460299	8.748188	8.807002	9.087937	9.454324	9.028669	8.751118	8.917697	8.343932	8.708223	8.858004	9.178814	9.163998	8.898882	9.334676	8.988678	9.379875	8.820843	9.194260
ENSMUSG00000027246	4.239804	5.069916	5.042850	4.935083	4.441563	4.802247	5.188417	5.196788	5.488965	4.039322	3.692959	3.942112	4.928896	5.078867	6.351014	4.838144	4.684702	5.127969	3.360999	3.545166	3.775296	6.795142	6.788647	7.744939	9.788666	9.737673	10.528217	11.191408	11.136411	11.738974	11.049626	11.186450	10.902393	10.577389	10.725568	11.304323
ENSMUSG00000027247	12.731602	12.762535	12.744498	12.575663	12.649017	12.397586	12.936162	12.575155	12.554181	12.825287	12.618151	12.487951	12.831325	12.516799	12.664809	12.671298	12.774330	12.778273	12.724969	12.616130	12.691050	12.682849	12.675614	12.373257	12.966880	12.711802	12.726136	13.081868	12.843894	13.021275	13.274051	13.131512	13.401878	13.215291	13.153841	13.178511
